     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    59.91	 -1341.62	  -540.33	     0.03	    59.91	     5.56	     0.08	     0.02	     5.56	    92.89	     0.38
    79.92	 -1336.08	  -538.83	     0.03	    20.02	     5.54	     1.49	     0.00	     5.74	   286.69	     0.03
   139.90	 -1326.31	  -540.81	     0.04	    59.97	     9.77	    -1.97	     0.01	     9.97	   166.19	     0.20
   159.82	 -1319.37	  -540.00	     0.03	    19.92	     6.94	     0.81	    -0.01	     6.99	   350.81	    -0.65
   200.02	 -1302.68	  -539.76	     0.05	    40.20	    16.69	     0.24	     0.02	    16.69	   415.08	     0.60
   221.29	 -1294.34	  -539.64	     0.05	    21.27	     8.34	     0.12	     0.00	     8.34	   392.26	     0.00
   260.03	 -1286.00	  -539.52	     0.03	    38.74	     8.34	     0.12	    -0.02	     8.34	   215.29	    -0.61
   279.92	 -1276.15	  -546.43	     0.17	    19.89	     9.85	    -6.91	     0.14	    12.03	   604.56	     7.24
   401.03	 -1235.97	  -538.80	     0.05	   121.10	    40.18	     7.63	    -0.12	    40.90	   337.75	    -1.01
   500.52	 -1189.99	  -545.88	     0.20	    99.49	    45.98	    -7.09	     0.15	    46.52	   467.59	     1.54
   520.29	 -1178.22	  -543.60	     0.21	    19.78	    11.77	     2.29	     0.01	    11.99	   606.43	     0.46
   540.28	 -1164.95	  -547.64	     0.29	    19.99	    13.27	    -4.04	     0.08	    13.87	   693.84	     3.77
   561.14	 -1155.40	  -536.92	     0.08	    20.86	     9.55	    10.71	    -0.20	    14.35	   688.00	    -9.76
   701.02	 -1091.53	  -533.87	     0.10	   139.88	    63.87	     3.05	     0.01	    63.94	   457.14	     0.11
   741.16	 -1066.56	  -531.39	     0.09	    40.15	    24.98	     2.48	    -0.01	    25.10	   625.19	    -0.29
   762.04	 -1052.54	  -538.24	     0.20	    20.88	    14.02	    -6.85	     0.12	    15.60	   747.33	     5.55
   862.02	 -1014.41	  -532.03	     0.15	    99.98	    38.13	     6.20	    -0.05	    38.63	   386.42	    -0.54
   921.22	  -974.16	  -526.50	     0.07	    59.20	    40.25	     5.53	    -0.07	    40.62	   686.21	    -1.24
   941.24	  -963.75	  -524.94	     0.09	    20.02	    10.41	     1.57	     0.02	    10.53	   525.85	     0.96
  1021.42	  -921.92	  -528.55	     0.19	    80.19	    41.83	    -3.62	     0.10	    41.99	   523.63	     1.20
  1041.89	  -908.00	  -527.64	     0.18	    20.46	    13.91	     0.91	    -0.01	    13.94	   681.44	    -0.56
  1101.33	  -880.89	  -524.41	     0.16	    59.44	    27.12	     3.23	    -0.02	    27.31	   459.44	    -0.30
  1161.31	  -855.09	  -524.03	     0.20	    59.98	    25.79	     0.38	     0.04	    25.79	   430.05	     0.68
  1181.61	  -843.30	  -520.32	     0.18	    20.30	    11.79	     3.71	    -0.02	    12.36	   608.88	    -0.85
  1201.76	  -827.11	  -527.85	     0.30	    20.14	    16.19	    -7.53	     0.12	    17.85	   886.40	     5.91
  1222.48	  -816.01	  -524.15	     0.23	    20.73	    11.10	     3.70	    -0.08	    11.70	   564.62	    -3.74
  1261.75	  -802.19	  -516.17	     0.13	    39.27	    13.82	     7.98	    -0.09	    15.96	   406.50	    -2.38
  1282.28	  -788.12	  -521.61	     0.27	    20.52	    14.07	    -5.45	     0.14	    15.09	   735.21	     6.64
  1343.60	  -750.56	  -510.44	     0.12	    61.32	    37.56	    11.18	    -0.15	    39.18	   638.99	    -2.45
  1381.95	  -735.12	  -513.03	     0.19	    38.36	    15.44	    -2.60	     0.08	    15.66	   408.26	     1.97
  1402.94	  -722.53	  -512.13	     0.23	    20.99	    12.59	     0.90	     0.03	    12.62	   601.21	     1.66
