     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1344.65	  -706.94	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    21.30	 -1344.63	  -708.35	     0.05	    21.30	     0.02	    -1.41	     0.02	     1.41	   -66.20	     0.94
    41.47	 -1341.87	  -706.89	     0.00	    20.17	     2.76	     1.46	    -0.05	     3.12	   154.80	    -2.48
    61.51	 -1339.05	  -708.97	    -0.01	    20.04	     2.82	    -2.08	    -0.01	     3.50	   174.86	    -0.50
   100.48	 -1336.26	  -709.64	     0.00	    38.97	     2.79	    -0.67	     0.01	     2.87	    73.63	     0.26
   121.17	 -1332.08	  -709.58	    -0.04	    20.69	     4.18	     0.06	    -0.04	     4.18	   202.05	    -1.93
   143.34	 -1326.51	  -709.49	    -0.07	    22.17	     5.57	     0.09	    -0.03	     5.57	   251.27	    -1.35
   180.62	 -1320.94	  -709.41	    -0.08	    37.28	     5.57	     0.08	    -0.01	     5.57	   149.43	    -0.27
   201.32	 -1313.94	  -712.14	    -0.07	    20.70	     7.00	    -2.73	     0.01	     7.51	   362.97	     0.48
   221.35	 -1308.37	  -712.06	    -0.13	    20.03	     5.57	     0.08	    -0.06	     5.57	   278.11	    -3.00
   242.49	 -1300.02	  -711.93	    -0.16	    21.14	     8.35	     0.13	    -0.03	     8.35	   395.03	    -1.42
   280.78	 -1291.65	  -713.22	    -0.18	    38.29	     8.37	    -1.29	    -0.02	     8.47	   221.18	    -0.52
   322.90	 -1286.04	  -715.97	    -0.15	    42.12	     5.61	    -2.75	     0.03	     6.25	   148.33	     0.71
   360.96	 -1267.92	  -717.83	    -0.23	    38.06	    18.12	    -1.86	    -0.08	    18.22	   478.59	    -2.10
   381.21	 -1258.13	  -721.22	    -0.23	    20.25	     9.79	    -3.39	     0.00	    10.36	   511.62	     0.00
   623.27	 -1170.73	  -749.68	    -0.52	   242.06	    87.40	   -28.46	    -0.29	    91.92	   379.73	    -1.20
   661.10	 -1150.38	  -760.71	    -0.48	    37.83	    20.35	   -11.03	     0.04	    23.15	   611.87	     1.06
   682.64	 -1141.33	  -761.29	    -0.52	    21.54	     9.05	    -0.58	    -0.04	     9.07	   421.01	    -1.86
   702.61	 -1133.55	  -768.97	    -0.50	    19.97	     7.78	    -7.68	     0.02	    10.93	   547.43	     1.00
   722.70	 -1121.63	  -774.47	    -0.62	    20.09	    11.92	    -5.50	    -0.12	    13.13	   653.44	    -5.97
   761.44	 -1111.80	  -780.01	    -0.59	    38.74	     9.83	    -5.54	     0.03	    11.28	   291.27	     0.77
   781.65	 -1099.16	  -786.92	    -0.58	    20.21	    12.64	    -6.91	     0.01	    14.41	   712.79	     0.49
   802.31	 -1092.82	  -791.79	    -0.56	    20.66	     6.34	    -4.87	     0.02	     7.99	   386.96	     0.97
   841.29	 -1082.27	  -798.03	    -0.57	    38.98	    10.55	    -6.24	    -0.01	    12.26	   314.45	    -0.26
   861.44	 -1071.04	  -803.55	    -0.63	    20.15	    11.23	    -5.52	    -0.06	    12.51	   621.01	    -2.98
   883.01	 -1061.19	  -809.80	    -0.61	    21.57	     9.85	    -6.25	     0.02	    11.67	   540.82	     0.93
   903.18	 -1052.71	  -817.49	    -0.65	    20.17	     8.48	    -7.69	    -0.04	    11.45	   567.55	    -1.98
   941.22	 -1043.56	  -823.04	    -0.65	    38.04	     9.15	    -5.55	     0.00	    10.70	   281.33	     0.00
   961.33	 -1030.88	  -831.39	    -0.69	    20.11	    12.68	    -8.35	    -0.04	    15.18	   754.97	    -1.99
  1008.20	 -1011.83	  -845.34	    -0.69	    46.87	    19.05	   -13.95	     0.00	    23.61	   503.77	     0.00
  1041.96	 -1005.46	  -850.95	    -0.65	    33.76	     6.37	    -5.61	     0.04	     8.49	   251.43	     1.18
  1063.28	  -994.16	  -859.33	    -0.63	    21.32	    11.30	    -8.38	     0.02	    14.07	   659.86	     0.94
  1083.44	  -985.69	  -864.91	    -0.68	    20.16	     8.47	    -5.58	    -0.05	    10.14	   503.12	    -2.48
  1121.49	  -978.61	  -871.22	    -0.68	    38.05	     7.08	    -6.31	     0.00	     9.48	   249.25	     0.00
  1142.95	  -970.82	  -877.52	    -0.66	    21.46	     7.79	    -6.30	     0.02	    10.02	   466.85	     0.93
  1163.08	  -965.17	  -881.72	    -0.68	    20.13	     5.65	    -4.20	    -0.02	     7.04	   349.73	    -0.99
  1183.30	  -958.08	  -888.04	    -0.66	    20.22	     7.09	    -6.32	     0.02	     9.50	   469.73	     0.99
  1222.33	  -949.61	  -892.92	    -0.67	    39.03	     8.47	    -4.88	    -0.01	     9.78	   250.45	    -0.26
  1242.42	  -943.93	  -898.54	    -0.66	    20.09	     5.68	    -5.62	     0.01	     7.99	   397.73	     0.50
  1263.18	  -938.99	  -901.33	    -0.66	    20.76	     4.94	    -2.79	     0.00	     5.67	   273.29	     0.00
  1283.16	  -934.01	  -906.26	    -0.69	    19.98	     4.98	    -4.93	    -0.03	     7.01	   350.73	    -1.50
  1321.75	  -929.06	  -909.76	    -0.63	    38.59	     4.95	    -3.50	     0.06	     6.06	   157.10	     1.55
  1341.88	  -924.12	  -912.56	    -0.67	    20.13	     4.94	    -2.80	    -0.04	     5.68	   282.08	    -1.99
