     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    20.10	 -1345.79	  -540.39	     0.00	    20.10	     1.39	     0.02	     0.00	     1.39	    69.16	     0.00
    39.92	 -1343.71	  -540.36	     0.00	    19.82	     2.08	     0.03	     0.00	     2.08	   104.96	     0.00
    61.08	 -1341.62	  -540.33	     0.00	    21.16	     2.09	     0.03	     0.00	     2.09	    98.78	     0.00
    81.17	 -1338.84	  -540.28	     0.03	    20.09	     2.78	     0.05	     0.03	     2.78	   138.40	     1.49
   120.06	 -1336.06	  -540.24	     0.03	    38.89	     2.78	     0.04	     0.00	     2.78	    71.49	     0.00
   181.45	 -1322.15	  -540.04	     0.00	    61.39	    13.91	     0.20	    -0.03	    13.91	   226.61	    -0.49
   219.96	 -1315.17	  -541.35	     0.00	    38.51	     6.98	    -1.31	     0.00	     7.10	   184.42	     0.00
   241.49	 -1311.02	  -539.88	    -0.02	    21.53	     4.15	     1.47	    -0.02	     4.40	   204.49	    -0.93
   341.88	 -1285.95	  -542.34	     0.03	   100.39	    25.07	    -2.46	     0.05	    25.19	   250.93	     0.50
   361.75	 -1276.22	  -542.20	    -0.02	    19.87	     9.73	     0.14	    -0.05	     9.73	   489.73	    -2.52
   441.34	 -1253.98	  -542.58	    -0.01	    79.59	    22.24	    -0.38	     0.01	    22.24	   279.47	     0.13
   529.38	 -1230.34	  -542.95	    -0.02	    88.04	    23.64	    -0.37	    -0.01	    23.64	   268.55	    -0.11
   580.67	 -1215.04	  -544.13	    -0.04	    51.29	    15.30	    -1.18	    -0.02	    15.35	   299.19	    -0.39
   601.73	 -1205.33	  -542.58	    -0.04	    21.06	     9.71	     1.55	     0.00	     9.83	   466.90	     0.00
   621.59	 -1196.97	  -543.87	    -0.02	    19.86	     8.36	    -1.29	     0.02	     8.46	   425.93	     1.01
   642.22	 -1187.20	  -546.55	     0.03	    20.63	     9.77	    -2.68	     0.05	    10.13	   491.08	     2.42
   680.99	 -1178.89	  -545.02	    -0.04	    38.77	     8.31	     1.53	    -0.07	     8.45	   217.94	    -1.81
   761.38	 -1153.86	  -546.07	    -0.04	    80.39	    25.03	    -1.05	     0.00	    25.05	   311.63	     0.00
   801.30	 -1142.72	  -547.31	    -0.04	    39.92	    11.14	    -1.24	     0.00	    11.21	   280.78	     0.00
   822.62	 -1123.25	  -548.44	    -0.02	    21.32	    19.47	    -1.13	     0.02	    19.50	   914.76	     0.94
   861.31	 -1114.91	  -548.32	    -0.04	    38.69	     8.34	     0.12	    -0.02	     8.34	   215.58	    -0.52
   903.63	 -1096.83	  -549.47	    -0.04	    42.32	    18.08	    -1.15	     0.00	    18.12	   428.08	     0.00
  1022.81	 -1048.11	  -552.99	    -0.02	   119.18	    48.72	    -3.52	     0.02	    48.85	   409.86	     0.17
  1063.16	 -1036.97	  -554.24	    -0.05	    40.35	    11.14	    -1.25	    -0.03	    11.21	   277.82	    -0.74
  1082.87	 -1030.02	  -554.14	    -0.02	    19.71	     6.95	     0.10	     0.03	     6.95	   352.65	     1.52
  1102.75	 -1018.89	  -553.98	    -0.07	    19.88	    11.13	     0.16	    -0.05	    11.13	   559.92	    -2.52
  1184.14	  -989.64	  -556.38	    -0.04	    81.39	    29.25	    -2.40	     0.03	    29.35	   360.59	     0.37
  1204.74	  -981.99	  -556.26	    -0.04	    20.60	     7.65	     0.12	     0.00	     7.65	   371.40	     0.00
  1243.55	  -970.16	  -556.09	    -0.05	    38.81	    11.83	     0.17	    -0.01	    11.83	   304.85	    -0.26
  1283.56	  -950.63	  -558.63	    -0.04	    40.01	    19.53	    -2.54	     0.01	    19.69	   492.24	     0.25
  1323.47	  -940.16	  -559.89	    -0.04	    39.91	    10.47	    -1.26	     0.00	    10.55	   264.23	     0.00
  1343.70	  -928.32	  -560.43	    -0.06	    20.23	    11.84	    -0.54	    -0.02	    11.85	   585.88	    -0.99
  1364.92	  -921.37	  -559.62	    -0.06	    21.22	     6.95	     0.81	     0.00	     7.00	   329.74	     0.00
  1423.50	  -898.33	  -562.11	    -0.07	    58.58	    23.04	    -2.49	    -0.01	    23.17	   395.60	    -0.17
  1485.44	  -882.98	  -563.30	    -0.11	    61.94	    15.35	    -1.19	    -0.04	    15.40	   248.56	    -0.65
  1523.67	  -864.81	  -565.16	    -0.06	    38.23	    18.17	    -1.86	     0.05	    18.26	   477.76	     1.31
  1543.72	  -859.93	  -565.09	    -0.05	    20.05	     4.88	     0.07	     0.01	     4.88	   243.42	     0.50
  1564.80	  -851.55	  -565.68	    -0.05	    21.08	     8.38	    -0.59	     0.00	     8.40	   398.52	     0.00
  1584.95	  -847.34	  -567.03	    -0.09	    20.15	     4.21	    -1.35	    -0.04	     4.42	   219.41	    -1.99
  1623.78	  -841.75	  -567.66	    -0.05	    38.83	     5.59	    -0.63	     0.04	     5.63	   144.87	     1.03
  1644.20	  -834.77	  -567.56	    -0.06	    20.42	     6.98	     0.10	    -0.01	     6.98	   341.86	    -0.49
  1684.01	  -831.98	  -567.52	    -0.06	    39.81	     2.79	     0.04	     0.00	     2.79	    70.09	     0.00
  1704.88	  -827.75	  -569.58	    -0.02	    20.87	     4.23	    -2.06	     0.04	     4.70	   225.44	     1.92
  1783.64	  -816.58	  -569.42	    -0.08	    78.76	    11.17	     0.16	    -0.06	    11.17	   141.84	    -0.76
  1844.83	  -811.00	  -569.34	    -0.06	    61.19	     5.58	     0.08	     0.02	     5.58	    91.20	     0.33
  1905.10	  -805.38	  -570.67	    -0.02	    60.27	     5.62	    -1.33	     0.04	     5.78	    95.82	     0.66
  1925.37	  -803.31	  -569.23	    -0.07	    20.27	     2.07	     1.44	    -0.05	     2.52	   124.40	    -2.47
  1946.06	  -802.60	  -569.92	    -0.05	    20.69	     0.71	    -0.69	     0.02	     0.99	    47.85	     0.97
  1966.13	  -799.81	  -569.88	    -0.06	    20.07	     2.79	     0.04	    -0.01	     2.79	   139.03	    -0.50
  2005.55	  -799.77	  -572.00	    -0.02	    39.42	     0.04	    -2.12	     0.04	     2.12	    53.79	     1.01
  2026.30	  -799.11	  -569.87	    -0.06	    20.75	     0.66	     2.13	    -0.04	     2.23	   107.47	    -1.93
  2073.13	  -799.80	  -570.59	    -0.07	    46.83	    -0.69	    -0.72	    -0.01	     1.00	   -21.30	    -0.21
  2127.21	  -799.80	  -570.59	    -0.04	    54.08	     0.00	     0.00	     0.03	     0.00	     0.00	     0.55
  2147.56	  -799.08	  -571.29	    -0.03	    20.35	     0.72	    -0.70	     0.01	     1.00	    49.35	     0.49
  2185.75	  -799.80	  -570.59	    -0.04	    38.19	    -0.72	     0.70	    -0.01	     1.00	   -26.29	    -0.26
  2206.31	  -799.78	  -571.30	    -0.03	    20.56	     0.02	    -0.71	     0.01	     0.71	    34.55	     0.49
  2266.38	  -799.80	  -570.59	    -0.04	    60.07	    -0.02	     0.71	    -0.01	     0.71	   -11.82	    -0.17
  2286.26	  -799.12	  -569.17	    -0.07	    19.88	     0.68	     1.42	    -0.03	     1.57	    79.20	    -1.51
  2306.54	  -799.78	  -571.30	    -0.03	    20.28	    -0.66	    -2.13	     0.04	     2.23	  -109.96	     1.97
  2326.61	  -799.81	  -569.88	    -0.05	    20.07	    -0.03	     1.42	    -0.02	     1.42	   -70.77	    -1.00
  2347.76	  -799.80	  -570.59	    -0.06	    21.15	     0.01	    -0.71	    -0.01	     0.71	    33.57	    -0.47
  2386.66	  -799.80	  -570.59	    -0.04	    38.90	     0.00	     0.00	     0.02	     0.00	     0.00	     0.51
