     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1352.75	  -540.49	     2.24	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    40.28	 -1365.89	  -545.61	     0.13	    40.28	   -13.14	    -5.12	    -2.12	    14.10	  -350.11	   -52.53
    80.11	 -1352.75	  -540.49	     0.05	    39.83	    13.14	     5.12	    -0.08	    14.10	   354.09	    -1.94
   101.01	 -1352.77	  -539.08	     0.05	    20.91	    -0.02	     1.41	     0.00	     1.41	    67.43	     0.08
   121.00	 -1352.75	  -540.49	     0.07	    19.99	     0.02	    -1.41	     0.02	     1.41	   -70.54	     1.11
   140.98	 -1352.77	  -539.08	     0.05	    19.98	    -0.02	     1.41	    -0.02	     1.41	    70.56	    -1.19
   180.32	 -1352.77	  -539.08	     0.05	    39.34	     0.00	     0.00	     0.00	     0.00	     0.02	     0.04
   201.10	 -1352.76	  -539.78	     0.06	    20.78	     0.01	    -0.71	     0.01	     0.71	   -33.95	     0.52
   221.11	 -1352.77	  -539.08	     0.05	    20.02	    -0.01	     0.70	    -0.01	     0.70	    35.21	    -0.57
   260.14	 -1352.77	  -539.08	     0.05	    39.03	     0.00	     0.00	     0.00	     0.00	     0.02	     0.02
   281.11	 -1352.78	  -538.37	     0.04	    20.97	    -0.01	     0.70	    -0.01	     0.70	    33.62	    -0.61
   301.46	 -1352.75	  -540.49	     0.05	    20.34	     0.03	    -2.11	     0.01	     2.12	  -103.98	     0.55
   322.51	 -1352.77	  -539.08	     0.03	    21.06	    -0.02	     1.41	    -0.02	     1.41	    66.95	    -1.07
   443.13	 -1352.77	  -539.08	     0.05	   120.61	     0.00	     0.00	     0.02	     0.00	     0.01	     0.19
   481.45	 -1352.77	  -539.08	     0.05	    38.32	    -0.00	    -0.00	     0.00	     0.00	    -0.02	     0.00
   501.54	 -1352.77	  -539.08	     0.03	    20.09	     0.00	     0.00	    -0.02	     0.00	     0.04	    -1.12
   541.61	 -1352.77	  -539.08	     0.03	    40.08	    -0.00	    -0.00	     0.00	     0.00	    -0.02	     0.00
   561.78	 -1352.75	  -540.49	     0.07	    20.16	     0.02	    -1.41	     0.04	     1.41	   -69.92	     2.23
   625.85	 -1352.75	  -540.49	     0.05	    64.08	     0.00	     0.00	    -0.02	     0.00	     0.00	    -0.35
   662.18	 -1349.98	  -539.74	     0.06	    36.33	     2.77	     0.74	     0.01	     2.87	    78.98	     0.37
   681.73	 -1347.21	  -539.00	     0.05	    19.55	     2.77	     0.75	    -0.01	     2.87	   146.82	    -0.60
   703.04	 -1344.40	  -540.37	     0.07	    21.31	     2.80	    -1.37	     0.02	     3.12	   146.47	     1.10
   723.18	 -1340.94	  -539.61	     0.06	    20.14	     3.47	     0.75	    -0.01	     3.55	   176.14	    -0.66
   762.96	 -1336.06	  -540.24	     0.05	    39.78	     4.88	    -0.63	    -0.01	     4.92	   123.70	    -0.30
   864.27	 -1315.18	  -540.65	     0.13	   101.31	    20.87	    -0.40	     0.08	    20.88	   206.07	     0.80
   884.39	 -1309.64	  -539.16	     0.10	    20.13	     5.54	     1.49	    -0.02	     5.74	   284.95	    -1.23
   965.02	 -1287.35	  -541.66	     0.20	    80.62	    22.29	    -2.50	     0.09	    22.43	   278.21	     1.15
  1024.21	 -1272.10	  -539.32	     0.17	    59.20	    15.26	     2.34	    -0.03	    15.43	   260.70	    -0.51
  1044.84	 -1263.77	  -538.49	     0.21	    20.62	     8.33	     0.83	     0.04	     8.37	   405.80	     2.10
  1065.24	 -1256.73	  -544.03	     0.28	    20.41	     7.04	    -5.54	     0.07	     8.96	   439.01	     3.66
  1085.48	 -1248.58	  -532.63	     0.15	    20.24	     8.15	    11.40	    -0.13	    14.01	   692.23	    -6.55
  1105.42	 -1241.64	  -531.83	     0.14	    19.93	     6.94	     0.81	    -0.02	     6.98	   350.27	    -0.84
  1144.68	 -1230.47	  -535.19	     0.20	    39.26	    11.17	    -3.36	     0.07	    11.67	   297.20	     1.68
  1204.52	 -1213.87	  -530.72	     0.18	    59.84	    16.60	     4.47	    -0.02	    17.19	   287.33	    -0.38
  1224.36	 -1206.29	  -527.08	     0.14	    19.84	     7.58	     3.63	    -0.04	     8.41	   423.81	    -2.10
  1244.60	 -1195.86	  -527.64	     0.18	    20.24	    10.43	    -0.55	     0.04	    10.45	   515.97	     2.06
