     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1348.57	  -540.43	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    21.97	 -1348.60	  -539.02	    -0.02	    21.97	    -0.03	     1.41	    -0.05	     1.41	   -64.19	    -2.28
    61.02	 -1348.41	  -550.29	     0.16	    39.05	     0.19	   -11.27	     0.18	    11.27	  -288.65	     4.61
    80.98	 -1347.18	  -540.41	     0.03	    19.96	     1.23	     9.88	    -0.13	     9.96	   498.81	    -6.51
   102.84	 -1345.73	  -543.91	     0.13	    21.86	     1.45	    -3.50	     0.10	     3.79	   173.31	     4.57
   141.13	 -1341.62	  -540.33	     0.08	    38.29	     4.11	     3.58	    -0.05	     5.45	   142.35	    -1.31
   221.67	 -1334.59	  -544.45	     0.16	    80.54	     7.03	    -4.12	     0.08	     8.15	   101.17	     0.99
   241.72	 -1330.50	  -539.46	     0.10	    20.05	     4.09	     4.99	    -0.06	     6.45	   321.80	    -2.99
   261.78	 -1326.26	  -543.63	     0.18	    20.06	     4.24	    -4.17	     0.08	     5.95	   296.46	     3.99
   281.66	 -1322.04	  -546.39	     0.27	    19.88	     4.22	    -2.76	     0.09	     5.04	   253.64	     4.53
   301.93	 -1315.75	  -548.41	     0.34	    20.27	     6.29	    -2.02	     0.07	     6.61	   325.92	     3.45
   341.71	 -1313.79	  -540.63	     0.19	    39.78	     1.96	     7.78	    -0.15	     8.02	   201.69	    -3.77
   362.72	 -1308.20	  -542.66	     0.26	    21.01	     5.59	    -2.03	     0.07	     5.95	   283.06	     3.33
   382.91	 -1304.15	  -534.85	     0.17	    20.19	     4.05	     7.81	    -0.09	     8.80	   435.74	    -4.46
   402.99	 -1298.52	  -539.00	     0.30	    20.08	     5.63	    -4.15	     0.13	     6.99	   348.32	     6.47
   442.80	 -1292.98	  -537.51	     0.24	    39.81	     5.54	     1.49	    -0.06	     5.74	   144.11	    -1.51
   462.79	 -1287.42	  -537.43	     0.31	    19.99	     5.56	     0.08	     0.07	     5.56	   278.17	     3.50
   482.98	 -1281.89	  -535.94	     0.30	    20.19	     5.53	     1.49	    -0.01	     5.73	   283.67	    -0.50
   521.74	 -1276.33	  -535.86	     0.34	    38.76	     5.56	     0.08	     0.04	     5.56	   143.46	     1.03
   541.81	 -1270.84	  -531.55	     0.31	    20.07	     5.49	     4.31	    -0.03	     6.98	   347.77	    -1.49
   562.53	 -1263.86	  -532.85	     0.38	    20.72	     6.98	    -1.30	     0.07	     7.10	   342.67	     3.38
   583.14	 -1258.35	  -529.96	     0.39	    20.61	     5.51	     2.89	     0.01	     6.22	   301.89	     0.49
   622.40	 -1254.28	  -524.26	     0.33	    39.26	     4.07	     5.70	    -0.06	     7.00	   178.40	    -1.53
   642.95	 -1247.31	  -525.56	     0.43	    20.55	     6.97	    -1.30	     0.10	     7.09	   345.02	     4.87
   663.23	 -1242.54	  -519.86	     0.37	    20.28	     4.77	     5.70	    -0.06	     7.43	   366.50	    -2.96
   701.88	 -1234.87	  -521.15	     0.45	    38.65	     7.67	    -1.29	     0.08	     7.78	   201.23	     2.07
   721.83	 -1229.38	  -516.85	     0.45	    19.95	     5.49	     4.30	     0.00	     6.97	   349.55	     0.00
   742.53	 -1222.46	  -515.33	     0.47	    20.70	     6.92	     1.52	     0.02	     7.08	   342.27	     0.97
   762.86	 -1216.95	  -512.43	     0.49	    20.33	     5.51	     2.90	     0.02	     6.23	   306.27	     0.98
   803.01	 -1212.88	  -506.74	     0.48	    40.15	     4.07	     5.69	    -0.01	     7.00	   174.24	    -0.25
   824.26	 -1205.96	  -505.23	     0.50	    21.25	     6.92	     1.51	     0.02	     7.08	   333.31	     0.94
   844.41	 -1199.06	  -502.30	     0.52	    20.15	     6.90	     2.93	     0.02	     7.50	   372.03	     0.99
   864.19	 -1193.58	  -497.99	     0.55	    19.78	     5.48	     4.31	     0.03	     6.97	   352.47	     1.52
   903.17	 -1186.65	  -496.48	     0.57	    38.98	     6.93	     1.51	     0.02	     7.09	   181.95	     0.51
   923.23	 -1181.19	  -490.76	     0.56	    20.06	     5.46	     5.72	    -0.01	     7.91	   394.20	    -0.50
   944.52	 -1175.67	  -488.57	     0.59	    21.29	     5.52	     2.19	     0.03	     5.94	   278.94	     1.41
   964.55	 -1170.19	  -484.26	     0.56	    20.03	     5.48	     4.31	    -0.03	     6.97	   348.07	    -1.50
  1002.88	 -1163.33	  -479.22	     0.59	    38.33	     6.86	     5.04	     0.03	     8.51	   222.08	     0.78
  1023.01	 -1159.21	  -476.34	     0.60	    20.13	     4.12	     2.88	     0.01	     5.03	   249.72	     0.50
  1043.76	 -1152.34	  -472.01	     0.63	    20.75	     6.87	     4.33	     0.03	     8.12	   391.36	     1.45
  1083.02	 -1145.46	  -468.38	     0.67	    39.26	     6.88	     3.63	     0.04	     7.78	   198.14	     1.02
  1103.36	 -1141.38	  -463.39	     0.68	    20.34	     4.08	     4.99	     0.01	     6.45	   316.90	     0.49
  1123.38	 -1136.59	  -459.09	     0.68	    20.02	     4.79	     4.30	     0.00	     6.44	   321.53	     0.00
  1144.03	 -1130.44	  -453.36	     0.68	    20.65	     6.15	     5.73	     0.00	     8.41	   407.05	     0.00
  1184.09	 -1124.94	  -449.75	     0.72	    40.06	     5.50	     3.61	     0.04	     6.58	   164.23	     1.00
  1204.01	 -1103.98	  -417.00	    -0.70	    19.92	    20.96	    32.75	    -1.42	    38.88	 -1951.96	   -71.29
  1224.10	 -1115.38	  -440.44	     0.74	    20.09	   -11.40	   -23.44	     1.44	    26.07	 -1297.42	    71.68
  1263.20	 -1109.92	  -434.72	     0.76	    39.10	     5.46	     5.72	     0.02	     7.91	   202.24	     0.51
  1283.98	 -1104.44	  -430.40	     0.79	    20.78	     5.48	     4.32	     0.03	     6.98	   335.80	     1.44
  1305.07	 -1100.34	  -426.11	     0.79	    21.09	     4.10	     4.29	     0.00	     5.93	   281.37	     0.00
  1343.92	 -1093.47	  -421.78	     0.86	    38.85	     6.87	     4.33	     0.07	     8.12	   209.03	     1.80
  1364.00	 -1089.41	  -416.07	     0.84	    20.08	     4.06	     5.71	    -0.02	     7.01	   348.92	    -1.00
  1383.92	 -1083.95	  -410.35	     0.86	    19.92	     5.46	     5.72	     0.02	     7.91	   396.97	     1.00
  1404.30	 -1079.85	  -406.05	     0.89	    20.38	     4.10	     4.30	     0.03	     5.94	   291.53	     1.47
  1424.36	 -1075.81	  -398.94	     0.87	    20.06	     4.04	     7.11	    -0.02	     8.18	   407.66	    -1.00
  1463.89	 -1071.74	  -393.24	     0.89	    39.53	     4.07	     5.70	     0.02	     7.00	   177.18	     0.51
  1484.57	 -1064.87	  -388.90	     0.95	    20.68	     6.87	     4.34	     0.06	     8.13	   392.94	     2.90
  1504.71	 -1060.83	  -381.78	     0.94	    20.14	     4.04	     7.12	    -0.01	     8.19	   406.47	    -0.50
  1525.95	 -1055.34	  -377.46	     0.99	    21.24	     5.49	     4.32	     0.05	     6.99	   328.90	     2.35
  1564.70	 -1054.05	  -371.80	     0.98	    38.75	     1.29	     5.66	    -0.01	     5.81	   149.81	    -0.26
  1584.97	 -1049.29	  -366.08	     0.99	    20.27	     4.76	     5.72	     0.01	     7.44	   367.12	     0.49
  1626.44	 -1040.48	  -353.24	     1.04	    41.47	     8.81	    12.84	     0.05	    15.57	   375.50	     1.21
