     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    61.89	 -1336.06	  -540.24	     0.00	    61.89	    11.13	     0.16	     0.00	    11.13	   179.83	     0.00
   100.04	 -1330.49	  -540.16	     0.03	    38.15	     5.56	     0.08	     0.02	     5.56	   145.85	     0.59
   146.42	 -1313.80	  -539.92	     0.03	    46.38	    16.69	     0.24	     0.00	    16.69	   359.83	     0.00
   166.26	 -1303.38	  -539.77	     0.03	    19.84	    10.43	     0.15	     0.00	    10.43	   525.68	     0.05
   199.95	 -1294.32	  -541.05	     0.05	    33.70	     9.06	    -1.28	     0.02	     9.15	   271.52	     0.64
   220.14	 -1283.20	  -540.89	     0.05	    20.19	    11.12	     0.16	     0.00	    11.12	   550.91	     0.08
   280.02	 -1259.58	  -539.84	     0.04	    59.88	    23.62	     1.05	    -0.01	    23.64	   394.77	    -0.20
   301.76	 -1247.06	  -540.37	     0.05	    21.74	    12.52	    -0.52	     0.01	    12.53	   576.29	     0.54
   381.96	 -1209.35	  -551.81	     0.19	    80.19	    37.71	   -11.44	     0.14	    39.41	   491.45	     1.79
   443.57	 -1183.05	  -545.78	     0.11	    61.61	    26.30	     6.02	    -0.08	    26.98	   437.96	    -1.37
   523.99	 -1130.36	  -538.67	     0.00	    80.43	    52.68	     7.11	    -0.11	    53.16	   660.99	    -1.31
   543.86	 -1117.73	  -546.24	     0.10	    19.87	    12.64	    -7.57	     0.10	    14.73	   741.34	     5.00
   643.71	 -1074.74	  -540.68	     0.03	    99.85	    42.99	     5.56	    -0.08	    43.35	   434.14	    -0.76
   705.31	 -1035.82	  -540.11	     0.00	    61.59	    38.92	     0.57	    -0.02	    38.92	   631.88	    -0.37
   725.30	 -1021.20	  -541.31	     0.03	    20.00	    14.62	    -1.20	     0.02	    14.67	   733.70	     1.13
   882.75	  -936.88	  -548.55	     0.14	   157.45	    84.32	    -7.24	     0.11	    84.63	   537.49	     0.71
   924.13	  -909.13	  -542.49	     0.05	    41.38	    27.75	     6.06	    -0.09	    28.40	   686.44	    -2.14
  1003.35	  -879.90	  -540.65	     0.00	    79.22	    29.24	     1.84	    -0.05	    29.29	   369.78	    -0.58
  1223.68	  -784.95	  -542.08	     0.05	   220.33	    94.95	    -1.43	     0.05	    94.96	   431.00	     0.21
  1243.71	  -768.17	  -541.83	     0.05	    20.03	    16.77	     0.25	    -0.00	    16.78	   837.48	    -0.08
  1305.73	  -742.93	  -545.00	     0.11	    62.02	    25.24	    -3.17	     0.06	    25.44	   410.22	     0.97
  1345.74	  -736.72	  -539.95	     0.03	    40.01	     6.21	     5.05	    -0.08	     8.00	   199.93	    -2.06
  1365.68	  -729.02	  -539.84	     0.03	    19.94	     7.70	     0.11	     0.00	     7.70	   386.19	     0.02
  1385.63	  -724.70	  -546.15	     0.12	    19.95	     4.32	    -6.31	     0.10	     7.64	   383.22	     4.89
  1423.95	  -717.79	  -541.09	     0.05	    38.32	     6.91	     5.06	    -0.07	     8.56	   223.47	    -1.93
  1445.51	  -712.80	  -545.97	     0.13	    21.56	     5.00	    -4.88	     0.08	     6.99	   323.97	     3.73
  1465.29	  -707.84	  -548.73	     0.17	    19.78	     4.96	    -2.76	     0.04	     5.67	   286.77	     2.21
  1485.99	  -703.78	  -540.88	     0.05	    20.69	     4.06	     7.85	    -0.13	     8.84	   427.03	    -6.07
  1565.09	  -693.90	  -544.28	     0.10	    79.10	     9.88	    -3.40	     0.06	    10.45	   132.05	     0.71
  1585.89	  -690.46	  -540.69	     0.05	    20.80	     3.44	     3.59	    -0.06	     4.97	   239.06	    -2.70
  1626.10	  -688.29	  -544.20	     0.11	    40.21	     2.17	    -3.51	     0.06	     4.13	   102.61	     1.45
  1646.25	  -685.49	  -544.15	     0.11	    20.15	     2.80	     0.04	    -0.00	     2.80	   139.23	    -0.00
  1725.19	  -681.29	  -543.38	     0.14	    78.94	     4.19	     0.77	     0.04	     4.26	    54.02	     0.47
  1766.35	  -679.24	  -540.52	     0.12	    41.15	     2.05	     2.86	    -0.02	     3.52	    85.60	    -0.47
  1946.16	  -678.57	  -539.09	     0.03	   179.81	     0.67	     1.43	    -0.10	     1.58	     8.78	    -0.54
  2025.60	  -676.94	  -551.11	     0.24	    79.44	     1.63	   -12.02	     0.21	    12.13	  -152.68	     2.70
