     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	    -0.02	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    20.88	 -1345.77	  -541.79	     0.00	    20.88	     1.41	    -1.38	     0.02	     1.97	    94.49	     0.96
    41.31	 -1311.88	  -530.02	    -2.14	    20.43	    33.89	    11.77	    -2.14	    35.88	 -1756.03	  -104.75
   100.75	 -1310.50	  -529.30	    -2.21	    59.44	     1.38	     0.72	    -0.07	     1.56	   -26.19	    -1.18
   119.47	 -1338.14	  -540.27	     0.00	    18.72	   -27.64	   -10.97	     2.21	    29.74	 -1588.53	   118.06
   140.87	 -1333.25	  -541.61	     0.05	    21.40	     4.89	    -1.34	     0.05	     5.07	   236.93	     2.34
   179.72	 -1324.91	  -541.49	     0.00	    38.85	     8.34	     0.12	    -0.05	     8.34	   214.69	    -1.29
   199.83	 -1333.88	  -545.85	     0.10	    20.11	    -8.97	    -4.36	     0.10	     9.97	  -495.95	     4.97
   299.94	 -1315.10	  -545.58	     0.09	   100.11	    18.78	     0.27	    -0.01	    18.78	   187.61	    -0.10
   320.47	 -1303.26	  -546.82	     0.09	    20.53	    11.84	    -1.24	     0.00	    11.90	   579.87	     0.00
   361.66	 -1280.42	  -540.85	     0.10	    41.19	    22.84	     5.97	     0.01	    23.61	   573.13	     0.24
   440.02	 -1259.58	  -539.84	     0.08	    78.36	    20.84	     1.01	    -0.02	    20.86	   266.26	    -0.26
   460.25	 -1249.76	  -545.34	     0.23	    20.23	     9.82	    -5.50	     0.15	    11.26	   556.37	     7.41
   481.33	 -1242.76	  -548.06	     0.26	    21.08	     7.00	    -2.72	     0.03	     7.51	   356.26	     1.42
   501.45	 -1229.85	  -530.95	    -0.86	    20.12	    12.91	    17.11	    -1.12	    21.43	 -1065.31	   -55.67
   581.58	 -1210.98	  -537.02	     0.14	    80.13	    18.87	    -6.07	     1.00	    19.82	   247.38	    12.48
   601.56	 -1202.54	  -543.25	     0.28	    19.98	     8.44	    -6.23	     0.14	    10.49	   525.04	     7.01
   641.61	 -1194.34	  -535.37	     0.14	    40.05	     8.20	     7.88	    -0.14	    11.37	   283.96	    -3.50
   662.80	 -1186.04	  -533.14	     0.13	    21.19	     8.30	     2.23	    -0.01	     8.59	   405.59	    -0.47
   682.75	 -1177.71	  -532.31	     0.17	    19.95	     8.33	     0.83	     0.04	     8.37	   419.61	     2.01
   703.03	 -1167.98	  -532.87	     0.17	    20.28	     9.73	    -0.56	     0.00	     9.75	   480.58	     0.00
   742.05	 -1131.49	  -513.30	    -2.31	    39.02	    36.49	    19.57	    -2.48	    41.41	 -1061.16	   -63.56
   762.17	 -1149.80	  -539.66	     0.30	    20.12	   -18.31	   -26.36	     2.61	    32.10	 -1595.19	   129.72
   782.14	 -1142.95	  -533.92	     0.28	    19.97	     6.85	     5.74	    -0.02	     8.94	   447.52	    -1.00
   803.42	 -1132.54	  -533.06	     0.28	    21.28	    10.41	     0.86	     0.00	    10.45	   490.86	     0.00
   842.38	 -1123.60	  -527.99	     0.24	    38.96	     8.94	     5.07	    -0.04	    10.28	   263.80	    -1.03
   862.49	 -1115.31	  -525.05	     0.20	    20.11	     8.29	     2.94	    -0.04	     8.80	   437.39	    -1.99
   922.51	 -1095.88	  -523.36	     0.23	    60.02	    19.43	     1.69	     0.03	    19.50	   324.95	     0.50
   943.98	 -1088.92	  -523.96	     0.27	    21.47	     6.96	    -0.60	     0.04	     6.99	   325.38	     1.86
   964.14	 -1079.32	  -516.76	     0.22	    20.16	     9.60	     7.20	    -0.05	    12.00	   595.24	    -2.48
   985.46	 -1070.93	  -519.46	     0.25	    21.32	     8.39	    -2.70	     0.03	     8.81	   413.40	     1.41
  1024.09	 -1059.78	  -521.41	     0.34	    38.63	    11.15	    -1.95	     0.09	    11.32	   293.02	     2.33
  1065.91	 -1041.82	  -514.80	     0.30	    41.82	    17.96	     6.61	    -0.04	    19.14	   457.62	    -0.96
  1086.00	 -1031.41	  -513.94	     0.32	    20.09	    10.41	     0.86	     0.02	    10.45	   519.93	     1.00
  1145.67	 -1014.16	  -506.63	     0.27	    59.67	    17.25	     7.31	    -0.05	    18.73	   313.98	    -0.84
  1165.59	 -1005.84	  -505.09	     0.28	    19.92	     8.32	     1.54	     0.01	     8.46	   424.77	     0.50
  1186.21	  -994.73	  -504.22	     0.32	    20.62	    11.11	     0.87	     0.04	    11.14	   540.45	     1.94
  1225.28	  -987.76	  -504.82	     0.34	    39.07	     6.97	    -0.60	     0.02	     7.00	   179.06	     0.51
  1245.67	  -976.71	  -500.42	     0.32	    20.39	    11.05	     4.40	    -0.02	    11.89	   583.32	    -0.98
  1265.42	  -969.83	  -496.09	     0.31	    19.75	     6.88	     4.33	    -0.01	     8.13	   411.60	    -0.51
  1304.14	  -958.70	  -495.92	     0.36	    38.72	    11.13	     0.17	     0.05	    11.13	   287.48	     1.29
  1324.20	  -950.45	  -490.15	     0.31	    20.06	     8.25	     5.77	    -0.05	    10.07	   501.87	    -2.49
  1344.26	  -942.13	  -487.91	     0.32	    20.06	     8.32	     2.24	     0.01	     8.62	   429.52	     0.50
  1384.26	  -931.01	  -487.03	     0.36	    40.00	    11.12	     0.88	     0.04	    11.15	   278.87	     1.00
  1404.22	  -924.12	  -482.69	     0.31	    19.96	     6.89	     4.34	    -0.05	     8.14	   407.96	    -2.51
  1424.82	  -914.45	  -478.31	     0.25	    20.60	     9.67	     4.38	    -0.06	    10.62	   515.33	    -2.91
  1444.92	  -903.24	  -482.37	     0.43	    20.10	    11.21	    -4.06	     0.18	    11.92	   593.16	     8.96
  1465.34	  -894.37	  -471.64	     0.28	    20.42	     8.87	    10.73	    -0.15	    13.92	   681.76	    -7.35
  1505.39	  -885.30	  -472.21	     0.36	    40.05	     9.07	    -0.57	     0.08	     9.09	   226.91	     2.00
  1546.42	  -867.26	  -467.69	     0.36	    41.03	    18.04	     4.52	     0.00	    18.60	   453.27	     0.00
  1566.24	  -858.94	  -464.74	     0.37	    19.82	     8.32	     2.95	     0.01	     8.83	   445.38	     0.50
  1604.77	  -852.78	  -458.28	     0.31	    38.53	     6.16	     6.46	    -0.06	     8.93	   231.67	    -1.56
  1625.89	  -843.73	  -457.43	     0.36	    21.12	     9.05	     0.85	     0.05	     9.09	   430.39	     2.37
  1646.13	  -836.05	  -458.02	     0.40	    20.24	     7.68	    -0.59	     0.04	     7.70	   380.56	     1.98
  1685.01	  -832.65	  -453.02	     0.33	    38.88	     3.40	     5.00	    -0.07	     6.05	   155.52	    -1.80
  1706.12	  -824.27	  -452.89	     0.38	    21.11	     8.38	     0.13	     0.05	     8.38	   397.02	     2.37
  1726.27	  -818.69	  -452.80	     0.44	    20.15	     5.58	     0.09	     0.06	     5.58	   276.96	     2.98
  1746.35	  -815.99	  -447.81	     0.35	    20.08	     2.70	     4.99	    -0.09	     5.67	   282.55	    -4.48
  1785.41	  -810.39	  -448.43	     0.41	    39.06	     5.60	    -0.62	     0.06	     5.63	   144.25	     1.54
  1805.54	  -804.83	  -446.92	     0.40	    20.13	     5.56	     1.51	    -0.01	     5.76	   286.21	    -0.50
