     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   160.80	 -1336.06	  -540.24	     0.03	   160.80	    11.13	     0.16	    -0.00	    11.13	    69.21	    -0.01
   181.13	 -1329.80	  -540.15	     0.03	    20.33	     6.26	     0.09	     0.00	     6.26	   307.92	     0.03
   202.60	 -1320.76	  -540.02	     0.03	    21.47	     9.04	     0.13	     0.00	     9.04	   421.12	     0.01
   260.77	 -1304.06	  -540.49	     0.04	    58.17	    16.70	    -0.46	     0.01	    16.70	   287.16	     0.20
   322.60	 -1274.88	  -539.36	     0.00	    61.83	    29.18	     1.13	    -0.03	    29.20	   472.28	    -0.55
   361.57	 -1263.74	  -540.61	     0.05	    38.97	    11.14	    -1.25	     0.05	    11.21	   287.71	     1.18
   381.48	 -1252.64	  -539.04	     0.03	    19.92	    11.09	     1.57	    -0.02	    11.20	   562.63	    -1.17
   402.07	 -1241.50	  -540.29	     0.05	    20.59	    11.14	    -1.25	     0.02	    11.21	   544.56	     1.17
   440.75	 -1230.39	  -540.13	     0.05	    38.68	    11.12	     0.16	    -0.00	    11.12	   287.43	    -0.04
   460.98	 -1219.27	  -539.96	     0.05	    20.23	    11.12	     0.16	     0.00	    11.12	   549.40	     0.08
   482.20	 -1206.77	  -539.78	     0.03	    21.22	    12.50	     0.18	    -0.02	    12.51	   589.17	    -1.12
   562.71	 -1169.26	  -539.24	     0.03	    80.50	    37.51	     0.55	    -0.00	    37.51	   465.99	    -0.00
   583.97	 -1156.57	  -550.33	     0.21	    21.26	    12.69	   -11.10	     0.18	    16.86	   792.97	     8.58
   604.21	 -1145.49	  -548.06	     0.19	    20.25	    11.08	     2.28	    -0.02	    11.31	   558.58	    -0.93
   642.75	 -1130.36	  -538.67	     0.03	    38.54	    15.13	     9.39	    -0.16	    17.80	   461.91	    -4.21
   663.28	 -1119.25	  -538.51	     0.05	    20.52	    11.11	     0.16	     0.02	    11.12	   541.63	     1.05
   825.58	 -1041.43	  -537.37	     0.05	   162.30	    77.82	     1.14	     0.00	    77.83	   479.51	     0.02
   845.53	 -1029.59	  -538.61	     0.07	    19.96	    11.84	    -1.24	     0.02	    11.91	   596.60	     1.10
   865.76	 -1017.03	  -541.25	     0.10	    20.22	    12.56	    -2.64	     0.02	    12.84	   634.69	     1.15
   946.96	  -977.35	  -542.78	     0.16	    81.20	    39.67	    -1.54	     0.06	    39.70	   488.97	     0.73
   967.16	  -964.73	  -548.25	     0.22	    20.21	    12.62	    -5.46	     0.06	    13.75	   680.55	     3.17
  1067.50	  -926.59	  -539.92	     0.09	   100.34	    38.14	     8.33	    -0.13	    39.04	   389.08	    -1.25
  1126.96	  -888.94	  -541.49	     0.13	    59.45	    37.65	    -1.57	     0.03	    37.68	   633.79	     0.53
  1189.21	  -866.56	  -545.40	     0.17	    62.26	    22.38	    -3.91	     0.05	    22.72	   364.92	     0.76
  1248.52	  -837.40	  -537.90	     0.11	    59.31	    29.16	     7.50	    -0.07	    30.11	   507.74	    -1.13
  1328.51	  -813.01	  -535.42	     0.07	    80.00	    24.39	     2.48	    -0.03	    24.51	   306.44	    -0.40
  1388.44	  -798.30	  -538.03	     0.12	    59.93	    14.72	    -2.61	     0.04	    14.95	   249.40	     0.72
  1408.60	  -793.43	  -536.55	     0.07	    20.16	     4.86	     1.49	    -0.05	     5.09	   252.23	    -2.39
  1428.74	  -786.32	  -543.51	     0.21	    20.14	     7.11	    -6.97	     0.14	     9.96	   494.43	     7.13
  1448.66	  -782.28	  -534.97	     0.07	    19.92	     4.04	     8.55	    -0.14	     9.45	   474.53	    -7.09
  1469.70	  -778.06	  -536.32	     0.10	    21.03	     4.22	    -1.35	     0.02	     4.43	   210.60	     1.15
  1528.50	  -767.58	  -536.16	     0.10	    58.81	    10.49	     0.15	     0.00	    10.49	   178.32	     0.02
