     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1347.23	  -537.59	     0.11	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    36.12	 -1347.21	  -539.00	     0.05	    36.12	     0.02	    -1.41	    -0.06	     1.41	   -39.05	    -1.59
    56.12	 -1344.45	  -537.55	     0.03	    20.00	     2.76	     1.45	    -0.02	     3.12	   155.90	    -1.10
   116.12	 -1338.86	  -538.87	     0.05	    60.01	     5.59	    -1.33	     0.02	     5.74	    95.71	     0.39
   136.16	 -1337.47	  -538.85	     0.05	    20.04	     1.39	     0.02	    -0.00	     1.39	    69.42	    -0.11
   156.26	 -1330.51	  -538.75	     0.05	    20.10	     6.95	     0.10	     0.00	     6.95	   346.05	     0.20
   216.13	 -1322.17	  -538.63	     0.05	    59.87	     8.34	     0.12	    -0.00	     8.34	   139.39	    -0.03
   237.55	 -1316.60	  -539.26	     0.01	    21.43	     5.57	    -0.62	    -0.04	     5.61	   261.74	    -1.65
   257.86	 -1309.63	  -539.86	     0.07	    20.31	     6.96	    -0.60	     0.06	     6.99	   344.11	     2.97
   318.63	 -1297.12	  -539.68	     0.05	    60.76	    12.51	     0.18	    -0.02	    12.51	   205.96	    -0.41
   399.95	 -1276.27	  -539.38	     0.03	    81.32	    20.85	     0.30	    -0.02	    20.85	   256.43	    -0.29
   438.91	 -1260.98	  -539.16	     0.08	    38.96	    15.29	     0.22	     0.05	    15.29	   392.44	     1.29
   459.54	 -1254.01	  -540.47	     0.07	    20.63	     6.97	    -1.31	    -0.01	     7.09	   343.83	    -0.32
   518.27	 -1237.35	  -539.52	     0.08	    58.73	    16.66	     0.95	     0.01	    16.69	   284.17	     0.21
   539.01	 -1227.63	  -538.68	     0.03	    20.74	     9.71	     0.85	    -0.06	     9.75	   470.20	    -2.69
   559.63	 -1219.30	  -538.55	     0.03	    20.62	     8.34	     0.12	     0.00	     8.34	   404.28	     0.00
   579.63	 -1210.96	  -538.43	     0.05	    20.00	     8.34	     0.12	     0.02	     8.34	   416.74	     1.10
   660.01	 -1192.74	  -548.04	     0.23	    80.38	    18.23	    -9.61	     0.18	    20.60	   256.32	     2.26
   698.58	 -1174.84	  -537.91	     0.05	    38.57	    17.89	    10.13	    -0.18	    20.56	   533.14	    -4.72
   718.93	 -1163.73	  -537.75	     0.05	    20.35	    11.11	     0.16	     0.00	    11.11	   546.09	     0.08
   739.02	 -1156.69	  -543.28	     0.14	    20.09	     7.04	    -5.54	     0.09	     8.96	   445.93	     4.25
   759.39	 -1147.05	  -538.21	     0.08	    20.37	     9.64	     5.08	    -0.05	    10.90	   534.85	    -2.61
   799.20	 -1135.94	  -537.34	     0.07	    39.81	    11.10	     0.87	    -0.01	    11.14	   279.75	    -0.25
   860.52	 -1115.80	  -537.05	     0.07	    61.32	    20.14	     0.29	    -0.00	    20.15	   328.52	    -0.01
   899.14	 -1097.07	  -535.36	     0.05	    38.62	    18.73	     1.68	    -0.02	    18.81	   487.03	    -0.58
   979.25	 -1035.03	  -545.74	     2.45	    80.11	    62.04	   -10.38	     2.40	    62.90	  -785.21	    29.91
  1019.12	 -1047.04	  -534.63	     0.10	    39.87	   -12.01	    11.11	    -2.35	    16.36	  -410.39	   -58.90
  1040.39	 -1037.21	  -540.13	     0.19	    21.27	     9.83	    -5.50	     0.09	    11.26	   529.40	     4.18
  1079.15	 -1027.46	  -541.40	     0.21	    38.76	     9.76	    -1.27	     0.03	     9.84	   253.83	     0.69
  1099.51	 -1020.59	  -536.36	     0.10	    20.36	     6.87	     5.04	    -0.11	     8.52	   418.26	    -5.40
  1179.49	  -998.39	  -533.21	     0.13	    79.98	    22.20	     3.15	     0.03	    22.42	   280.35	     0.34
  1340.09	  -964.88	  -539.78	     0.26	   160.60	    33.51	    -6.56	     0.13	    34.15	   212.62	     0.83
  1359.50	  -960.86	  -531.25	     0.13	    19.41	     4.03	     8.53	    -0.13	     9.43	   485.86	    -6.88
  1400.35	  -953.87	  -532.56	     0.17	    40.85	     6.98	    -1.31	     0.05	     7.10	   173.91	     1.11
  1421.02	  -949.57	  -539.55	     0.29	    20.67	     4.30	    -7.00	     0.12	     8.21	   397.21	     5.61
  1462.68	  -948.33	  -531.06	     0.13	    41.65	     1.24	     8.49	    -0.16	     8.58	   206.00	    -3.87
  1540.29	  -942.80	  -528.86	     0.11	    77.62	     5.53	     2.20	    -0.02	     5.95	    76.68	    -0.20
  1601.26	  -939.88	  -536.58	     0.24	    60.96	     2.92	    -7.72	     0.12	     8.26	   135.44	     2.01
  1620.46	  -938.56	  -532.33	     0.17	    19.21	     1.32	     4.26	    -0.07	     4.45	   231.91	    -3.57
  1640.69	  -938.65	  -527.39	     0.09	    20.23	    -0.09	     4.94	    -0.07	     4.94	   244.32	    -3.68
  1660.90	  -935.70	  -536.52	     0.24	    20.21	     2.95	    -9.13	     0.14	     9.60	   474.95	     7.07
  1680.95	  -937.12	  -535.13	     0.22	    20.05	    -1.42	     1.39	    -0.02	     1.99	   -99.05	    -0.85
  1740.37	  -937.17	  -532.31	     0.17	    59.42	    -0.05	     2.82	    -0.05	     2.82	    47.53	    -0.81
  1760.40	  -937.07	  -537.96	     0.25	    20.03	     0.10	    -5.65	     0.08	     5.65	  -281.99	     4.07
  1780.43	  -936.43	  -535.12	     0.22	    20.03	     0.65	     2.83	    -0.03	     2.91	   145.12	    -1.55
  1801.67	  -937.18	  -531.60	     0.16	    21.24	    -0.76	     3.52	    -0.06	     3.60	  -169.50	    -2.74
  1840.57	  -937.15	  -533.72	     0.19	    38.90	     0.04	    -2.12	     0.03	     2.12	   -54.45	     0.76
  1860.76	  -937.11	  -535.84	     0.22	    20.20	     0.04	    -2.12	     0.03	     2.12	  -104.88	     1.39
  1880.61	  -937.10	  -536.54	     0.24	    19.85	     0.01	    -0.71	     0.02	     0.71	   -35.57	     0.77
  1920.63	  -937.07	  -537.96	     0.26	    40.02	     0.02	    -1.41	     0.03	     1.41	   -35.28	     0.67
  1941.03	  -935.70	  -536.52	     0.22	    20.41	     1.37	     1.43	    -0.05	     1.98	    97.02	    -2.36
  1961.05	  -935.73	  -535.11	     0.22	    20.02	    -0.03	     1.41	     0.01	     1.41	    70.53	     0.45
  1981.20	  -907.45	  -519.16	    -1.32	    20.15	    28.28	    15.96	    -1.54	    32.47	 -1611.18	   -76.39
  2020.56	  -937.15	  -533.72	     0.17	    39.35	   -29.70	   -14.56	     1.48	    33.08	  -840.55	    37.69
  2040.66	  -935.67	  -538.64	     0.25	    20.10	     1.48	    -4.92	     0.08	     5.14	   255.67	     3.94
  2060.96	  -937.16	  -533.01	     0.19	    20.30	    -1.49	     5.63	    -0.06	     5.82	  -286.73	    -3.01
  2081.86	  -937.93	  -528.79	     0.11	    20.90	    -0.77	     4.22	    -0.07	     4.29	  -205.48	    -3.51
  2121.05	  -937.03	  -540.07	     0.29	    39.19	     0.90	   -11.28	     0.18	    11.32	  -288.80	     4.51
  2141.31	  -936.43	  -535.12	     0.22	    20.26	     0.61	     4.95	    -0.07	     4.99	   246.22	    -3.35
  2162.63	  -937.10	  -536.54	     0.24	    21.32	    -0.67	    -1.42	     0.02	     1.57	   -73.74	     0.92
  2200.98	  -937.15	  -533.72	     0.19	    38.35	    -0.05	     2.82	    -0.05	     2.82	    73.65	    -1.26
  2220.92	  -937.10	  -536.54	     0.24	    19.95	     0.05	    -2.82	     0.05	     2.82	  -141.57	     2.42
