     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1349.97	  -540.45	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    19.51	 -1348.57	  -540.43	     0.03	    19.51	     1.39	     0.02	     0.02	     1.39	    71.30	     1.17
   181.29	 -1347.21	  -539.00	     0.03	   161.78	     1.37	     1.43	    -0.00	     1.98	    12.24	    -0.00
   201.42	 -1347.21	  -539.00	     0.03	    20.12	    -0.00	    -0.00	    -0.00	     0.00	    -0.04	    -0.04
   281.79	 -1341.66	  -537.51	     0.03	    80.38	     5.54	     1.49	    -0.00	     5.74	    71.40	    -0.00
   302.76	 -1331.88	  -540.18	     0.12	    20.97	     9.78	    -2.68	     0.10	    10.14	   483.67	     4.64
   412.75	 -1322.82	  -541.46	     0.13	   109.99	     9.06	    -1.28	     0.01	     9.15	    83.21	     0.09
   481.58	 -1288.86	  -534.63	     0.10	    68.82	    33.96	     6.83	    -0.03	    34.64	   503.32	    -0.47
   562.63	 -1262.48	  -532.84	     0.21	    81.05	    26.38	     1.79	     0.10	    26.45	   326.27	     1.29
   582.94	 -1254.04	  -538.35	     0.28	    20.31	     8.43	    -5.52	     0.08	    10.08	   496.12	     3.90
   603.69	 -1248.59	  -531.93	     0.23	    20.75	     5.45	     6.42	    -0.05	     8.43	   406.14	    -2.62
   642.68	 -1237.44	  -533.88	     0.32	    39.00	    11.15	    -1.95	     0.09	    11.32	   290.33	     2.28
   662.66	 -1230.61	  -526.73	     0.20	    19.98	     6.83	     7.15	    -0.12	     9.89	   494.90	    -6.11
   704.77	 -1212.53	  -527.88	     0.30	    42.11	    18.08	    -1.15	     0.10	    18.12	   430.34	     2.37
   743.56	 -1202.90	  -522.10	     0.26	    38.80	     9.63	     5.78	    -0.04	    11.23	   289.48	    -1.02
   763.65	 -1193.10	  -526.19	     0.34	    20.09	     9.80	    -4.09	     0.08	    10.61	   528.32	     4.17
   805.36	 -1175.16	  -518.88	     0.31	    41.70	    17.94	     7.31	    -0.03	    19.37	   464.55	    -0.68
   843.81	 -1165.46	  -517.32	     0.32	    38.46	     9.70	     1.55	     0.01	     9.82	   255.41	     0.17
   864.61	 -1158.61	  -511.58	     0.28	    20.80	     6.85	     5.74	    -0.04	     8.94	   429.66	    -1.93
   885.29	 -1147.49	  -512.12	     0.34	    20.67	    11.12	    -0.54	     0.07	    11.14	   538.69	     3.17
   924.53	 -1136.39	  -511.26	     0.38	    39.24	    11.10	     0.87	     0.04	    11.13	   283.76	     1.00
   944.53	 -1144.01	  -512.07	     0.35	    20.00	    -7.63	    -0.82	    -0.04	     7.67	  -383.43	    -1.86
   964.48	 -1118.50	  -501.12	     0.32	    19.94	    25.52	    10.95	    -0.03	    27.77	  1392.31	    -1.37
   985.80	 -1108.75	  -502.39	     0.40	    21.33	     9.75	    -1.27	     0.08	     9.83	   460.94	     3.63
  1047.44	 -1088.75	  -493.63	     0.36	    61.64	    20.00	     8.76	    -0.04	    21.83	   354.21	    -0.61
  1067.30	 -1077.01	  -489.23	     0.38	    19.86	    11.74	     4.41	     0.02	    12.54	   631.15	     1.00
  1087.12	 -1068.70	  -487.69	     0.38	    19.82	     8.31	     1.53	     0.01	     8.45	   426.41	     0.27
  1125.27	 -1057.61	  -486.11	     0.46	    38.15	    11.09	     1.58	     0.07	    11.20	   293.66	     1.86
  1145.38	 -1049.37	  -480.35	     0.41	    20.10	     8.24	     5.77	    -0.05	    10.06	   500.28	    -2.48
  1166.10	 -1014.35	  -455.13	    -1.83	    20.73	    35.02	    25.22	    -2.23	    43.15	 -2081.99	  -107.62
  1204.53	 -1030.06	  -471.59	     0.41	    38.43	   -15.71	   -16.47	     2.23	    22.76	  -592.18	    58.05
  1225.71	 -1021.05	  -470.05	     0.41	    21.18	     9.01	     1.55	     0.00	     9.14	   431.75	     0.20
  1245.84	 -1012.09	  -465.68	     0.41	    20.13	     8.96	     4.37	    -0.00	     9.97	   495.17	    -0.21
  1265.57	 -1005.86	  -464.17	     0.44	    19.73	     6.23	     1.51	     0.04	     6.41	   324.99	     1.84
  1325.56	  -996.89	  -459.80	     0.42	    60.00	     8.96	     4.37	    -0.02	     9.97	   166.21	    -0.31
  1345.28	  -991.37	  -457.60	     0.45	    19.72	     5.52	     2.20	     0.02	     5.95	   301.66	     1.23
  1364.79	  -984.45	  -455.38	     0.43	    19.52	     6.92	     2.22	    -0.01	     7.26	   372.24	    -0.62
  1408.79	  -980.34	  -451.79	     0.40	    44.00	     4.11	     3.59	    -0.04	     5.46	   124.05	    -0.90
  1447.98	  -965.11	  -448.03	     0.46	    39.19	    15.24	     3.76	     0.06	    15.70	   400.54	     1.54
  1485.33	  -960.98	  -445.14	     0.43	    37.35	     4.12	     2.89	    -0.03	     5.03	   134.78	    -0.79
  1505.39	  -956.81	  -445.07	     0.46	    20.07	     4.17	     0.06	     0.03	     4.17	   208.01	     1.46
  1526.56	  -952.68	  -442.19	     0.43	    21.16	     4.12	     2.89	    -0.03	     5.03	   237.91	    -1.39
  1546.41	  -951.29	  -442.17	     0.42	    19.86	     1.39	     0.02	    -0.01	     1.39	    70.06	    -0.43
  1585.37	  -947.17	  -439.28	     0.46	    38.95	     4.12	     2.89	     0.04	     5.04	   129.26	     0.97
  1605.52	  -945.80	  -437.84	     0.40	    20.16	     1.37	     1.43	    -0.06	     1.98	    98.23	    -2.88
  1627.23	  -942.32	  -437.79	     0.44	    21.70	     3.48	     0.05	     0.04	     3.48	   160.32	     1.94
  1665.42	  -941.63	  -437.78	     0.47	    38.19	     0.70	     0.01	     0.03	     0.70	    18.23	     0.69
  1686.57	  -938.87	  -436.32	     0.44	    21.15	     2.76	     1.46	    -0.02	     3.12	   147.47	    -1.03
  1706.63	  -938.21	  -434.20	     0.40	    20.06	     0.66	     2.13	    -0.04	     2.23	   111.05	    -2.24
  1728.46	  -937.53	  -433.48	     0.41	    21.83	     0.68	     0.72	     0.01	     0.99	    45.35	     0.29
  1766.60	  -935.44	  -433.45	     0.43	    38.14	     2.09	     0.03	     0.02	     2.09	    54.75	     0.58
  1786.86	  -934.69	  -436.26	     0.48	    20.26	     0.75	    -2.81	     0.05	     2.91	  -143.60	     2.36
  1807.16	  -934.70	  -435.55	     0.46	    20.30	    -0.01	     0.71	    -0.02	     0.71	    34.78	    -0.95
  1828.22	  -934.72	  -434.85	     0.46	    21.06	    -0.01	     0.71	    -0.00	     0.71	    33.53	    -0.03
  1866.79	  -934.72	  -434.85	     0.44	    38.58	     0.00	    -0.00	    -0.01	     0.00	    -0.00	    -0.29
  1886.70	  -934.74	  -433.44	     0.44	    19.91	    -0.02	     1.41	    -0.01	     1.41	    70.91	    -0.46
  1929.03	  -934.00	  -436.25	     0.46	    42.33	     0.75	    -2.81	     0.03	     2.91	   -68.74	     0.60
  1968.12	  -934.72	  -434.85	     0.41	    39.09	    -0.72	     1.40	    -0.05	     1.58	   -40.30	    -1.18
  1988.46	  -934.69	  -436.26	     0.48	    20.34	     0.02	    -1.41	     0.06	     1.41	   -69.41	     3.02
  2008.41	  -934.72	  -434.85	     0.43	    19.95	    -0.02	     1.41	    -0.04	     1.41	    70.75	    -2.03
  2046.67	  -934.74	  -433.44	     0.44	    38.26	    -0.02	     1.41	     0.00	     1.41	    36.90	     0.00
  2068.40	  -934.72	  -434.85	     0.44	    21.73	     0.02	    -1.41	     0.00	     1.41	   -64.95	     0.11
