     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    18.49	 -1345.81	  -538.98	    -0.02	    18.49	     1.37	     1.43	    -0.05	     1.98	   107.04	    -2.48
    38.59	 -1345.81	  -538.98	    -0.02	    20.10	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    58.76	 -1345.81	  -538.98	    -0.02	    20.16	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    81.34	 -1340.23	  -540.30	     0.16	    22.58	     5.59	    -1.33	     0.18	     5.74	   254.30	     8.12
    98.56	 -1340.23	  -540.30	     0.16	    17.22	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   118.64	 -1337.47	  -538.85	     0.00	    20.08	     2.76	     1.45	    -0.16	     3.12	   155.26	    -7.99
   138.60	 -1333.27	  -540.20	     0.05	    19.96	     4.19	    -1.35	     0.05	     4.41	   220.76	     2.35
   159.81	 -1330.49	  -540.16	     0.07	    21.21	     2.78	     0.04	     0.02	     2.78	   131.16	     1.11
   179.96	 -1324.93	  -540.08	     0.07	    20.15	     5.56	     0.08	     0.00	     5.56	   276.07	     0.07
   198.52	 -1324.93	  -540.08	     0.07	    18.56	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   218.11	 -1324.93	  -540.08	     0.07	    19.59	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   238.76	 -1324.93	  -540.08	     0.07	    20.65	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   259.71	 -1308.24	  -539.84	     0.07	    20.95	    16.69	     0.24	    -0.00	    16.69	   796.42	    -0.19
   280.17	 -1308.24	  -539.84	     0.07	    20.46	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   298.60	 -1308.24	  -539.84	     0.07	    18.43	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   318.55	 -1308.24	  -539.84	     0.07	    19.95	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   338.54	 -1308.24	  -539.84	     0.07	    19.99	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   358.55	 -1308.24	  -539.84	     0.07	    20.01	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   386.55	 -1274.93	  -536.54	     0.10	    28.00	    33.32	     3.30	     0.03	    33.48	  1195.76	     0.93
   399.01	 -1274.93	  -536.54	     0.10	    12.45	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   418.58	 -1274.93	  -536.54	     0.10	    19.57	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   438.69	 -1274.93	  -536.54	     0.10	    20.11	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   458.77	 -1274.93	  -536.54	     0.10	    20.09	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   478.78	 -1274.93	  -536.54	     0.10	    20.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   499.22	 -1245.68	  -539.64	     0.19	    20.45	    29.24	    -3.10	     0.09	    29.41	  1438.19	     4.52
   519.29	 -1235.36	  -533.85	     0.11	    20.06	    10.33	     5.79	    -0.08	    11.84	   590.17	    -4.17
   539.93	 -1227.57	  -542.20	     0.29	    20.65	     7.78	    -8.35	     0.19	    11.41	   552.70	     8.97
   560.10	 -1219.33	  -536.44	     0.22	    20.16	     8.24	     5.76	    -0.07	    10.06	   498.72	    -3.31
   579.31	 -1219.33	  -536.44	     0.22	    19.21	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   599.18	 -1211.80	  -529.99	     0.17	    19.87	     7.53	     6.45	    -0.06	     9.92	   499.39	    -2.96
   619.18	 -1202.72	  -532.67	     0.21	    20.00	     9.08	    -2.69	     0.05	     9.47	   473.34	     2.38
   641.03	 -1202.72	  -532.67	     0.21	    21.85	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   661.86	 -1185.39	  -530.31	     0.20	    20.83	    17.33	     2.37	    -0.01	    17.49	   839.74	    -0.65
   679.22	 -1185.39	  -530.31	     0.20	    17.36	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   699.80	 -1177.77	  -528.78	     0.20	    20.58	     7.62	     1.52	     0.00	     7.77	   377.46	     0.10
   719.91	 -1169.50	  -525.14	     0.16	    20.11	     8.28	     3.65	    -0.04	     9.04	   449.72	    -2.04
   741.19	 -1159.81	  -522.88	     0.18	    21.28	     9.69	     2.26	     0.02	     9.95	   467.41	     0.86
   760.00	 -1159.81	  -522.88	     0.18	    18.81	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   779.85	 -1151.47	  -522.76	     0.17	    19.86	     8.33	     0.12	    -0.01	     8.34	   419.82	    -0.36
   800.11	 -1141.70	  -525.44	     0.30	    20.26	     9.77	    -2.68	     0.13	    10.13	   500.17	     6.53
   820.42	 -1105.26	  -503.04	    -1.17	    20.31	    36.44	    22.40	    -1.48	    42.77	 -2106.47	   -72.64
   841.30	 -1123.76	  -518.12	     0.20	    20.88	   -18.50	   -15.08	     1.37	    23.87	 -1143.34	    65.55
   859.90	 -1123.76	  -518.12	     0.20	    18.60	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   879.96	 -1136.83	  -526.07	     0.26	    20.06	   -13.06	    -7.95	     0.06	    15.29	  -762.33	     2.99
   899.87	 -1107.17	  -513.65	     0.20	    19.92	    29.66	    12.42	    -0.06	    32.16	  1614.55	    -3.01
   921.98	 -1097.37	  -517.74	     0.31	    22.11	     9.80	    -4.09	     0.11	    10.62	   480.18	     4.93
   942.06	 -1097.37	  -517.74	     0.31	    20.08	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   960.03	 -1089.06	  -516.20	     0.31	    17.97	     8.31	     1.53	     0.01	     8.45	   470.21	     0.36
   980.53	 -1080.14	  -509.72	     0.23	    20.50	     8.92	     6.48	    -0.08	    11.03	   537.93	    -4.12
  1001.07	 -1071.09	  -510.30	     0.28	    20.54	     9.04	    -0.57	     0.05	     9.06	   441.15	     2.48
  1021.19	 -1061.46	  -504.51	     0.25	    20.12	     9.63	     5.78	    -0.03	    11.23	   558.18	    -1.62
  1040.04	 -1061.46	  -504.51	     0.25	    18.85	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1060.59	 -1053.10	  -505.80	     0.24	    20.55	     8.36	    -1.29	    -0.01	     8.46	   411.82	    -0.49
  1080.57	 -1043.40	  -504.24	     0.30	    19.99	     9.70	     1.56	     0.06	     9.83	   491.72	     3.03
  1100.64	 -1034.40	  -501.99	     0.30	    20.07	     9.00	     2.25	     0.00	     9.27	   462.07	     0.08
  1121.54	 -1022.57	  -502.52	     0.34	    20.90	    11.83	    -0.53	     0.04	    11.84	   566.49	     2.03
  1141.42	 -1022.57	  -502.52	     0.34	    19.87	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1161.43	 -1015.64	  -501.01	     0.37	    20.01	     6.93	     1.51	     0.03	     7.09	   354.24	     1.37
  1181.55	 -1006.03	  -493.81	     0.30	    20.12	     9.61	     7.20	    -0.07	    12.01	   596.83	    -3.55
  1201.64	  -997.72	  -492.27	     0.33	    20.09	     8.32	     1.54	     0.04	     8.46	   420.98	     1.84
  1222.71	  -986.59	  -492.10	     0.39	    21.07	    11.13	     0.17	     0.06	    11.13	   528.12	     2.75
  1241.41	  -986.59	  -492.10	     0.39	    18.70	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1261.49	  -978.35	  -486.34	     0.30	    20.08	     8.25	     5.77	    -0.09	    10.06	   501.31	    -4.40
  1281.51	  -970.00	  -486.21	     0.33	    20.02	     8.35	     0.13	     0.03	     8.35	   416.98	     1.52
  1301.58	  -958.92	  -483.22	     0.35	    20.07	    11.08	     2.99	     0.01	    11.48	   571.74	     0.72
  1321.51	  -958.92	  -483.22	     0.35	    19.93	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1341.56	  -950.60	  -481.68	     0.37	    20.05	     8.32	     1.54	     0.02	     8.46	   422.22	     1.10
  1362.33	  -950.60	  -481.68	     0.37	    20.77	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1382.97	  -932.63	  -474.35	     0.33	    20.65	    17.97	     7.33	    -0.04	    19.41	   939.94	    -1.76
  1403.73	  -922.96	  -469.96	     0.33	    20.75	     9.67	     4.38	    -0.01	    10.62	   511.63	    -0.38
  1421.98	  -922.96	  -469.96	     0.33	    18.25	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1441.90	  -914.63	  -468.42	     0.32	    19.92	     8.33	     1.54	    -0.01	     8.47	   425.15	    -0.35
  1461.93	  -904.94	  -464.74	     0.34	    20.04	     9.69	     3.68	     0.02	    10.36	   517.16	     0.91
  1482.52	  -896.64	  -461.79	     0.35	    20.59	     8.31	     2.95	     0.01	     8.82	   428.24	     0.35
  1502.74	  -886.90	  -460.93	     0.37	    20.22	     9.74	     0.86	     0.03	     9.78	   483.64	     1.28
  1522.72	  -886.90	  -460.93	     0.37	    19.98	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1543.00	  -877.94	  -455.14	     0.34	    20.28	     8.96	     5.79	    -0.03	    10.67	   525.81	    -1.62
  1563.11	  -868.92	  -452.88	     0.38	    20.11	     9.02	     2.26	     0.04	     9.30	   462.53	     2.18
  1583.27	  -860.62	  -449.22	     0.36	    20.16	     8.30	     3.66	    -0.02	     9.07	   450.07	    -0.92
  1603.25	  -860.62	  -449.22	     0.36	    19.98	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1623.40	  -850.21	  -446.23	     0.36	    20.15	    10.41	     2.99	    -0.00	    10.83	   537.35	    -0.19
  1644.63	  -850.21	  -446.23	     0.36	    21.23	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1665.06	  -830.77	  -440.98	     0.39	    20.43	    19.44	     5.25	     0.03	    20.14	   985.52	     1.30
  1684.96	  -821.71	  -440.12	     0.45	    19.89	     9.06	     0.85	     0.07	     9.10	   457.29	     3.39
  1703.36	  -821.71	  -440.12	     0.45	    18.40	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1723.40	  -813.41	  -435.75	     0.43	    20.04	     8.30	     4.37	    -0.03	     9.38	   468.12	    -1.39
  1744.67	  -802.29	  -432.74	     0.42	    21.27	    11.12	     3.01	    -0.00	    11.52	   541.45	    -0.14
  1764.67	  -795.41	  -426.98	     0.38	    20.00	     6.88	     5.77	    -0.04	     8.98	   448.87	    -1.91
  1784.38	  -795.41	  -426.98	     0.38	    19.71	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1803.46	  -785.66	  -425.40	     0.46	    19.08	     9.75	     1.57	     0.08	     9.88	   517.83	     4.20
