     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
    0.000	  332.349	-1233.670	   -0.028	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
   18.157	  332.349	-1233.670	   -0.028	   18.157	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
   39.374	  324.367	-1242.660	   -0.001	   21.217	   -7.982	   -8.990	    0.027	  -12.022	 -566.628	    1.273
   57.793	  332.349	-1233.670	   -0.028	   18.419	    7.982	    8.990	   -0.027	   12.022	  652.704	   -1.466
   79.440	  333.061	-1233.680	   -0.028	   21.647	    0.712	   -0.010	    0.000	    0.712	   32.895	    0.000
  100.333	  330.930	-1233.690	   -0.028	   20.893	   -2.131	   -0.010	    0.000	   -2.131	 -101.998	    0.000
  118.678	  330.930	-1233.690	   -0.028	   18.345	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  138.323	  332.349	-1233.670	   -0.028	   19.645	    1.419	    0.020	    0.000	    1.419	   72.240	    0.000
  160.041	  329.511	-1233.700	   -0.028	   21.718	   -2.838	   -0.030	    0.000	   -2.838	 -130.683	    0.000
  180.413	  332.349	-1233.670	   -0.028	   20.372	    2.838	    0.030	    0.000	    2.838	  139.317	    0.000
  200.706	  324.387	-1242.660	   -0.001	   20.293	   -7.962	   -8.990	    0.027	  -12.009	 -591.775	    1.331
  218.514	  324.387	-1242.660	   -0.001	   17.808	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  240.412	  332.349	-1233.670	   -0.029	   21.898	    7.962	    8.990	   -0.028	   12.009	  548.401	   -1.279
  261.271	  333.768	-1233.660	   -0.028	   20.859	    1.419	    0.010	    0.001	    1.419	   68.030	    0.048
  281.361	  333.768	-1233.660	   -0.028	   20.090	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  296.822	  333.768	-1233.660	   -0.028	   15.461	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  317.403	  333.768	-1233.660	   -0.028	   20.581	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  341.124	  330.221	-1233.690	   -0.028	   23.721	   -3.547	   -0.030	    0.000	   -3.547	 -149.535	    0.000
  361.452	  332.349	-1233.670	   -0.028	   20.328	    2.128	    0.020	    0.000	    2.128	  104.687	    0.000
  381.750	  329.511	-1233.700	   -0.028	   20.298	   -2.838	   -0.030	    0.000	   -2.838	 -139.825	    0.000
  398.345	  329.511	-1233.700	   -0.028	   16.595	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  418.528	  324.374	-1242.660	   -0.001	   20.183	   -5.137	   -8.960	    0.027	  -10.328	 -511.728	    1.338
  440.765	  327.383	-1233.720	   -0.027	   22.237	    3.009	    8.940	   -0.026	    9.433	  424.197	   -1.169
  461.316	  329.511	-1233.700	   -0.027	   20.551	    2.128	    0.020	    0.000	    2.128	  103.551	    0.000
  480.402	  333.059	-1233.670	   -0.028	   19.086	    3.548	    0.030	   -0.001	    3.548	  185.902	   -0.052
  498.472	  333.059	-1233.670	   -0.028	   18.070	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  520.538	  328.092	-1233.710	   -0.027	   22.066	   -4.967	   -0.040	    0.001	   -4.967	 -225.104	    0.045
  539.835	  332.349	-1233.670	   -0.028	   19.297	    4.257	    0.040	   -0.001	    4.257	  220.613	   -0.052
  560.517	  327.215	-1242.660	   -0.001	   20.682	   -5.134	   -8.990	    0.027	  -10.353	 -500.564	    1.305
  578.565	  327.215	-1242.660	   -0.001	   18.048	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  598.429	  330.928	-1233.670	   -0.028	   19.864	    3.713	    8.990	   -0.027	    9.727	  489.658	   -1.359
  621.018	  329.511	-1233.700	   -0.028	   22.589	   -1.417	   -0.030	    0.000	   -1.417	  -62.745	    0.000
  641.170	  324.374	-1242.660	   -0.001	   20.152	   -5.137	   -8.960	    0.027	  -10.328	 -512.516	    1.340
  660.059	  332.349	-1233.670	   -0.028	   18.889	    7.975	    8.990	   -0.027	   12.018	  636.216	   -1.429
  678.546	  332.349	-1233.670	   -0.028	   18.487	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  700.557	  332.349	-1233.670	   -0.028	   22.011	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  719.694	  332.349	-1233.670	   -0.028	   19.137	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  737.688	  332.349	-1233.670	   -0.028	   17.994	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
