     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1350.01	  -537.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    38.22	 -1348.62	  -537.61	     0.03	    38.22	     1.39	     0.02	     0.02	     1.39	    36.41	     0.58
    79.54	 -1344.41	  -539.66	     0.11	    41.32	     4.21	    -2.05	     0.08	     4.68	   113.33	     2.01
    99.44	 -1342.97	  -542.46	     0.19	    19.91	     1.44	    -2.80	     0.08	     3.15	   158.07	     4.05
   138.82	 -1338.79	  -543.10	     0.27	    39.38	     4.18	    -0.64	     0.08	     4.23	   107.51	     2.02
   159.04	 -1336.07	  -539.54	     0.25	    20.22	     2.72	     3.56	    -0.02	     4.49	   221.91	    -1.11
   179.21	 -1333.26	  -540.91	     0.29	    20.17	     2.80	    -1.37	     0.04	     3.12	   154.75	     2.19
   199.85	 -1329.20	  -533.80	     0.25	    20.64	     4.06	     7.11	    -0.04	     8.19	   396.57	    -1.88
   239.60	 -1325.08	  -530.92	     0.26	    39.75	     4.13	     2.88	     0.01	     5.03	   126.59	     0.29
   259.89	 -1320.84	  -535.09	     0.35	    20.29	     4.24	    -4.17	     0.08	     5.95	   293.09	     4.17
   279.82	 -1316.73	  -530.80	     0.33	    19.94	     4.10	     4.29	    -0.01	     5.94	   297.73	    -0.70
   318.61	 -1312.61	  -527.92	     0.33	    38.78	     4.12	     2.88	     0.00	     5.03	   129.70	     0.00
   338.95	 -1307.05	  -527.84	     0.44	    20.34	     5.56	     0.08	     0.11	     5.56	   273.44	     5.38
   359.11	 -1301.51	  -526.35	     0.46	    20.16	     5.54	     1.49	     0.02	     5.73	   284.44	     1.03
   380.28	 -1297.43	  -520.65	     0.41	    21.17	     4.08	     5.70	    -0.05	     7.01	   331.05	    -2.41
   420.17	 -1291.92	  -517.75	     0.43	    39.89	     5.51	     2.90	     0.02	     6.23	   156.16	     0.52
   440.84	 -1286.39	  -515.56	     0.47	    20.67	     5.52	     2.19	     0.04	     5.94	   287.62	     1.95
   482.72	 -1275.36	  -510.46	     0.55	    41.88	    11.04	     5.09	     0.08	    12.16	   290.26	     1.91
   520.66	 -1269.87	  -506.15	     0.58	    37.95	     5.49	     4.31	     0.02	     6.98	   183.89	     0.62
   541.33	 -1264.36	  -503.25	     0.62	    20.67	     5.51	     2.90	     0.04	     6.23	   301.26	     1.86
   581.57	 -1258.84	  -500.35	     0.64	    40.23	     5.51	     2.90	     0.03	     6.23	   154.80	     0.65
