     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1718.96	  -544.30	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    20.03	 -1717.55	  -544.28	     0.00	    20.03	     1.41	     0.02	     0.00	     1.41	    70.40	     0.00
    81.49	 -1713.33	  -544.22	     0.00	    61.46	     4.22	     0.06	     0.00	     4.22	    68.67	     0.00
   120.71	 -1710.52	  -544.18	     0.00	    39.22	     2.81	     0.04	     0.00	     2.81	    71.65	     0.00
   140.69	 -1707.71	  -544.14	     0.00	    19.98	     2.81	     0.04	     0.00	     2.81	   140.65	     0.00
   181.11	 -1704.90	  -544.10	     0.05	    40.42	     2.81	     0.04	     0.05	     2.81	    69.53	     1.24
   202.08	 -1704.84	  -547.64	     0.30	    20.97	     0.06	    -3.54	     0.25	     3.54	  -168.84	    11.92
   220.67	 -1699.27	  -544.02	     0.17	    18.59	     5.57	     3.62	    -0.13	     6.64	   357.34	    -6.99
   281.08	 -1693.65	  -543.94	     0.05	    60.41	     5.62	     0.08	    -0.12	     5.62	    93.04	    -1.99
   301.03	 -1690.84	  -543.90	     0.05	    19.95	     2.81	     0.04	     0.00	     2.81	   140.87	     0.00
   341.86	 -1688.03	  -543.86	     0.05	    40.83	     2.81	     0.04	     0.00	     2.81	    68.83	     0.00
   362.50	 -1679.61	  -543.75	     0.05	    20.64	     8.42	     0.11	     0.00	     8.42	   407.98	     0.00
   382.84	 -1676.78	  -545.12	     0.07	    20.34	     2.83	    -1.37	     0.02	     3.14	   154.58	     0.98
   422.63	 -1672.49	  -550.00	     0.16	    39.79	     4.29	    -4.88	     0.09	     6.50	   163.30	     2.26
   442.51	 -1668.38	  -543.59	     0.03	    19.88	     4.11	     6.41	    -0.13	     7.61	   383.02	    -6.54
   501.01	 -1659.96	  -543.47	     0.05	    58.50	     8.42	     0.12	     0.02	     8.42	   143.95	     0.34
   561.98	 -1651.48	  -546.88	     0.16	    60.97	     8.48	    -3.41	     0.11	     9.14	   149.91	     1.80
   601.08	 -1643.12	  -543.23	     0.10	    39.10	     8.36	     3.65	    -0.06	     9.12	   233.30	    -1.53
   622.54	 -1638.78	  -552.35	     0.22	    21.46	     4.34	    -9.12	     0.12	    10.10	   470.64	     5.59
   701.57	 -1630.40	  -550.11	     0.22	    79.03	     8.38	     2.24	     0.00	     8.67	   109.76	     0.00
   721.39	 -1620.06	  -538.66	    -0.88	    19.82	    10.34	    11.45	    -1.10	    15.43	  -778.40	   -55.50
   763.21	 -1616.38	  -550.62	     0.27	    41.82	     3.68	   -11.96	     1.15	    12.51	   299.22	    27.50
   801.49	 -1606.61	  -547.65	     0.24	    38.28	     9.77	     2.97	    -0.03	    10.21	   266.76	    -0.78
   863.22	 -1592.77	  -537.57	     0.22	    61.73	    13.84	    10.08	    -0.02	    17.12	   277.36	    -0.32
   901.47	 -1588.39	  -548.80	     0.33	    38.25	     4.38	   -11.23	     0.11	    12.05	   315.14	     2.88
   923.59	 -1582.82	  -547.31	     0.32	    22.12	     5.57	     1.49	    -0.01	     5.77	   260.66	    -0.45
   943.85	 -1578.73	  -540.19	     0.20	    20.26	     4.09	     7.12	    -0.12	     8.21	   405.29	    -5.92
   981.82	 -1573.13	  -540.11	     0.21	    37.97	     5.60	     0.08	     0.01	     5.60	   147.50	     0.26
  1003.41	 -1540.62	  -518.48	    -1.93	    21.59	    32.51	    21.63	    -2.14	    39.05	 -1808.62	   -99.12
  1023.54	 -1563.41	  -535.74	     0.18	    20.13	   -22.79	   -17.26	     2.11	    28.59	 -1420.18	   104.82
  1043.15	 -1559.24	  -534.27	     0.16	    19.61	     4.17	     1.47	    -0.02	     4.42	   225.47	    -1.02
  1081.79	 -1553.56	  -539.84	     0.30	    38.64	     5.68	    -5.57	     0.14	     7.96	   205.88	     3.62
  1102.11	 -1550.21	  -530.61	     0.12	    20.32	     3.35	     9.23	    -0.18	     9.82	   483.23	    -8.86
  1123.29	 -1545.27	  -533.37	     0.18	    21.18	     4.94	    -2.76	     0.06	     5.66	   267.17	     2.83
  1161.96	 -1538.27	  -533.97	     0.26	    38.67	     7.00	    -0.60	     0.08	     7.03	   181.68	     2.07
  1181.98	 -1534.02	  -538.15	     0.31	    20.02	     4.25	    -4.18	     0.05	     5.96	   297.76	     2.50
  1223.64	 -1523.69	  -528.83	     0.21	    41.66	    10.33	     9.32	    -0.10	    13.91	   333.97	    -2.40
  1261.94	 -1517.26	  -537.91	     0.37	    38.30	     6.43	    -9.08	     0.16	    11.13	   290.50	     4.18
  1282.87	 -1513.20	  -529.38	     0.25	    20.93	     4.06	     8.53	    -0.12	     9.45	   451.36	    -5.73
  1303.18	 -1510.49	  -524.41	     0.18	    20.31	     2.71	     4.97	    -0.07	     5.66	   278.72	    -3.45
