     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1726.07	  -936.04	     0.22	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    20.08	 -1726.08	  -934.61	     0.01	    20.08	    -0.01	     1.43	    -0.21	     1.43	    71.22	   -10.46
    40.37	 -1726.07	  -936.04	     0.05	    20.29	     0.01	    -1.43	     0.04	     1.43	   -70.48	     1.97
    82.65	 -1723.25	  -935.27	     0.25	    42.28	     2.82	     0.77	     0.20	     2.92	    69.14	     4.73
   240.67	 -1702.11	  -930.59	     0.11	   158.02	    21.14	     4.68	    -0.14	    21.65	   137.02	    -0.89
   280.56	 -1697.85	  -934.79	     0.23	    39.89	     4.26	    -4.20	     0.12	     5.98	   149.97	     3.01
   300.62	 -1690.79	  -936.08	     0.40	    20.06	     7.06	    -1.29	     0.17	     7.18	   357.77	     8.47
   363.27	 -1678.18	  -925.16	     0.24	    62.65	    12.61	    10.92	    -0.16	    16.68	   266.26	    -2.55
   400.93	 -1671.14	  -924.32	     0.31	    37.66	     7.04	     0.84	     0.07	     7.09	   188.26	     1.86
   421.96	 -1639.67	  -900.96	    -2.31	    21.03	    31.47	    23.36	    -2.62	    39.19	 -1863.65	  -124.58
   441.72	 -1658.48	  -922.66	     0.39	    19.76	   -18.81	   -21.70	     2.70	    28.72	 -1453.32	   136.64
   462.46	 -1652.88	  -918.29	     0.33	    20.74	     5.60	     4.37	    -0.06	     7.10	   342.49	    -2.89
   502.22	 -1647.26	  -916.76	     0.39	    39.76	     5.62	     1.53	     0.06	     5.82	   146.49	     1.51
   522.62	 -1653.55	  -923.28	     0.45	    20.40	    -6.29	    -6.52	     0.06	     9.06	  -444.09	     2.94
   543.34	 -1636.05	  -910.86	     0.43	    20.72	    17.50	    12.42	    -0.02	    21.46	  1035.69	    -0.97
   580.98	 -1629.04	  -907.89	     0.44	    37.64	     7.01	     2.97	     0.01	     7.61	   202.26	     0.27
   602.28	 -1620.62	  -906.31	     0.48	    21.30	     8.42	     1.58	     0.04	     8.57	   402.20	     1.88
   622.28	 -1615.04	  -901.23	     0.48	    20.00	     5.58	     5.08	     0.00	     7.55	   377.30	     0.00
   642.27	 -1609.45	  -897.58	     0.51	    19.99	     5.59	     3.65	     0.03	     6.68	   333.97	     1.50
   681.27	 -1601.04	  -896.01	     0.57	    39.00	     8.41	     1.57	     0.06	     8.56	   219.37	     1.54
   702.01	 -1595.46	  -891.64	     0.57	    20.74	     5.58	     4.37	     0.00	     7.09	   341.73	     0.00
   722.48	 -1588.48	  -887.25	     0.60	    20.47	     6.98	     4.39	     0.03	     8.25	   402.82	     1.47
   742.46	 -1582.91	  -882.89	     0.62	    19.98	     5.57	     4.36	     0.02	     7.07	   354.03	     1.00
   781.89	 -1577.33	  -878.53	     0.62	    39.43	     5.58	     4.36	     0.00	     7.08	   179.59	     0.00
   801.96	 -1570.35	  -875.57	     0.65	    20.07	     6.98	     2.96	     0.03	     7.58	   377.76	     1.49
   821.58	 -1563.36	  -872.61	     0.74	    19.62	     6.99	     2.96	     0.09	     7.59	   386.90	     4.59
