     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    24.24	 -1344.40	  -540.37	     0.03	    24.24	     2.78	     0.04	     0.00	     2.78	   114.70	     0.00
    61.71	 -1336.06	  -540.24	     0.00	    37.47	     8.34	     0.13	    -0.03	     8.34	   222.61	    -0.80
    80.38	 -1330.49	  -540.16	     0.03	    18.67	     5.57	     0.08	     0.03	     5.57	   298.37	     1.61
   101.13	 -1326.32	  -540.10	     0.03	    20.75	     4.17	     0.06	     0.00	     4.17	   200.98	     0.00
   120.92	 -1318.67	  -539.99	     0.03	    19.79	     7.65	     0.11	     0.00	     7.65	   386.60	     0.00
   141.66	 -1313.80	  -539.92	     0.03	    20.74	     4.87	     0.07	     0.00	     4.87	   234.84	     0.00
   163.43	 -1306.83	  -541.23	     0.05	    21.77	     6.97	    -1.31	     0.02	     7.09	   325.77	     0.92
   262.00	 -1284.61	  -539.50	     0.03	    98.57	    22.22	     1.73	    -0.02	    22.29	   226.11	    -0.20
   302.88	 -1274.88	  -539.36	     0.03	    40.88	     9.73	     0.14	     0.00	     9.73	   238.04	     0.00
   323.17	 -1258.20	  -539.12	     0.03	    20.29	    16.68	     0.24	     0.00	    16.68	   822.16	     0.00
   343.21	 -1247.06	  -540.37	     0.05	    20.04	    11.14	    -1.25	     0.02	    11.21	   559.38	     1.00
   462.00	 -1212.35	  -538.45	     0.07	   118.79	    34.71	     1.92	     0.02	    34.76	   292.64	     0.17
   543.29	 -1181.79	  -538.01	     0.07	    81.29	    30.56	     0.44	     0.00	    30.56	   375.98	     0.00
   561.32	 -1172.09	  -536.46	     0.05	    18.03	     9.70	     1.55	    -0.02	     9.82	   544.82	    -1.11
   581.68	 -1159.58	  -536.28	     0.05	    20.36	    12.51	     0.18	     0.00	    12.51	   614.50	     0.00
   641.41	 -1141.52	  -536.01	     0.05	    59.73	    18.06	     0.27	     0.00	    18.06	   302.39	     0.00
   741.41	 -1109.49	  -540.48	     0.15	   100.00	    32.03	    -4.47	     0.10	    32.34	   323.40	     1.00
   804.13	 -1067.23	  -532.81	     0.06	    62.72	    42.26	     7.67	    -0.09	    42.95	   684.80	    -1.43
   841.64	 -1056.73	  -536.89	     0.15	    37.51	    10.50	    -4.08	     0.09	    11.26	   300.32	     2.40
   862.39	 -1045.54	  -540.96	     0.22	    20.75	    11.19	    -4.07	     0.07	    11.91	   573.84	     3.37
  1064.27	  -958.16	  -526.27	     0.07	   201.88	    87.38	    14.69	    -0.15	    88.61	   438.91	    -0.74
