     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1350.01	  -537.63	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   126.36	 -1347.23	  -537.59	     0.03	   126.36	     2.78	     0.04	     0.02	     2.78	    22.02	     0.18
   201.54	 -1344.45	  -537.55	     0.03	    75.18	     2.78	     0.04	     0.00	     2.78	    37.01	     0.00
   240.30	 -1341.64	  -538.92	     0.03	    38.76	     2.80	    -1.37	    -0.00	     3.12	    80.53	    -0.01
   281.59	 -1338.88	  -537.47	     0.03	    41.30	     2.76	     1.45	     0.00	     3.12	    75.48	     0.01
   301.70	 -1351.98	  -544.70	     0.12	    20.11	   -13.10	    -7.24	     0.09	    14.97	  -744.37	     4.48
   322.40	 -1336.08	  -538.84	     0.05	    20.70	    15.91	     5.87	    -0.07	    16.95	   819.11	    -3.29
   361.39	 -1333.30	  -538.79	     0.03	    38.99	     2.78	     0.04	    -0.02	     2.78	    71.35	    -0.58
   381.68	 -1330.53	  -538.05	     0.04	    20.30	     2.77	     0.75	     0.01	     2.87	   141.37	     0.55
   402.20	 -1329.15	  -537.32	     0.00	    20.52	     1.38	     0.72	    -0.03	     1.56	    75.92	    -1.63
   422.33	 -1324.95	  -538.67	     0.05	    20.13	     4.20	    -1.35	     0.05	     4.41	   218.95	     2.30
   462.36	 -1336.69	  -543.78	     0.11	    40.03	   -11.74	    -5.10	     0.06	    12.80	  -319.86	     1.48
   523.98	 -1319.41	  -537.18	     0.00	    61.61	    17.28	     6.59	    -0.11	    18.50	   300.19	    -1.72
   584.24	 -1311.07	  -537.06	    -0.02	    60.26	     8.34	     0.12	    -0.02	     8.34	   138.46	    -0.37
   604.21	 -1308.27	  -538.43	     0.05	    19.97	     2.80	    -1.37	     0.07	     3.12	   156.21	     3.38
   643.98	 -1305.51	  -536.98	     0.00	    39.77	     2.76	     1.45	    -0.05	     3.12	    78.35	    -1.14
   664.05	 -1302.73	  -536.94	     0.00	    20.06	     2.78	     0.04	     0.00	     2.78	   138.60	     0.00
   685.06	 -1299.92	  -538.31	     0.05	    21.02	     2.80	    -1.37	     0.05	     3.12	   148.45	     2.16
   705.06	 -1297.14	  -538.27	     0.05	    20.00	     2.78	     0.04	     0.00	     2.78	   139.04	     0.04
   743.36	 -1294.39	  -536.82	     0.03	    38.30	     2.76	     1.45	    -0.02	     3.12	    81.36	    -0.61
   785.07	 -1291.58	  -538.19	     0.05	    41.71	     2.80	    -1.37	     0.02	     3.12	    74.81	     0.56
   844.26	 -1281.75	  -544.39	     0.15	    59.19	     9.83	    -6.20	     0.10	    11.63	   196.45	     1.74
   865.22	 -1280.46	  -538.03	     0.03	    20.97	     1.28	     6.36	    -0.13	     6.49	   309.59	    -6.04
   885.22	 -1274.90	  -537.95	     0.05	    20.00	     5.56	     0.08	     0.02	     5.56	   278.07	     1.23
   985.06	 -1265.87	  -537.82	     0.03	    99.84	     9.03	     0.13	    -0.02	     9.03	    90.48	    -0.24
  1023.72	 -1263.78	  -537.79	     0.05	    38.66	     2.09	     0.03	     0.02	     2.09	    53.95	     0.62
  1065.83	 -1254.01	  -540.47	     0.07	    42.11	     9.77	    -2.68	     0.02	    10.13	   240.67	     0.47
  1085.84	 -1246.51	  -531.90	    -0.58	    20.01	     7.50	     8.57	    -0.65	    11.39	   569.17	   -32.37
  1125.23	 -1247.11	  -537.55	     0.03	    39.39	    -0.60	    -5.65	     0.60	     5.68	  -144.25	    15.34
  1145.29	 -1263.70	  -542.72	     0.10	    20.05	   -16.59	    -5.18	     0.07	    17.38	  -866.76	     3.71
  1234.95	 -1234.54	  -540.89	     0.11	    89.66	    29.16	     1.83	     0.01	    29.22	   325.84	     0.07
  1265.95	 -1230.42	  -538.01	     0.06	    31.00	     4.12	     2.88	    -0.05	     5.03	   162.16	    -1.51
  1305.32	 -1224.18	  -537.22	     0.03	    39.37	     6.24	     0.80	    -0.03	     6.29	   159.79	    -0.87
  1367.30	 -1217.81	  -544.17	     0.16	    61.98	     6.37	    -6.96	     0.13	     9.43	   152.19	     2.12
  1385.53	 -1213.74	  -538.47	     0.05	    18.22	     4.07	     5.70	    -0.11	     7.01	   384.42	    -5.96
  1450.22	 -1204.03	  -537.63	     0.06	    64.69	     9.71	     0.85	     0.01	     9.75	   150.73	     0.19
  1506.67	 -1197.07	  -538.23	     0.07	    56.45	     6.96	    -0.60	     0.01	     6.98	   123.72	     0.23
  1548.45	 -1191.55	  -536.04	     0.04	    41.79	     5.52	     2.20	    -0.04	     5.94	   142.20	    -0.87
  1656.25	 -1178.31	  -537.96	     0.07	   107.80	    13.23	    -1.92	     0.03	    13.37	   124.05	     0.30
  1686.84	 -1174.86	  -536.50	     0.03	    30.59	     3.45	     1.46	    -0.04	     3.75	   122.44	    -1.42
  1747.40	 -1163.75	  -536.34	     0.05	    60.55	    11.11	     0.16	     0.02	    11.11	   183.54	     0.38
  1849.23	 -1151.24	  -536.86	     0.06	   101.83	    12.51	    -0.52	     0.01	    12.53	   123.01	     0.12
  1888.60	 -1148.45	  -537.52	     0.09	    39.37	     2.79	    -0.66	     0.03	     2.87	    72.85	     0.79
  1908.60	 -1144.30	  -536.05	     0.05	    20.00	     4.14	     1.47	    -0.04	     4.40	   219.83	    -2.16
  1967.54	 -1137.35	  -536.66	     0.11	    58.94	     6.96	    -0.60	     0.06	     6.98	   118.50	     0.99
  2089.26	 -1120.63	  -539.23	     0.15	   121.72	    16.72	    -2.58	     0.04	    16.92	   138.98	     0.33
  2109.12	 -1088.29	  -520.42	    -2.17	    19.86	    32.34	    18.81	    -2.31	    37.41	 -1883.57	  -116.55
  2147.76	 -1114.98	  -544.09	     0.23	    38.64	   -26.70	   -23.66	     2.40	    35.68	  -923.35	    62.09
  2167.86	 -1113.76	  -534.20	     0.07	    20.10	     1.22	     9.89	    -0.16	     9.97	   495.80	    -7.93
  2228.67	 -1110.95	  -536.27	     0.10	    60.80	     2.82	    -2.07	     0.03	     3.50	    57.51	     0.55
  2248.71	 -1109.49	  -540.48	     0.15	    20.04	     1.46	    -4.21	     0.04	     4.46	   222.33	     2.22
  2291.25	 -1109.58	  -534.84	     0.08	    42.54	    -0.10	     5.64	    -0.07	     5.64	   132.60	    -1.61
  2328.62	 -1108.21	  -534.12	     0.05	    37.37	     1.38	     0.73	    -0.03	     1.56	    41.66	    -0.90
