     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Leng	Rel Speed	Rel AnSpd	
     0.00	 -1349.97	  -540.45	     0.08	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    21.80	 -1348.56	  -541.13	     0.08	    21.80	     1.40	    -0.68	     0.01	     1.56	    71.62	     0.26
   121.52	 -1337.32	  -548.02	     0.21	    99.73	    11.24	    -6.89	     0.13	    13.18	   132.21	     1.29
   143.35	 -1334.52	  -549.39	     0.26	    21.83	     2.80	    -1.37	     0.05	     3.12	   142.97	     2.40
   223.23	 -1322.19	  -537.22	     0.16	    79.88	    12.32	    12.16	    -0.10	    17.31	   216.76	    -1.29
   261.62	 -1316.53	  -543.49	     0.26	    38.39	     5.67	    -6.26	     0.10	     8.45	   219.99	     2.68
   282.69	 -1310.94	  -544.82	     0.33	    21.06	     5.59	    -1.33	     0.07	     5.74	   272.57	     3.36
   302.87	 -1306.93	  -534.89	     0.22	    20.18	     4.01	     9.93	    -0.11	    10.71	   530.51	    -5.67
   323.02	 -1301.37	  -534.81	     0.23	    20.16	     5.56	     0.08	     0.01	     5.56	   275.96	     0.47
   362.04	 -1295.79	  -536.14	     0.28	    39.01	     5.58	    -1.33	     0.06	     5.74	   147.14	     1.43
   383.04	 -1290.27	  -533.24	     0.30	    21.00	     5.51	     2.90	     0.01	     6.23	   296.61	     0.58
   403.13	 -1284.76	  -530.34	     0.29	    20.09	     5.51	     2.90	    -0.01	     6.23	   310.03	    -0.31
   423.02	 -1280.62	  -528.16	     0.29	    19.89	     4.13	     2.17	    -0.00	     4.67	   234.87	    -0.06
   462.73	 -1273.71	  -525.95	     0.29	    39.71	     6.92	     2.22	     0.00	     7.26	   182.85	     0.03
   483.84	 -1268.17	  -524.46	     0.33	    21.10	     5.54	     1.49	     0.04	     5.73	   271.63	     1.73
   503.82	 -1261.26	  -522.24	     0.32	    19.98	     6.91	     2.22	    -0.00	     7.26	   363.29	    -0.19
   523.68	 -1268.78	  -530.11	     0.40	    19.86	    -7.52	    -7.86	     0.08	    10.88	  -547.80	     3.89
   561.75	 -1248.81	  -518.54	     0.36	    38.07	    19.96	    11.57	    -0.04	    23.07	   606.01	    -0.99
   621.83	 -1235.72	  -512.00	     0.38	    60.08	    13.09	     6.53	     0.01	    14.63	   243.55	     0.24
   642.16	 -1230.89	  -509.82	     0.38	    20.33	     4.83	     2.19	    -0.00	     5.30	   260.61	    -0.06
   662.14	 -1222.56	  -509.70	     0.43	    19.98	     8.34	     0.12	     0.06	     8.34	   417.35	     2.91
   682.11	 -1215.68	  -505.37	     0.42	    19.97	     6.87	     4.33	    -0.01	     8.12	   406.82	    -0.60
   702.02	 -1211.56	  -502.49	     0.44	    19.91	     4.12	     2.88	     0.01	     5.03	   252.41	     0.72
   741.98	 -1203.28	  -499.55	     0.43	    39.96	     8.29	     2.94	    -0.00	     8.79	   220.08	    -0.06
   762.52	 -1215.60	  -510.30	     0.51	    20.54	   -12.32	   -10.75	     0.07	    16.36	  -796.27	     3.54
   783.21	 -1190.87	  -493.73	     0.48	    20.69	    24.73	    16.57	    -0.02	    29.77	  1438.63	    -1.07
   803.41	 -1185.36	  -490.83	     0.50	    20.20	     5.51	     2.90	     0.02	     6.22	   308.11	     0.99
   842.13	 -1177.08	  -487.88	     0.53	    38.72	     8.29	     2.94	     0.02	     8.79	   227.09	     0.56
