     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    25.45	 -1336.08	  -538.83	     0.05	    25.45	    11.10	     1.58	     0.05	    11.21	   440.55	     1.96
   140.01	 -1322.16	  -539.34	     0.16	   114.56	    13.92	    -0.51	     0.11	    13.93	   121.59	     0.96
   160.00	 -1318.03	  -536.46	     0.15	    19.99	     4.13	     2.88	    -0.01	     5.04	   251.88	    -0.50
   180.90	 -1313.79	  -540.63	     0.22	    20.90	     4.24	    -4.17	     0.07	     5.95	   284.54	     3.35
   201.10	 -1308.23	  -540.55	     0.25	    20.20	     5.56	     0.08	     0.03	     5.56	   275.28	     1.49
   221.80	 -1304.13	  -536.26	     0.23	    20.70	     4.10	     4.29	    -0.02	     5.93	   286.67	    -0.97
   260.11	 -1298.61	  -533.36	     0.31	    38.31	     5.52	     2.90	     0.08	     6.24	   162.76	     2.09
   280.96	 -1292.98	  -537.51	     0.28	    20.85	     5.63	    -4.15	    -0.03	     6.99	   335.46	    -1.44
   301.60	 -1287.42	  -537.43	     0.36	    20.64	     5.56	     0.08	     0.08	     5.56	   269.41	     3.88
   340.02	 -1281.89	  -535.94	     0.37	    38.42	     5.53	     1.49	     0.01	     5.73	   149.07	     0.26
   360.07	 -1277.14	  -528.82	     0.27	    20.05	     4.75	     7.12	    -0.10	     8.56	   426.88	    -4.99
   381.87	 -1270.91	  -527.32	     0.29	    21.80	     6.23	     1.50	     0.02	     6.41	   293.95	     0.92
   420.34	 -1263.93	  -528.63	     0.37	    38.47	     6.98	    -1.31	     0.08	     7.10	   184.61	     2.08
   441.09	 -1259.85	  -523.63	     0.33	    20.75	     4.08	     5.00	    -0.04	     6.45	   311.01	    -1.93
   461.35	 -1254.30	  -522.85	     0.37	    20.26	     5.55	     0.78	     0.04	     5.60	   276.63	     1.97
   481.41	 -1247.40	  -519.93	     0.40	    20.06	     6.90	     2.92	     0.03	     7.49	   373.50	     1.50
   501.78	 -1241.89	  -517.03	     0.38	    20.37	     5.51	     2.90	    -0.02	     6.23	   305.67	    -0.98
   562.79	 -1228.02	  -515.42	     0.47	    61.01	    13.87	     1.61	     0.09	    13.96	   228.87	     1.48
   582.85	 -1222.53	  -511.11	     0.47	    20.06	     5.49	     4.31	     0.00	     6.98	   347.94	     0.00
   602.65	 -1217.74	  -506.81	     0.47	    19.80	     4.79	     4.30	     0.00	     6.44	   325.10	     0.00
   641.44	 -1210.15	  -503.88	     0.51	    38.79	     7.59	     2.93	     0.04	     8.14	   209.74	     1.03
   683.04	 -1199.13	  -498.08	     0.54	    41.60	    11.02	     5.80	     0.03	    12.45	   299.35	     0.72
   720.39	 -1193.65	  -493.77	     0.55	    37.35	     5.48	     4.31	     0.01	     6.97	   186.66	     0.27
   740.28	 -1186.01	  -493.65	     0.62	    19.89	     7.64	     0.12	     0.07	     7.64	   384.16	     3.52
   760.33	 -1181.27	  -486.54	     0.58	    20.05	     4.74	     7.11	    -0.04	     8.55	   426.19	    -2.00
   820.42	 -1170.28	  -479.32	     0.60	    60.09	    10.99	     7.22	     0.02	    13.15	   218.83	     0.33
   840.97	 -1163.38	  -476.40	     0.65	    20.55	     6.90	     2.92	     0.05	     7.49	   364.59	     2.43
   862.44	 -1157.92	  -470.68	     0.63	    21.47	     5.46	     5.72	    -0.02	     7.91	   368.31	    -0.93
   900.26	 -1152.41	  -467.78	     0.65	    37.82	     5.51	     2.90	     0.02	     6.23	   164.64	     0.53
   920.36	 -1146.96	  -462.06	     0.67	    20.10	     5.45	     5.72	     0.02	     7.90	   393.07	     1.00
   941.97	 -1140.06	  -459.14	     0.70	    21.61	     6.90	     2.92	     0.03	     7.49	   346.71	     1.39
   961.79	 -1133.86	  -456.23	     0.75	    19.82	     6.20	     2.91	     0.05	     6.85	   345.56	     2.52
  1000.67	 -1129.10	  -450.52	     0.74	    38.88	     4.76	     5.71	    -0.01	     7.43	   191.20	    -0.26
  1021.06	 -1125.00	  -446.22	     0.75	    20.39	     4.10	     4.30	     0.01	     5.94	   291.39	     0.49
  1041.84	 -1119.52	  -441.91	     0.78	    20.78	     5.48	     4.31	     0.03	     6.97	   335.51	     1.44
  1061.89	 -1114.04	  -437.60	     0.81	    20.05	     5.48	     4.31	     0.03	     6.97	   347.72	     1.50
  1101.45	 -1107.18	  -432.56	     0.83	    39.56	     6.86	     5.04	     0.02	     8.51	   215.18	     0.51
  1121.30	 -1104.51	  -426.17	     0.81	    19.85	     2.67	     6.39	    -0.02	     6.93	   348.89	    -1.01
  1141.29	 -1097.67	  -420.43	     0.86	    19.99	     6.84	     5.74	     0.05	     8.93	   446.69	     2.50
  1162.29	 -1092.18	  -416.12	     0.89	    21.00	     5.49	     4.31	     0.03	     6.98	   332.37	     1.43
  1201.48	 -1088.13	  -409.71	     0.87	    39.19	     4.05	     6.41	    -0.02	     7.58	   193.47	    -0.51
  1222.21	 -1085.44	  -404.73	     0.87	    20.73	     2.69	     4.98	     0.00	     5.66	   273.04	     0.00
  1242.67	 -1081.39	  -397.62	     0.89	    20.46	     4.05	     7.11	     0.02	     8.18	   399.93	     0.98
  1263.01	 -1075.91	  -393.30	     0.92	    20.34	     5.48	     4.32	     0.03	     6.98	   343.07	     1.47
  1301.73	 -1070.45	  -387.57	     0.96	    38.72	     5.46	     5.73	     0.04	     7.91	   204.41	     1.03
  1322.83	 -1066.41	  -380.46	     0.95	    21.10	     4.04	     7.11	    -0.01	     8.18	   387.57	    -0.47
  1343.29	 -1062.34	  -374.75	     0.99	    20.46	     4.07	     5.71	     0.04	     7.01	   342.72	     1.96
  1382.13	 -1059.69	  -367.65	     0.96	    38.84	     2.65	     7.10	    -0.03	     7.58	   195.12	    -0.77
  1402.40	 -1054.20	  -363.34	     1.03	    20.27	     5.49	     4.31	     0.07	     6.98	   344.34	     3.45
  1422.76	 -1052.97	  -354.85	     0.97	    20.36	     1.23	     8.49	    -0.06	     8.58	   421.35	    -2.95
  1443.44	 -1041.12	  -317.25	    -0.68	    20.68	    11.85	    37.60	    -1.65	    39.42	 -1906.34	   -79.79
  1482.63	 -1044.83	  -343.43	     1.05	    39.19	    -3.71	   -26.18	     1.73	    26.44	  -674.70	    44.14
  1543.14	 -1036.72	  -330.60	     1.08	    60.51	     8.11	    12.83	     0.03	    15.18	   250.84	     0.50
  1562.31	 -1032.67	  -323.48	     1.11	    19.17	     4.05	     7.12	     0.03	     8.19	   427.30	     1.56
  1582.29	 -1030.02	  -316.38	     1.12	    19.98	     2.65	     7.10	     0.01	     7.58	   379.30	     0.50
  1603.28	 -1025.97	  -309.25	     1.15	    20.99	     4.05	     7.13	     0.03	     8.20	   390.66	     1.43
  1623.36	 -1023.32	  -302.15	     1.16	    20.08	     2.65	     7.10	     0.01	     7.58	   377.41	     0.50
  1662.91	 -1020.64	  -296.46	     1.19	    39.55	     2.68	     5.69	     0.03	     6.29	   159.03	     0.76
  1683.26	 -1019.37	  -289.37	     1.17	    20.35	     1.27	     7.09	    -0.02	     7.20	   353.95	    -0.98
  1704.82	 -1016.74	  -280.86	     1.19	    21.56	     2.63	     8.51	     0.02	     8.91	   413.13	     0.93
  1725.29	  -992.98	  -248.66	     3.09	    20.47	    23.76	    32.20	     1.90	    40.02	 -1954.92	    92.82
  1763.19	 -1012.13	  -266.65	     1.19	    37.90	   -19.15	   -17.99	    -1.90	    26.27	  -693.27	   -50.13
  1784.83	 -1008.75	  -260.94	     1.25	    21.64	     3.38	     5.71	     0.06	     6.64	   306.63	     2.77
  1804.96	 -1004.71	  -253.81	     1.31	    20.13	     4.04	     7.13	     0.06	     8.20	   407.11	     2.98
  1824.63	 -1006.25	  -245.36	     1.26	    19.67	    -1.54	     8.45	    -0.05	     8.59	   436.66	    -2.54
  1863.62	 -1003.59	  -238.24	     1.26	    38.99	     2.66	     7.12	     0.00	     7.60	   194.94	     0.00
  1884.79	  -999.52	  -232.52	     1.35	    21.17	     4.07	     5.72	     0.09	     7.02	   331.61	     4.25
  1904.93	 -1002.46	  -224.09	     1.28	    20.14	    -2.94	     8.43	    -0.07	     8.93	   443.30	    -3.48
  1943.28	 -1001.92	  -214.89	     1.27	    38.35	     0.54	     9.20	    -0.01	     9.22	   240.31	    -0.26
  1963.92	  -995.75	  -209.83	     1.39	    20.64	     6.17	     5.06	     0.12	     7.98	   386.60	     5.81
  1985.17	  -993.10	  -202.71	     1.42	    21.25	     2.65	     7.12	     0.03	     7.60	   357.51	     1.41
  2005.22	  -992.54	  -194.92	     1.42	    20.05	     0.56	     7.79	     0.00	     7.81	   389.53	     0.00
  2044.45	  -996.18	  -185.79	     1.39	    39.23	    -3.64	     9.13	    -0.03	     9.83	   250.54	    -0.76
  2064.59	  -979.43	  -149.38	     3.08	    20.14	    16.75	    36.41	     1.69	    40.08	 -1989.97	    83.91
  2144.70	  -993.23	  -156.01	     1.41	    80.11	   -13.80	    -6.63	    -1.67	    15.31	  -191.11	   -20.85
  2165.31	  -986.40	  -148.80	     1.60	    20.61	     6.83	     7.21	     0.19	     9.93	   481.87	     9.22
  2224.63	  -986.65	  -134.64	     1.58	    59.32	    -0.25	    14.16	    -0.02	    14.16	   238.74	    -0.34
  2245.41	  -985.39	  -127.54	     1.62	    20.78	     1.26	     7.10	     0.04	     7.21	   347.01	     1.92
  2304.70	  -986.98	  -116.22	     1.62	    59.29	    -1.59	    11.32	     0.00	    11.43	   192.80	     0.00
  2324.86	  -985.69	  -110.53	     1.64	    20.16	     1.29	     5.69	     0.02	     5.83	   289.40	     0.99
  2387.25	  -987.28	   -99.22	     1.62	    62.39	    -1.59	    11.31	    -0.02	    11.42	   183.06	    -0.32
  2425.99	  -987.36	   -94.96	     1.62	    38.74	    -0.08	     4.26	     0.00	     4.26	   109.98	     0.00
  2467.16	  -978.91	   -61.45	    -2.24	    41.17	     8.45	    33.51	    -3.86	    34.56	  -839.42	   -93.76
  2485.59	  -986.04	   -90.68	     1.69	    18.43	    -7.13	   -29.23	     3.93	    30.09	 -1632.50	   213.24
  2505.02	  -987.48	   -87.87	     1.67	    19.43	    -1.44	     2.81	    -0.02	     3.16	   162.51	    -1.03
  2546.50	  -987.54	   -85.04	     1.67	    41.48	    -0.06	     2.83	     0.00	     2.83	    68.24	     0.00
