     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
    0.000	-1471.035	  311.683	    0.023	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
   22.925	  336.582	-1235.090	   -0.027	   22.925	 1807.617	-1546.773	   -0.050	 2379.073	103776.805	   -2.173
   39.917	  336.582	-1235.090	   -0.027	   16.992	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
   59.588	  336.582	-1235.090	   -0.027	   19.671	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
   79.217	-1471.035	  311.683	    0.024	   19.629	-1807.617	 1546.773	    0.050	-2379.073	-121201.883	    2.566
   97.732	-1471.035	  311.683	    0.024	   18.515	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  117.589	-1471.035	  311.683	    0.024	   19.857	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  137.721	-1471.035	  311.683	    0.024	   20.132	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  157.694	-1471.035	  311.683	    0.024	   19.973	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  177.599	-1471.035	  311.683	    0.024	   19.905	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  197.670	-1471.035	  311.683	    0.024	   20.071	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  217.615	-1471.035	  311.683	    0.024	   19.945	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  237.618	-1471.035	  311.683	    0.024	   20.003	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  257.593	-1471.035	  311.683	    0.024	   19.975	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  277.606	-1471.035	  311.683	    0.024	   20.013	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  297.746	-1471.035	  311.683	    0.024	   20.140	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  317.902	-1471.035	  311.683	    0.024	   20.156	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  337.697	-1471.035	  311.683	    0.024	   19.795	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
