     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.00	  -518.98	  -632.70	     0.85	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.02	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	    -0.00	    -0.00	    -0.00
     0.04	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	    -0.01	    -0.00	    -0.00
     0.07	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.02	    -0.00	    -0.00
     0.08	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.10	  -518.26	  -633.40	     0.85	     0.02	     0.72	    -0.70	    -0.00	     1.01	    50.24
     0.12	  -518.98	  -632.70	     0.84	     0.02	    -0.72	     0.70	    -0.02	    -1.01	   -46.24
     0.14	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.02	    -0.00	    -0.00
     0.16	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.18	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.20	  -520.39	  -632.72	     0.82	     0.02	    -1.42	    -0.02	    -0.03	    -1.42	   -71.49
     0.22	  -518.98	  -632.70	     0.85	     0.02	     1.42	     0.02	     0.03	     1.42	    67.11
     0.24	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	    -0.02	    -0.00	    -0.00
     0.26	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.28	  -517.54	  -634.10	     0.89	     0.02	     1.44	    -1.40	     0.05	     2.01	   100.72
     0.30	  -518.98	  -632.70	     0.84	     0.02	    -1.44	     1.40	    -0.05	    -2.01	   -93.51
     0.32	  -517.54	  -634.10	     0.91	     0.02	     1.44	    -1.40	     0.07	     2.01	   107.18
     0.34	  -518.98	  -632.70	     0.84	     0.02	    -1.44	     1.40	    -0.07	    -2.01	   -91.75
     0.36	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.38	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.02	    -0.00	    -0.00
     0.40	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.42	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	    -0.02	    -0.00	    -0.00
     0.44	  -518.98	  -632.70	     0.82	     0.02	     0.00	     0.00	    -0.02	    -0.00	    -0.00
     0.46	  -518.98	  -632.70	     0.82	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.48	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.03	    -0.00	    -0.00
     0.50	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.52	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	    -0.02	    -0.00	    -0.00
     0.54	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.56	  -518.27	  -632.69	     0.85	     0.02	     0.71	     0.01	     0.01	     0.71	    34.46
     0.58	  -518.98	  -632.70	     0.87	     0.02	    -0.71	    -0.01	     0.02	    -0.71	   -35.45
     0.60	  -517.52	  -634.82	     0.89	     0.02	     1.46	    -2.11	     0.03	     2.57	   127.63
     0.63	  -518.98	  -632.70	     0.82	     0.02	    -1.46	     2.11	    -0.07	    -2.57	  -118.33
     0.64	  -518.98	  -632.70	     0.82	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.66	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.03	    -0.00	    -0.00
     0.68	  -517.54	  -634.10	     0.89	     0.02	     1.44	    -1.40	     0.03	     2.01	    98.09
     0.70	  -518.98	  -632.70	     0.85	     0.02	    -1.44	     1.40	    -0.03	    -2.01	   -98.50
     0.73	  -518.27	  -632.69	     0.85	     0.02	     0.71	     0.01	    -0.01	     0.71	    34.41
     0.74	  -518.27	  -632.69	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.76	  -518.98	  -632.70	     0.84	     0.02	    -0.71	    -0.01	    -0.01	    -0.71	   -35.15
     0.78	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.02	    -0.00	    -0.00
     0.80	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	    -0.02	    -0.00	    -0.00
     0.83	  -517.54	  -634.10	     0.89	     0.02	     1.44	    -1.40	     0.05	     2.01	    89.59
     0.84	  -517.54	  -634.10	     0.89	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.86	  -518.98	  -632.70	     0.84	     0.02	    -1.44	     1.40	    -0.05	    -2.01	   -99.69
     0.89	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.02	    -0.00	    -0.00
     0.90	  -520.42	  -631.30	     0.82	     0.02	    -1.44	     1.41	    -0.03	    -2.02	  -101.77
     0.92	  -520.42	  -631.30	     0.82	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.94	  -518.98	  -632.70	     0.84	     0.02	     1.44	    -1.41	     0.02	     2.02	   101.43
     0.96	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.02	    -0.00	    -0.00
     0.98	  -518.95	  -634.12	     0.84	     0.02	     0.03	    -1.42	    -0.02	     1.42	    70.65
     1.01	  -518.98	  -632.70	     0.87	     0.02	    -0.03	     1.42	     0.03	    -1.42	   -65.80
     1.02	  -518.98	  -632.70	     0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.04	  -517.54	  -634.10	     0.88	     0.02	     1.44	    -1.40	     0.01	     2.01	   100.08
     1.07	  -518.98	  -632.70	     0.84	     0.02	    -1.44	     1.40	    -0.04	    -2.01	   -94.58
     1.08	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.11	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.02	    -0.00	    -0.00
     1.12	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.15	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.17	  -490.28	  -617.38	     2.32	     0.02	    28.69	    15.32	     1.47	    32.53	  1610.45
     1.19	  -518.98	  -632.70	     0.84	     0.02	   -28.69	   -15.32	    -1.48	   -32.53	 -1649.14
     1.20	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.22	  -520.39	  -632.72	     0.82	     0.02	    -1.42	    -0.02	    -0.02	    -1.42	   -71.06
     1.24	  -518.98	  -632.70	     0.85	     0.02	     1.42	     0.02	     0.03	     1.42	    69.41
     1.26	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	    -0.00	    -0.00	    -0.00
     1.29	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.30	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.33	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.34	  -518.26	  -633.40	     0.87	     0.02	     0.72	    -0.70	     0.02	     1.01	    52.81
     1.37	  -518.98	  -632.70	     0.85	     0.02	    -0.72	     0.70	    -0.02	    -1.01	   -49.66
     1.38	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.40	  -517.54	  -634.10	     0.89	     0.02	     1.44	    -1.40	     0.04	     2.01	   102.17
     1.42	  -517.54	  -634.10	     0.89	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.44	  -517.54	  -634.10	     0.89	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.47	  -518.98	  -632.70	     0.84	     0.02	    -1.44	     1.41	    -0.05	    -2.02	   -88.92
     1.48	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.50	  -518.98	  -632.70	     0.85	     0.02	     0.00	    -0.00	     0.01	     0.00	     0.20
     1.53	  -517.54	  -634.10	     0.87	     0.02	     1.44	    -1.40	     0.02	     2.01	    96.96
     1.54	  -518.26	  -633.40	     0.87	     0.02	    -0.72	     0.70	    -0.00	    -1.00	   -51.96
     1.57	  -518.98	  -632.70	     0.84	     0.02	    -0.72	     0.70	    -0.03	    -1.01	   -47.21
     1.59	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.61	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.02	    -0.00	    -0.00
     1.63	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	    -0.02	    -0.00	    -0.00
     1.65	  -518.96	  -633.41	     0.88	     0.02	     0.01	    -0.71	     0.04	     0.71	    32.80
     1.67	  -517.54	  -634.10	     0.89	     0.02	     1.43	    -0.69	     0.01	     1.59	    81.83
     1.69	  -517.54	  -634.10	     0.89	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.71	  -518.98	  -632.70	     0.85	     0.02	    -1.44	     1.40	    -0.03	    -2.01	   -99.80
     1.73	  -517.54	  -634.10	     0.89	     0.02	     1.44	    -1.40	     0.03	     2.01	    99.84
     1.75	  -518.98	  -632.70	     0.87	     0.02	    -1.44	     1.40	    -0.02	    -2.01	   -96.42
     1.77	  -518.98	  -632.70	     0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.79	  -518.26	  -633.40	     0.87	     0.02	     0.72	    -0.70	    -0.00	     1.01	    50.82
     1.81	  -518.98	  -632.70	     0.85	     0.02	    -0.72	     0.70	    -0.02	    -1.01	   -47.75
     1.83	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	    -0.02	    -0.00	    -0.00
     1.85	  -518.98	  -632.70	     0.84	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.87	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.02	    -0.00	    -0.00
     1.89	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	    -0.00	    -0.00	    -0.00
     1.91	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.93	  -517.54	  -634.10	     0.89	     0.02	     1.44	    -1.40	     0.03	     2.01	    99.81
     1.95	  -518.98	  -632.70	     0.85	     0.02	    -1.44	     1.40	    -0.03	    -2.01	  -100.50
     1.97	  -518.98	  -632.70	     0.85	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.00	     0.00	     0.00	     0.00	     1.96	     0.00	     0.00	     0.00	     0.29	    24.00
