     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1719.64	  -708.49	     0.05	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    19.75	 -1719.66	  -707.07	     0.19	    19.75	    -0.02	     1.42	     0.14	     1.42	    71.91	     7.09
    39.06	 -1718.25	  -707.76	    -0.01	    19.31	     1.41	    -0.69	    -0.20	     1.57	    81.29	   -10.36
   161.67	 -1699.96	  -706.76	    -0.12	   122.61	    18.29	     1.00	    -0.11	    18.32	   149.39	    -0.90
   182.55	 -1694.33	  -706.67	    -0.17	    20.88	     5.63	     0.09	    -0.05	     5.63	   269.67	    -2.39
   262.73	 -1678.85	  -707.84	    -0.24	    80.18	    15.48	    -1.17	    -0.07	    15.52	   193.62	    -0.87
   301.51	 -1687.97	  -709.40	    -0.21	    38.78	    -9.12	    -1.56	     0.03	     9.25	  -238.59	     0.77
   321.79	 -1664.74	  -711.86	    -0.28	    20.28	    23.23	    -2.46	    -0.07	    23.36	  1151.87	    -3.45
   421.81	 -1638.68	  -719.23	    -0.58	   100.02	    26.06	    -7.37	    -0.30	    27.08	   270.77	    -3.00
   442.01	 -1630.23	  -721.22	    -0.66	    20.20	     8.45	    -1.99	    -0.08	     8.68	   429.76	    -3.96
   482.78	 -1624.57	  -725.38	    -0.54	    40.77	     5.66	    -4.16	     0.12	     7.02	   172.29	     2.94
   501.92	 -1617.52	  -728.10	    -0.61	    19.14	     7.05	    -2.72	    -0.07	     7.56	   394.80	    -3.66
   563.05	 -1596.34	  -740.51	    -0.69	    61.13	    21.18	   -12.41	    -0.08	    24.55	   401.57	    -1.31
   584.71	 -1589.27	  -746.06	    -0.71	    21.66	     7.07	    -5.55	    -0.02	     8.99	   414.97	    -0.92
   623.19	 -1582.19	  -751.61	    -0.76	    38.48	     7.08	    -5.55	    -0.05	     9.00	   233.79	    -1.30
   643.23	 -1577.94	  -755.80	    -0.76	    20.04	     4.25	    -4.19	     0.00	     5.97	   297.81	     0.00
   663.39	 -1569.45	  -762.74	    -0.85	    20.16	     8.49	    -6.94	    -0.09	    10.97	   543.93	    -4.46
   684.50	 -1565.19	  -768.34	    -0.86	    21.11	     4.26	    -5.60	    -0.01	     7.04	   333.31	    -0.47
   723.06	 -1556.70	  -775.29	    -0.88	    38.56	     8.49	    -6.95	    -0.02	    10.97	   284.54	    -0.52
   764.66	 -1545.34	  -789.28	    -0.96	    41.60	    11.36	   -13.99	    -0.08	    18.02	   433.21	    -1.92
   803.08	 -1541.07	  -794.88	    -0.97	    38.42	     4.27	    -5.60	    -0.01	     7.04	   183.30	    -0.26
   823.83	 -1536.79	  -801.90	    -0.97	    20.75	     4.28	    -7.02	     0.00	     8.22	   396.23	     0.00
   844.38	 -1530.40	  -810.31	    -1.03	    20.55	     6.39	    -8.41	    -0.06	    10.56	   513.98	    -2.92
   864.49	 -1525.43	  -816.61	    -1.06	    20.11	     4.97	    -6.30	    -0.03	     8.02	   399.03	    -1.49
   903.07	 -1519.71	  -827.15	    -1.08	    38.58	     5.72	   -10.54	    -0.02	    11.99	   310.84	    -0.52
   923.12	 -1514.72	  -835.59	    -1.11	    20.05	     4.99	    -8.44	    -0.03	     9.80	   489.02	    -1.50
   944.79	 -1511.83	  -844.06	    -1.14	    21.67	     2.89	    -8.47	    -0.03	     8.95	   412.99	    -1.38
   964.80	 -1508.25	  -851.09	    -1.20	    20.01	     3.58	    -7.03	    -0.06	     7.89	   394.26	    -3.00
  1003.90	 -1503.96	  -859.54	    -1.20	    39.10	     4.29	    -8.45	     0.00	     9.48	   242.37	     0.00
  1023.52	 -1501.77	  -868.03	    -1.22	    19.62	     2.19	    -8.49	    -0.02	     8.77	   446.89	    -1.02
  1044.04	 -1495.34	  -880.00	    -1.28	    20.52	     6.43	   -11.97	    -0.06	    13.59	   662.17	    -2.92
  1083.12	 -1492.46	  -887.77	    -1.29	    39.08	     2.88	    -7.77	    -0.01	     8.29	   212.04	    -0.26
  1103.32	 -1490.99	  -894.85	    -1.32	    20.20	     1.47	    -7.08	    -0.03	     7.23	   357.97	    -1.49
  1123.44	 -1488.79	  -904.77	    -1.35	    20.12	     2.20	    -9.92	    -0.03	    10.16	   505.02	    -1.49
  1143.91	 -1485.19	  -913.96	    -1.36	    20.47	     3.60	    -9.19	    -0.01	     9.87	   482.17	    -0.49
  1184.72	 -1483.68	  -924.60	    -1.39	    40.81	     1.51	   -10.64	    -0.03	    10.75	   263.33	    -0.74
  1204.91	 -1482.21	  -931.69	    -1.41	    20.19	     1.47	    -7.09	    -0.02	     7.24	   358.63	    -0.99
  1245.32	 -1480.61	  -951.60	    -1.47	    40.41	     1.60	   -19.91	    -0.06	    19.97	   494.29	    -1.48
  1283.19	 -1479.14	  -959.42	    -1.46	    37.87	     1.47	    -7.82	     0.01	     7.96	   210.11	     0.26
  1304.38	 -1477.59	  -974.36	    -1.52	    21.19	     1.55	   -14.94	    -0.06	    15.02	   708.83	    -2.83
  1324.65	 -1477.57	  -977.21	    -1.53	    20.27	     0.02	    -2.85	    -0.01	     2.85	   140.61	    -0.49
  1345.18	 -1478.89	  -985.79	    -1.51	    20.53	    -1.32	    -8.58	     0.02	     8.68	   422.84	     0.97
  1384.04	 -1476.68	  -997.17	    -1.54	    38.86	     2.21	   -11.38	    -0.03	    11.59	   298.32	    -0.77
  1405.34	 -1478.05	 -1000.05	    -1.56	    21.30	    -1.37	    -2.88	    -0.02	     3.19	   149.73	    -0.94
  1425.46	 -1488.93	 -1038.11	     1.32	    20.12	   -10.88	   -38.06	     2.88	    39.58	 -1967.42	   143.14
  1464.02	 -1478.64	 -1012.91	    -1.55	    38.56	    10.29	    25.20	    -2.87	    27.22	  -705.91	   -74.43
  1484.98	 -1479.31	 -1015.77	    -1.59	    20.96	    -0.67	    -2.86	    -0.04	     2.94	   140.14	    -1.91
  1505.18	 -1479.26	 -1021.49	    -1.58	    20.20	     0.05	    -5.72	     0.01	     5.72	   283.18	     0.50
  1525.16	 -1478.50	 -1028.62	    -1.60	    19.98	     0.76	    -7.13	    -0.02	     7.17	   358.88	    -1.00
  1563.93	 -1491.54	 -1062.48	     1.29	    38.77	   -13.04	   -33.86	     2.89	    36.28	  -935.88	    74.54
  1584.24	 -1479.85	 -1034.36	    -1.62	    20.31	    11.69	    28.12	    -2.91	    30.45	 -1499.41	  -143.28
  1604.32	 -1479.82	 -1038.65	    -1.57	    20.08	     0.03	    -4.29	     0.05	     4.29	   213.65	     2.49
  1625.11	 -1479.79	 -1041.51	    -1.57	    20.79	     0.03	    -2.86	     0.00	     2.86	   137.57	     0.00
  1663.93	 -1479.79	 -1042.22	    -1.62	    38.82	     0.00	    -0.71	    -0.05	     0.71	    18.29	    -1.29
  1684.85	 -1479.76	 -1045.08	    -1.57	    20.92	     0.03	    -2.86	     0.05	     2.86	   136.72	     2.39
  1704.90	 -1479.72	 -1050.09	    -1.57	    20.05	     0.04	    -5.01	     0.00	     5.01	   249.88	     0.00
  1743.82	 -1479.73	 -1049.38	    -1.57	    38.92	    -0.01	     0.71	     0.00	     0.71	   -18.24	     0.00
  1763.90	 -1479.73	 -1048.66	    -1.57	    20.08	     0.00	     0.72	     0.00	     0.72	   -35.86	     0.00
  1785.35	 -1479.71	 -1051.52	    -1.57	    21.45	     0.02	    -2.86	     0.00	     2.86	   133.34	     0.00
  1805.93	 -1480.41	 -1051.53	    -1.56	    20.58	    -0.70	    -0.01	     0.01	     0.70	    34.02	     0.49
  1845.28	 -1479.69	 -1052.95	    -1.62	    39.35	     0.72	    -1.42	    -0.06	     1.59	    40.46	    -1.52
