     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    21.04	 -1345.79	  -540.39	     0.00	    21.04	     1.39	     0.02	    -0.02	     1.39	    66.13	    -1.14
    39.31	 -1345.79	  -540.39	     0.00	    18.28	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    60.51	 -1345.79	  -540.39	     0.00	    21.20	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    81.38	 -1344.40	  -540.37	    -0.02	    20.87	     1.39	     0.02	    -0.02	     1.39	    66.68	    -1.10
   100.30	 -1344.40	  -540.37	    -0.02	    18.92	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   119.41	 -1340.23	  -540.30	    -0.02	    19.11	     4.17	     0.06	     0.00	     4.17	   218.37	     0.00
   139.28	 -1337.45	  -540.26	    -0.02	    19.87	     2.78	     0.04	    -0.00	     2.78	   140.04	    -0.08
   160.01	 -1334.62	  -543.04	    -0.02	    20.73	     2.83	    -2.78	     0.00	     3.96	   191.26	     0.08
   180.09	 -1331.84	  -543.00	    -0.02	    20.08	     2.78	     0.04	     0.00	     2.78	   138.51	     0.07
   201.41	 -1327.67	  -542.94	    -0.02	    21.32	     4.17	     0.06	    -0.00	     4.17	   195.71	    -0.11
   219.34	 -1327.67	  -542.94	    -0.02	    17.93	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   240.07	 -1327.67	  -542.94	    -0.02	    20.73	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   260.59	 -1320.71	  -542.84	    -0.06	    20.52	     6.95	     0.10	    -0.04	     6.95	   338.90	    -2.11
   280.77	 -1315.15	  -542.76	    -0.07	    20.17	     5.56	     0.08	    -0.01	     5.56	   275.72	    -0.28
   300.07	 -1315.15	  -542.76	    -0.07	    19.30	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   319.33	 -1310.96	  -544.11	    -0.09	    19.26	     4.19	    -1.35	    -0.02	     4.41	   228.77	    -0.99
   340.31	 -1305.39	  -544.03	    -0.10	    20.98	     5.56	     0.08	    -0.01	     5.56	   265.18	    -0.36
   360.76	 -1305.39	  -544.03	    -0.10	    20.45	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   380.97	 -1295.62	  -546.71	    -0.11	    20.21	     9.78	    -2.68	    -0.02	    10.14	   501.69	    -0.90
   399.40	 -1295.62	  -546.71	    -0.11	    18.43	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   418.96	 -1295.62	  -546.71	    -0.11	    19.56	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   439.11	 -1295.62	  -546.71	    -0.11	    20.15	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   460.88	 -1285.89	  -546.57	    -0.16	    21.77	     9.73	     0.14	    -0.05	     9.73	   447.04	    -2.12
   481.96	 -1276.11	  -549.25	    -0.18	    21.08	     9.78	    -2.68	    -0.02	    10.14	   480.91	    -0.87
   499.37	 -1276.11	  -549.25	    -0.18	    17.41	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   519.42	 -1269.16	  -549.15	    -0.21	    20.05	     6.95	     0.10	    -0.03	     6.95	   346.67	    -1.34
   541.54	 -1263.57	  -551.18	    -0.19	    22.12	     5.59	    -2.03	     0.01	     5.95	   269.12	     0.51
   561.19	 -1263.57	  -551.18	    -0.19	    19.65	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   580.00	 -1263.57	  -551.18	    -0.19	    18.81	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   599.40	 -1252.40	  -553.84	    -0.24	    19.40	    11.16	    -2.66	    -0.04	    11.48	   591.47	    -2.30
   619.93	 -1252.40	  -553.84	    -0.24	    20.52	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   639.08	 -1252.40	  -553.84	    -0.24	    19.16	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   659.22	 -1252.40	  -553.84	    -0.24	    20.14	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   685.06	 -1232.84	  -559.90	    -0.24	    25.84	    19.56	    -6.06	    -0.00	    20.48	   792.55	    -0.01
   699.41	 -1232.84	  -559.90	    -0.24	    14.36	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   721.42	 -1227.26	  -561.23	    -0.25	    22.00	     5.58	    -1.33	    -0.01	     5.74	   260.76	    -0.49
   741.48	 -1214.69	  -565.28	    -0.32	    20.07	    12.58	    -4.05	    -0.07	    13.21	   658.34	    -3.58
   761.44	 -1209.08	  -568.02	    -0.32	    19.95	     5.60	    -2.74	     0.01	     6.24	   312.67	     0.36
   779.41	 -1209.08	  -568.02	    -0.32	    17.98	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   799.60	 -1209.08	  -568.02	    -0.32	    20.19	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   819.26	 -1209.08	  -568.02	    -0.32	    19.66	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   840.09	 -1209.08	  -568.02	    -0.32	    20.83	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   873.83	 -1189.53	  -574.09	    -0.35	    33.74	    19.56	    -6.06	    -0.03	    20.48	   606.86	    -1.01
