     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    20.30	 -1347.21	  -539.00	    -0.02	    20.30	    -0.02	     1.41	    -0.02	     1.41	   -69.45	    -1.07
    39.23	 -1347.21	  -539.00	    -0.02	    18.93	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    59.32	 -1344.40	  -540.37	     0.03	    20.09	     2.81	    -1.37	     0.05	     3.12	   155.40	     2.26
    79.58	 -1343.01	  -540.35	     0.03	    20.26	     1.39	     0.02	    -0.00	     1.39	    68.65	    -0.01
    99.49	 -1340.21	  -541.71	     0.00	    19.91	     2.81	    -1.37	    -0.02	     3.12	   156.75	    -1.18
   120.78	 -1340.21	  -541.71	     0.00	    21.28	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   139.56	 -1337.45	  -540.26	    -0.02	    18.78	     2.76	     1.45	    -0.02	     3.12	   165.95	    -1.23
   160.28	 -1334.64	  -541.63	    -0.04	    20.72	     2.80	    -1.37	    -0.02	     3.12	   150.64	    -1.11
   180.84	 -1334.64	  -541.63	    -0.04	    20.56	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   201.31	 -1297.59	  -553.79	     2.05	    20.47	    37.05	   -12.15	     2.09	    38.99	 -1905.12	   102.16
   221.51	 -1297.59	  -553.79	     2.05	    20.20	     0.00	     0.00	     0.00	     0.00	    -0.00	     0.00
   239.66	 -1323.52	  -541.47	    -0.05	    18.15	   -25.92	    12.32	    -2.09	    28.70	 -1581.20	  -115.35
   259.66	 -1320.75	  -540.73	    -0.12	    20.00	     2.77	     0.74	    -0.07	     2.87	   143.40	    -3.56
   280.69	 -1316.54	  -542.78	    -0.07	    21.03	     4.21	    -2.05	     0.05	     4.68	   222.60	     2.34
