     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
    0.000	  105.371	  819.667	   -1.660	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
   19.513	  104.676	  818.268	   -1.705	   19.513	   -0.695	   -1.399	   -0.045	   -1.562	  -80.044
   38.093	  104.676	  818.268	   -1.705	   18.580	    0.000	    0.000	    0.000	   -0.000	   -0.000
   58.065	  104.676	  818.268	   -1.705	   19.972	    0.000	    0.000	    0.000	   -0.000	   -0.000
   79.476	  194.924	  755.278	    2.616	   21.411	   90.248	  -62.990	    4.321	  110.056	 5140.196
   98.085	  194.924	  755.278	    2.616	   18.609	    0.000	    0.000	    0.000	   -0.000	   -0.000
  118.986	  194.924	  755.278	    2.616	   20.901	    0.000	    0.000	    0.000	   -0.000	   -0.000
  143.553	  104.676	  818.268	   -1.705	   24.567	  -90.248	   62.990	   -4.321	 -110.056	-4479.824
  163.475	  104.669	  819.664	   -1.649	   19.922	   -0.008	    1.396	    0.057	   -1.396	  -70.071
  179.202	  104.669	  819.664	   -1.649	   15.727	    0.000	    0.000	    0.000	   -0.000	   -0.000
  199.759	  104.676	  818.268	   -1.653	   20.557	    0.008	   -1.396	   -0.004	    1.396	   67.906
  218.788	  104.676	  818.268	   -1.653	   19.029	    0.000	    0.000	    0.000	   -0.000	   -0.000
  239.489	  104.676	  818.268	   -1.653	   20.701	    0.000	    0.000	    0.000	   -0.000	   -0.000
  259.516	  104.676	  818.268	   -1.653	   20.027	    0.000	    0.000	    0.000	   -0.000	   -0.000
  279.538	  104.676	  818.268	   -1.653	   20.022	    0.000	    0.000	    0.000	   -0.000	   -0.000
  299.586	  104.676	  818.268	   -1.653	   20.048	    0.000	    0.000	    0.000	   -0.000	   -0.000
  319.724	  104.676	  818.268	   -1.653	   20.138	    0.000	    0.000	    0.000	   -0.000	   -0.000
  341.925	  104.672	  818.966	   -1.654	   22.201	   -0.004	    0.698	   -0.001	   -0.698	  -31.437
  359.742	  104.672	  818.966	   -1.654	   17.817	    0.000	    0.000	    0.000	   -0.000	   -0.000
  381.122	  104.676	  818.268	   -1.655	   21.380	    0.004	   -0.698	   -0.001	    0.698	   32.645
  401.266	  104.676	  818.268	   -1.651	   20.144	    0.000	    0.000	    0.004	   -0.000	   -0.000
  421.666	  104.676	  818.268	   -1.651	   20.400	    0.000	    0.000	    0.000	   -0.000	   -0.000
  440.651	  104.676	  818.268	   -1.651	   18.985	    0.000	    0.000	    0.000	   -0.000	   -0.000
  459.751	  104.676	  818.268	   -1.651	   19.100	    0.000	    0.000	    0.000	   -0.000	   -0.000
  480.162	  104.676	  818.268	   -1.651	   20.411	    0.000	    0.000	    0.000	   -0.000	   -0.000
  501.570	  101.855	  819.649	   -0.832	   21.408	   -2.821	    1.381	    0.819	   -3.141	 -146.701
  521.705	  104.668	  819.663	   -1.653	   20.135	    2.813	    0.014	   -0.821	    2.813	  139.701
  542.077	  104.661	  821.059	   -1.651	   20.372	   -0.008	    1.396	    0.002	   -1.396	  -68.521
  560.850	  104.661	  821.059	   -1.651	   18.773	    0.000	    0.000	    0.000	   -0.000	   -0.000
  582.387	  131.593	  772.378	    1.052	   21.537	   26.933	  -48.682	    2.703	   55.635	 2583.238
  602.813	  104.676	  818.268	   -1.655	   20.426	  -26.917	   45.891	   -2.707	  -53.203	-2604.637
  622.665	  104.668	  819.663	   -1.649	   19.852	   -0.008	    1.395	    0.006	   -1.395	  -70.276
    0.000	    0.000	    0.000	    0.000	  622.665	   -0.703	   -0.004	    0.012	   -2.248	  412.175
