     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.00	   654.42	   527.09	     0.17	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.02	   654.42	   527.09	     0.17	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.04	   654.42	   527.09	     0.17	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.07	   767.90	   526.91	    -2.95	     0.02	   113.48	    -0.17	    -3.11	   113.48	  4984.14
     0.09	   767.90	   526.91	    -2.95	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.11	   767.90	   526.91	    -2.95	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.13	   651.66	   522.18	     0.42	     0.02	  -116.24	    -4.73	     3.36	  -116.34	 -5130.99
     0.15	   651.66	   522.18	     0.42	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.17	   651.66	   522.18	     0.42	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.19	   653.15	   505.41	     0.60	     0.02	     1.49	   -16.77	     0.18	    16.84	   738.26
     0.21	   653.15	   505.41	     0.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.23	   653.15	   505.41	     0.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.25	   653.15	   505.41	     0.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.27	   653.15	   505.41	     0.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.29	   653.15	   505.41	     0.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.31	   682.03	   561.45	    -0.73	     0.02	    28.87	    56.04	    -1.32	    63.04	  2907.58
     0.33	   653.15	   506.80	     0.71	     0.02	   -28.88	   -54.64	     1.44	   -61.81	 -2964.58
     0.35	   767.91	   526.22	    -2.93	     0.02	   114.76	    19.41	    -3.64	   116.39	  5786.86
     0.37	   654.42	   527.09	    -0.03	     0.02	  -113.49	     0.87	     2.90	  -113.49	 -5238.24
     0.39	   654.42	   527.09	    -0.03	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.41	   653.08	   517.29	     0.44	     0.02	    -1.33	    -9.79	     0.47	    -9.88	  -492.11
     0.43	   653.08	   517.29	     0.44	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.45	   653.08	   517.29	     0.44	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.47	   653.08	   517.29	     0.44	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.49	   654.42	   527.09	    -0.01	     0.02	     1.33	     9.79	    -0.45	     9.88	   457.72
     0.51	   656.49	   529.90	    -0.29	     0.02	     2.07	     2.81	    -0.28	     3.49	   176.29
     0.53	   653.03	   527.08	    -0.03	     0.02	    -3.46	    -2.82	     0.26	    -4.46	  -215.15
     0.55	   630.58	   557.68	     0.27	     0.02	   -22.45	    30.60	     0.30	   -37.95	 -1793.12
     0.57	   630.58	   557.68	     0.27	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.59	   625.02	   556.25	     0.24	     0.02	    -5.56	    -1.43	    -0.03	    -5.74	  -299.29
     0.61	   653.73	   525.68	    -0.43	     0.02	    28.71	   -30.56	    -0.67	    41.93	  1916.73
     0.63	   653.73	   525.68	    -0.43	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.65	   653.73	   525.68	    -0.43	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.67	   634.04	   559.79	     0.08	     0.02	   -19.69	    34.10	     0.51	   -39.38	 -1893.36
     0.69	   634.04	   559.79	     0.08	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.71	   634.04	   559.79	     0.08	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.73	   627.80	   556.96	     0.09	     0.02	    -6.24	    -2.82	     0.00	    -6.85	  -316.42
     0.75	   656.51	   527.10	    -0.33	     0.02	    28.71	   -29.87	    -0.42	    41.42	  2045.68
     0.77	   656.51	   527.10	    -0.33	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.79	   656.51	   527.10	    -0.33	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.81	   656.51	   527.10	    -0.33	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.83	   684.43	   513.25	     2.24	     0.02	    27.93	   -13.84	     2.57	    31.17	  1417.46
     0.85	   684.43	   513.25	     2.24	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.87	   684.43	   513.25	     2.24	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.89	   684.43	   513.25	     2.24	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.91	   684.43	   513.25	     2.24	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.93	   684.43	   513.25	     2.24	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.95	   653.15	   506.80	     0.40	     0.02	   -31.29	    -6.45	    -1.84	   -31.95	 -1541.61
