time 		pos x 		pos y 		angle 		
0.0 		466.87 		821.56 		-1.62 		
0.02 		466.87 		821.56 		-1.62 		
0.04 		466.86 		822.95 		-1.62 		
0.05 		466.86 		822.95 		-1.62 		
0.07 		466.86 		822.95 		-1.62 		
0.1 		466.86 		822.95 		-1.62 		
0.12 		466.86 		822.95 		-1.62 		
0.14 		466.87 		821.56 		-1.62 		
0.16 		465.45 		825.03 		-1.6 		
0.18 		466.87 		821.56 		-0.91 		
0.2 		466.17 		822.95 		-0.85 		
0.22 		466.17 		822.95 		-0.85 		
0.24 		453.85 		790.18 		0.74 		
0.26 		453.86 		788.78 		0.75 		
0.28 		453.86 		788.78 		0.78 		
0.3 		453.86 		788.78 		0.78 		
0.32 		497.3 		844.67 		-1.15 		
0.34 		466.87 		821.56 		-1.62 		
0.36 		453.86 		788.78 		0.78 		
0.38 		453.85 		790.18 		0.29 		
0.4 		453.85 		790.18 		0.29 		
0.42 		453.85 		790.18 		0.21 		
0.44 		466.87 		821.56 		-0.84 		
0.46 		466.87 		821.56 		-1.62 		
0.48 		453.86 		788.78 		0.7 		
0.5 		453.86 		788.78 		0.7 		
0.52 		466.87 		821.56 		-1.62 		
0.54 		466.87 		822.25 		-0.85 		
0.56 		453.85 		791.57 		0.61 		
0.58 		453.85 		791.57 		0.61 		
0.59 		453.85 		791.57 		0.61 		
0.62 		453.85 		791.57 		0.61 		
0.64 		453.86 		788.78 		0.78 		
0.66 		466.87 		821.56 		-1.63 		
0.68 		466.87 		821.56 		-1.63 		
0.7 		453.86 		788.78 		0.78 		
0.72 		453.86 		788.78 		0.83 		
0.74 		465.46 		824.33 		-1.6 		
0.76 		466.86 		822.95 		-1.62 		
0.78 		466.86 		822.95 		-1.62 		
0.8 		465.46 		823.64 		-1.6 		
0.82 		466.87 		821.56 		-1.62 		
0.84 		453.86 		788.78 		0.39 		
0.86 		453.86 		788.78 		0.39 		
0.88 		466.18 		821.55 		-0.92 		
0.9 		466.87 		821.56 		-1.62 		
0.92 		466.87 		821.56 		-1.62 		
0.94 		466.87 		821.56 		-1.62 		
0.96 		466.87 		821.56 		-1.62 		
0.98 		466.87 		821.56 		-1.62 		
1.0 		466.87 		821.56 		-1.62 		
1.02 		465.45 		825.03 		-1.6 		
1.04 		466.87 		821.56 		-1.62 		
1.06 		466.87 		821.56 		-1.62 		
1.08 		466.18 		821.55 		-0.88 		
1.1 		466.87 		821.56 		-1.62 		
1.12 		466.86 		822.95 		-1.62 		
1.14 		466.86 		822.95 		-1.62 		
1.16 		466.86 		822.95 		-1.62 		
1.18 		500.0 		854.42 		-1.29 		
1.2 		495.11 		858.57 		-1.17 		
1.22 		466.86 		822.95 		-1.62 		
1.24 		466.86 		822.95 		-1.62 		
1.26 		453.86 		788.78 		0.73 		
1.28 		497.77 		775.81 		1.13 		
1.3 		465.45 		825.03 		-1.6 		
1.32 		466.87 		821.56 		-0.92 		
1.34 		466.87 		821.56 		-0.92 		
1.36 		466.87 		821.56 		-1.62 		
1.38 		466.86 		822.95 		-0.92 		
1.43 		466.87 		821.56 		-0.84 		
1.44 		466.87 		821.56 		-0.84 		
1.46 		466.87 		821.56 		-0.84 		
1.48 		466.87 		821.56 		-1.62 		
1.5 		453.85 		790.18 		0.76 		
1.53 		466.87 		821.56 		-1.62 		
1.54 		466.87 		821.56 		-1.62 		
1.57 		495.25 		839.1 		-1.13 		
1.59 		466.87 		821.56 		-1.62 		
1.61 		466.86 		822.95 		-1.62 		
1.63 		466.87 		821.56 		-0.85 		
1.65 		466.87 		821.56 		-0.85 		
1.67 		466.86 		822.95 		-1.62 		
1.69 		466.87 		821.56 		-1.62 		
1.71 		466.87 		821.56 		-1.62 		
1.73 		453.85 		790.18 		0.78 		
1.75 		453.85 		790.18 		0.78 		
1.77 		497.22 		854.41 		-1.16 		
1.79 		466.87 		821.56 		-1.62 		
1.81 		466.87 		821.56 		-1.62 		
1.83 		466.87 		821.56 		-1.62 		
1.85 		466.87 		821.56 		-1.62 		
1.87 		466.87 		821.56 		-1.62 		
1.89 		466.87 		821.56 		-1.62 		
1.91 		466.87 		821.56 		-1.62 		
1.93 		466.87 		821.56 		-1.62 		
1.95 		466.87 		821.56 		-1.62 		
1.97 		466.87 		821.56 		-1.62 		
1.99 		466.87 		821.56 		-1.62 		
2.01 		466.87 		821.56 		-1.62 		
2.03 		466.87 		821.56 		-1.62 		
2.05 		466.87 		821.56 		-1.62 		
2.07 		466.87 		821.56 		-1.62 		
2.09 		466.87 		821.56 		-1.62 		
2.11 		466.87 		821.56 		-1.62 		
2.13 		466.87 		821.56 		-1.62 		
2.15 		466.87 		821.56 		-1.62 		
2.17 		466.87 		821.56 		-1.62 		
2.19 		466.87 		821.56 		-1.62 		
2.21 		466.87 		821.56 		-1.62 		
2.23 		466.87 		821.56 		-1.62 		
2.25 		466.87 		821.56 		-1.62 		
2.27 		466.87 		821.56 		-1.62 		
2.29 		466.87 		821.56 		-1.62 		
2.31 		466.87 		821.56 		-1.62 		
2.33 		466.87 		821.56 		-1.62 		
2.35 		466.87 		821.56 		-1.62 		
2.37 		466.87 		821.56 		-1.62 		
2.39 		466.87 		821.56 		-1.62 		
2.41 		466.87 		821.56 		-1.62 		
2.43 		466.87 		821.56 		-1.62 		
2.45 		466.87 		821.56 		-1.62 		
2.47 		466.87 		821.56 		-1.62 		
2.49 		466.87 		821.56 		-1.62 		
2.5 		466.87 		821.56 		-1.62 		
2.53 		466.87 		821.56 		-1.62 		
2.55 		453.86 		788.78 		0.75 		
2.57 		466.87 		821.56 		-1.62 		
2.59 		466.87 		821.56 		-1.62 		
2.61 		466.87 		821.56 		-1.62 		
2.63 		466.87 		821.56 		-1.62 		
2.65 		466.87 		821.56 		-1.62 		
2.67 		466.87 		821.56 		-1.62 		
2.69 		453.85 		790.18 		0.08 		
2.71 		453.85 		790.18 		0.77 		
2.73 		466.86 		822.95 		-1.62 		
2.75 		466.86 		822.95 		-1.62 		
2.77 		466.86 		822.95 		-1.62 		
2.79 		466.87 		821.56 		-1.62 		
2.81 		466.87 		821.56 		-1.62 		
2.83 		466.87 		821.56 		-0.64 		
2.85 		453.85 		790.18 		0.78 		
2.87 		453.85 		790.18 		0.78 		
2.89 		465.46 		824.33 		-1.6 		
2.91 		465.48 		821.55 		-1.6 		
2.93 		453.9 		783.22 		0.76 		
2.95 		453.9 		783.22 		0.76 		
2.97 		464.12 		815.98 		-1.58 		
2.99 		465.55 		810.42 		-1.6 		
3.01 		465.6 		803.46 		-1.6 		
3.03 		452.58 		770.68 		0.78 		
3.05 		452.58 		770.68 		0.78 		
3.07 		452.61 		766.51 		0.4 		
3.09 		464.29 		790.93 		-1.58 		
3.11 		464.29 		790.93 		-1.58 		
3.13 		464.29 		790.93 		-1.58 		
3.15 		451.32 		749.1 		0.66 		
3.17 		464.4 		772.84 		-1.62 		
3.19 		451.42 		733.09 		0.78 		
3.21 		464.5 		757.53 		-1.62 		
3.23 		464.5 		757.53 		-1.62 		
3.25 		464.5 		757.53 		-1.62 		
3.27 		497.86 		760.5 		-1.18 		
3.29 		463.2 		741.51 		-1.6 		
3.31 		463.2 		741.51 		-1.6 		
3.33 		461.92 		723.4 		-0.79 		
3.35 		461.92 		723.4 		-0.79 		
3.37 		463.36 		714.36 		-1.6 		
3.39 		462.69 		710.17 		-1.59 		
3.41 		451.77 		669.0 		0.19 		
3.43 		451.77 		669.0 		0.19 		
3.45 		462.08 		693.46 		-1.63 		
3.47 		462.11 		687.88 		-1.58 		
3.49 		450.47 		649.47 		0.72 		
3.51 		494.38 		640.67 		1.15 		
3.53 		494.38 		640.67 		1.15 		
3.55 		460.86 		661.39 		-1.55 		
3.57 		460.2 		654.42 		-0.64 		
3.59 		450.63 		614.6 		0.73 		
3.61 		462.36 		639.09 		-1.58 		
3.63 		462.36 		639.09 		-1.58 		
3.65 		450.7 		599.25 		0.71 		
3.67 		450.74 		590.87 		0.94 		
3.69 		462.48 		614.68 		-1.58 		
3.71 		462.48 		614.68 		-1.58 		
3.73 		461.13 		605.6 		-1.56 		
3.75 		461.13 		605.6 		-1.56 		
3.77 		461.13 		605.6 		-1.56 		
3.79 		462.62 		581.87 		-1.58 		
3.81 		462.62 		581.87 		-1.58 		
3.83 		462.62 		581.87 		-1.58 		
3.85 		462.62 		581.87 		-1.58 		
3.87 		462.72 		558.13 		-1.58 		
3.89 		462.72 		558.13 		-1.58 		
3.91 		462.72 		558.13 		-1.58 		
3.93 		462.72 		558.13 		-1.58 		
3.95 		462.8 		539.96 		-0.62 		
3.97 		462.8 		539.96 		-0.62 		
3.99 		452.51 		491.61 		0.58 		
4.01 		457.3 		516.84 		-0.7 		
4.03 		462.91 		507.79 		-1.58 		
4.05 		452.58 		467.79 		0.58 		
4.07 		454.02 		455.19 		0.97 		
4.09 		454.02 		455.19 		0.97 		
4.11 		452.63 		452.38 		0.45 		
4.13 		452.63 		452.38 		0.45 		
4.15 		452.63 		452.38 		0.45 		
4.17 		464.48 		455.97 		-1.56 		
4.19 		464.48 		455.97 		-1.56 		
4.21 		464.51 		446.16 		-0.71 		
4.23 		454.14 		408.88 		0.67 		
4.25 		454.14 		408.88 		0.67 		
4.27 		454.14 		408.88 		0.67 		
4.29 		454.14 		408.88 		0.67 		
4.31 		454.14 		408.88 		0.67 		
4.33 		454.14 		408.88 		0.67 		
4.35 		454.14 		408.88 		0.67 		
4.37 		466.03 		399.85 		-1.53 		
4.39 		496.01 		408.46 		-1.06 		
4.41 		458.46 		348.45 		0.85 		
4.43 		496.7 		403.53 		-1.07 		
4.45 		496.7 		403.53 		-1.07 		
4.47 		496.7 		403.53 		-1.07 		
4.49 		496.7 		403.53 		-1.07 		
4.51 		468.94 		349.24 		-1.49 		
4.53 		468.94 		349.24 		-1.49 		
4.55 		468.94 		349.24 		-1.49 		
4.57 		468.94 		349.24 		-1.49 		
4.59 		468.94 		349.24 		-1.49 		
4.61 		461.36 		283.61 		0.5 		
4.63 		471.82 		305.58 		-1.49 		
4.65 		471.82 		305.58 		-1.49 		
4.67 		471.83 		297.11 		-0.65 		
4.69 		474.65 		283.02 		-1.53 		
4.72 		473.26 		278.77 		-1.51 		
4.74 		473.27 		271.71 		-1.47 		
4.76 		473.27 		271.71 		-1.47 		
4.77 		473.27 		271.71 		-1.47 		
4.8 		474.69 		254.76 		-1.49 		
4.82 		467.04 		214.34 		0.86 		
4.84 		476.12 		236.38 		-1.46 		
4.86 		476.12 		236.38 		-1.46 		
4.88 		477.52 		229.31 		-1.49 		
4.9 		475.43 		223.63 		-0.66 		
4.92 		478.94 		213.74 		-1.51 		
4.94 		478.95 		208.07 		-1.51 		
4.96 		478.95 		208.07 		-1.51 		
4.98 		480.35 		202.41 		-1.48 		
5.0 		572.89 		167.5 		2.9 		
5.02 		471.27 		161.86 		0.01 		
5.04 		471.27 		161.86 		0.01 		
5.06 		481.77 		186.81 		-1.51 		
5.08 		481.77 		183.97 		-0.63 		
5.1 		481.77 		179.71 		-1.47 		
5.12 		483.18 		176.88 		-1.49 		
5.14 		483.18 		176.88 		-1.49 		
5.16 		483.18 		175.46 		-1.49 		
5.18 		483.18 		174.04 		-1.49 		
5.2 		483.18 		171.2 		-0.59 		
5.22 		474.08 		137.7 		0.73 		
5.24 		474.08 		137.7 		0.73 		
5.26 		474.08 		136.82 		0.49 		
5.28 		474.08 		136.82 		0.48 		
5.3 		474.08 		136.82 		-0.11 		
5.32 		474.08 		136.82 		-0.11 		
5.34 		474.08 		136.82 		0.79 		
5.36 		474.07 		135.4 		0.91 		
5.38 		483.18 		165.52 		-1.48 		
5.4 		483.18 		165.52 		-1.48 		
5.42 		483.18 		165.52 		-1.48 		
5.44 		483.18 		165.52 		-1.48 		
5.46 		483.18 		165.52 		-1.48 		
5.48 		483.18 		165.52 		-1.48 		
5.5 		483.18 		165.52 		-1.48 		
5.52 		483.18 		165.52 		-1.48 		
5.54 		483.18 		165.52 		-1.48 		
5.56 		474.08 		135.4 		0.02 		
5.58 		508.33 		202.55 		-0.92 		
5.6 		474.08 		136.11 		1.38 		
5.62 		474.08 		136.11 		1.38 		
5.64 		474.08 		136.11 		1.38 		
5.66 		474.08 		136.11 		1.38 		
5.68 		474.08 		136.11 		1.38 		
5.7 		474.08 		136.11 		1.38 		
5.72 		483.18 		165.52 		-1.48 		
5.74 		474.08 		136.11 		0.76 		
5.76 		483.18 		165.52 		-1.48 		
5.78 		483.18 		165.52 		-1.48 		
