     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.00	   653.15	   506.11	     0.56	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.02	   653.15	   506.11	     0.56	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.04	   653.15	   506.11	     0.56	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.06	   655.12	   525.69	    -0.35	     0.02	     1.97	    19.59	    -0.91	    19.68	   959.27
     0.08	   653.12	   511.00	     0.61	     0.02	    -2.00	   -14.69	     0.96	   -14.82	  -758.17
     0.10	   653.12	   511.00	     0.61	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.12	   653.12	   511.00	     0.61	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.14	   654.42	   527.09	     0.34	     0.02	     1.30	    16.08	    -0.28	    16.14	   744.98
     0.16	   654.42	   527.09	     0.34	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.18	   654.42	   527.09	     0.34	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.20	   654.42	   527.09	    -0.03	     0.02	     0.00	     0.00	    -0.37	    -0.00	    -0.00
     0.22	   654.42	   527.09	    -0.03	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.24	   653.03	   527.08	    -0.03	     0.02	    -1.39	    -0.01	     0.00	    -1.39	   -64.51
     0.26	   767.04	   549.96	    -2.94	     0.02	   114.01	    22.89	    -2.91	   116.28	  5813.69
     0.28	   767.04	   549.96	    -2.94	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.30	   767.04	   549.96	    -2.94	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.32	   653.73	   525.68	    -0.51	     0.02	  -113.31	   -24.28	     2.43	  -115.88	 -5151.97
     0.34	   653.73	   525.68	    -0.51	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.36	   654.42	   527.09	    -0.16	     0.02	     0.69	     1.40	     0.35	     1.56	    75.93
     0.38	   654.42	   527.09	    -0.16	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.40	   654.42	   527.09	    -0.16	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.42	   654.42	   527.09	    -0.16	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.44	   654.42	   527.09	    -0.16	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.46	   654.42	   527.09	    -0.16	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.48	   655.11	   527.09	    -0.18	     0.02	     0.70	     0.00	    -0.03	     0.70	    32.13
     0.50	   655.11	   527.09	    -0.18	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.52	   655.11	   527.09	    -0.18	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.54	   655.11	   527.09	    -0.18	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.56	   681.32	   563.54	    -0.72	     0.02	    26.21	    36.45	    -0.53	    44.90	  2081.64
     0.58	   653.03	   525.68	     0.21	     0.02	   -28.29	   -37.86	     0.93	   -47.26	 -2164.47
     0.60	   653.03	   525.68	     0.21	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.62	   653.03	   525.68	     0.21	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.64	   653.03	   525.68	     0.21	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.66	   653.03	   525.68	    -0.01	     0.02	     0.00	     0.00	    -0.22	    -0.00	    -0.00
     0.68	   654.42	   527.09	    -0.03	     0.02	     1.38	     1.41	    -0.02	     1.97	    95.28
     0.71	   653.66	   536.87	    -0.45	     0.02	    -0.75	     9.79	    -0.43	    -9.82	  -463.51
     0.72	   653.66	   536.87	    -0.45	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.74	   708.95	   493.76	     1.03	     0.02	    55.29	   -43.12	     1.48	    70.12	  3447.03
     0.78	   708.95	   493.76	     1.03	     0.03	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.79	   708.95	   493.76	     1.03	     0.01	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.81	   708.95	   493.76	     1.03	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.84	   655.11	   528.49	    -0.38	     0.03	   -53.85	    34.73	    -1.40	   -64.08	 -2185.27
     0.85	   655.11	   528.49	    -0.38	     0.01	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.87	   653.13	   508.90	     0.35	     0.02	    -1.97	   -19.59	     0.72	   -19.68	  -965.55
     0.89	   653.13	   508.90	     0.35	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.91	   653.13	   508.90	     0.35	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.93	   655.11	   527.09	    -0.23	     0.02	     1.98	    18.19	    -0.57	    18.29	   856.70
     0.95	   656.44	   538.29	    -0.50	     0.02	     1.33	    11.20	    -0.27	    11.28	   547.57
     0.97	   633.57	   522.08	     0.04	     0.02	   -22.87	   -16.20	     0.54	   -28.03	 -1357.04
     0.99	   653.15	   506.80	     0.63	     0.02	    19.58	   -15.28	     0.59	    24.84	  1163.21
     1.01	   758.24	   514.95	    -3.12	     0.02	   105.09	     8.15	    -3.75	   105.40	  5256.08
     1.03	   758.24	   514.95	    -3.12	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.05	   758.24	   514.95	    -3.12	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.07	   758.24	   514.95	    -3.12	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.09	   655.07	   534.78	    -0.56	     0.02	  -103.17	    19.83	     2.55	  -105.06	 -4599.25
     1.11	   639.83	   522.82	     0.35	     0.02	   -15.24	   -11.97	     0.92	   -19.38	 -1007.13
     1.13	   639.83	   522.82	     0.35	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.15	   639.83	   522.82	     0.35	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.17	   639.83	   522.82	     0.35	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.19	   639.83	   522.82	     0.35	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.21	   639.83	   522.82	     0.35	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.23	   684.43	   513.95	     1.67	     0.02	    44.60	    -8.86	     1.32	    45.48	  2124.09
     1.25	   656.51	   527.10	    -0.31	     0.02	   -27.93	    13.14	    -1.98	   -30.86	 -1542.73
     1.27	   656.51	   527.10	    -0.31	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.29	   655.79	   529.89	    -0.33	     0.02	    -0.71	     2.79	    -0.02	    -2.88	  -131.50
     1.31	   655.79	   529.89	    -0.33	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.33	   653.03	   525.68	    -0.01	     0.02	    -2.76	    -4.21	     0.32	    -5.04	  -252.47
     1.36	   655.11	   528.49	    -0.67	     0.02	     2.07	     2.81	    -0.67	     3.49	   161.46
     1.38	   653.03	   526.38	     0.13	     0.02	    -2.07	    -2.11	     0.80	    -2.96	  -144.85
     1.40	   653.03	   525.68	     0.04	     0.02	     0.00	    -0.70	    -0.09	     0.70	    35.50
     1.41	   653.03	   525.68	     0.04	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.43	   653.03	   525.68	     0.04	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.45	   653.03	   525.68	     0.04	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.48	   654.42	   527.09	     0.02	     0.02	     1.38	     1.41	    -0.02	     1.97	    84.63
     1.50	   653.03	   527.08	    -0.02	     0.02	    -1.39	    -0.01	    -0.04	    -1.39	   -69.72
     1.51	   653.03	   527.08	    -0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.53	   653.14	   508.20	     0.97	     0.02	     0.11	   -18.88	     0.99	    18.88	   931.76
     1.55	   683.05	   512.55	     1.34	     0.02	    29.91	     4.34	     0.37	    30.22	  1506.93
