     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
    0.000	    0.000	  527.888	    0.039	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
    9.392	    9.390	  527.888	    0.039	    9.392	    9.390	    0.000	    0.000	    9.390	  999.784
   31.989	   31.980	  527.888	    0.039	   22.597	   22.590	    0.000	    0.000	   22.590	  999.687
   51.820	   51.820	  527.879	    0.039	   19.831	   19.840	   -0.009	   -0.001	   19.840	 1000.457
   69.503	   69.500	  527.879	    0.039	   17.683	   17.680	    0.000	    0.000	   17.680	  999.829
   89.491	   89.490	  527.888	   -0.005	   19.988	   19.990	    0.009	   -0.043	   19.990	 1000.097
  109.512	  109.510	  527.888	    0.039	   20.021	   20.020	    0.000	    0.044	   20.020	  999.952
  130.298	  130.290	  527.888	   -0.005	   20.786	   20.780	    0.000	   -0.044	   20.780	  999.709
  151.286	  151.280	  529.261	    0.017	   20.988	   20.990	    1.373	    0.022	   21.035	 1002.233
  170.003	  170.000	  529.261	    0.017	   18.717	   18.720	    0.000	    0.000	   18.720	 1000.158
  190.460	  190.460	  527.888	    0.039	   20.457	   20.460	   -1.373	    0.022	   20.506	 1002.396
  210.589	  210.580	  527.888	   -0.005	   20.129	   20.120	    0.000	   -0.044	   20.120	  999.554
  232.048	  232.040	  527.888	    0.039	   21.459	   21.460	    0.000	    0.044	   21.460	 1000.053
  249.678	  249.670	  527.888	    0.039	   17.630	   17.630	    0.000	    0.000	   17.630	  999.995
  269.971	  269.970	  527.888	    0.039	   20.293	   20.300	    0.000	    0.000	   20.300	 1000.345
  291.161	  291.160	  527.888	    0.039	   21.190	   21.190	    0.000	    0.000	   21.190	 1000.003
  311.385	  311.380	  527.888	    0.039	   20.224	   20.220	    0.000	    0.000	   20.220	  999.798
  331.471	  331.470	  529.261	    0.017	   20.086	   20.090	    1.373	   -0.022	   20.137	 1002.530
  350.213	  350.210	  529.261	    0.017	   18.742	   18.740	    0.000	    0.000	   18.740	  999.901
  372.094	  372.090	  527.888	    0.039	   21.881	   21.880	   -1.373	    0.022	   21.923	 1001.917
  391.348	  391.340	  529.261	   -0.026	   19.254	   19.250	    1.373	   -0.065	   19.299	 1002.335
  414.377	  414.370	  527.888	    0.039	   23.029	   23.030	   -1.373	    0.065	   23.071	 1001.816
  431.515	  431.510	  527.888	   -0.005	   17.138	   17.140	    0.000	   -0.044	   17.140	 1000.118
  450.092	  450.090	  527.888	   -0.005	   18.577	   18.580	    0.000	    0.000	   18.580	 1000.169
  471.304	  471.300	  527.888	    0.039	   21.212	   21.210	    0.000	    0.044	   21.210	  999.901
  489.915	  489.910	  527.888	    0.039	   18.611	   18.610	    0.000	    0.000	   18.610	  999.949
  510.019	  510.010	  527.888	    0.039	   20.104	   20.100	    0.000	    0.000	   20.100	  999.804
  530.079	  530.070	  527.888	    0.039	   20.060	   20.060	    0.000	    0.000	   20.060	  999.998
  551.171	  551.170	  527.888	    0.039	   21.092	   21.100	    0.000	    0.000	   21.100	 1000.382
  571.311	  571.310	  529.270	    0.017	   20.140	   20.140	    1.382	   -0.022	   20.187	 1002.356
  592.071	  592.070	  527.888	    0.039	   20.760	   20.760	   -1.382	    0.022	   20.806	 1002.212
  612.333	  612.330	  527.888	    0.039	   20.262	   20.260	    0.000	    0.000	   20.260	  999.901
  631.110	  631.110	  527.888	    0.039	   18.777	   18.780	    0.000	    0.000	   18.780	 1000.153
  651.354	  651.350	  527.888	    0.039	   20.244	   20.240	    0.000	    0.000	   20.240	  999.807
  671.226	  671.220	  529.261	    0.017	   19.872	   19.870	    1.373	   -0.022	   19.917	 1002.287
  693.652	  693.650	  527.888	    0.039	   22.426	   22.430	   -1.373	    0.022	   22.472	 1002.047
  714.508	  714.500	  527.888	    0.039	   20.856	   20.850	    0.000	    0.000	   20.850	  999.716
  731.071	  731.070	  527.888	    0.039	   16.563	   16.570	    0.000	    0.000	   16.570	 1000.413
  751.262	  751.260	  527.888	    0.039	   20.191	   20.190	    0.000	    0.000	   20.190	  999.955
  772.940	  772.940	  529.261	    0.017	   21.678	   21.680	    1.373	   -0.022	   21.723	 1002.097
