time 		pos x 		pos y 		angle 		
0.0 		315.37 		564.8 		0.34 		
0.02 		316.77 		563.42 		0.59 		
0.04 		316.77 		563.42 		0.59 		
0.06 		316.77 		563.42 		0.59 		
0.08 		316.77 		563.42 		0.59 		
0.1 		325.76 		595.63 		-1.49 		
0.12 		315.37 		564.8 		0.79 		
0.14 		316.77 		563.42 		0.41 		
0.16 		316.77 		563.42 		0.41 		
0.18 		315.37 		564.8 		0.82 		
0.2 		315.37 		564.8 		0.82 		
0.22 		315.37 		564.8 		0.82 		
0.24 		325.76 		596.33 		-1.53 		
0.26 		325.76 		596.33 		-1.53 		
0.28 		316.77 		563.42 		0.75 		
0.3 		316.77 		563.42 		0.81 		
0.32 		325.76 		596.33 		-0.62 		
0.34 		315.37 		564.8 		0.77 		
0.36 		315.37 		564.8 		0.77 		
0.38 		315.37 		564.8 		0.77 		
0.4 		315.37 		564.8 		0.77 		
0.42 		325.76 		596.33 		-1.49 		
0.44 		325.76 		596.33 		-1.49 		
0.46 		315.37 		564.8 		0.15 		
0.48 		325.76 		596.33 		-1.49 		
0.5 		325.76 		596.33 		-1.49 		
0.52 		325.76 		596.33 		-1.49 		
0.54 		316.76 		564.82 		0.03 		
0.56 		325.76 		596.33 		-1.49 		
0.58 		325.76 		596.33 		-1.53 		
0.6 		315.37 		564.8 		0.74 		
0.62 		315.37 		564.8 		0.74 		
0.64 		353.56 		626.51 		-0.98 		
0.66 		325.76 		596.33 		-1.53 		
0.68 		325.76 		596.33 		-1.53 		
0.7 		325.76 		596.33 		-1.53 		
0.72 		325.76 		596.33 		-1.49 		
0.74 		315.36 		566.2 		0.48 		
0.76 		316.77 		563.42 		0.42 		
0.78 		325.76 		596.33 		-1.49 		
0.8 		325.76 		596.33 		-1.53 		
0.82 		325.76 		596.33 		-1.53 		
0.84 		316.77 		563.42 		0.87 		
0.86 		325.76 		596.33 		-0.62 		
0.88 		315.37 		564.8 		0.68 		
0.9 		315.37 		564.8 		0.68 		
0.92 		352.95 		605.59 		-0.9 		
0.94 		350.08 		625.1 		-1.06 		
0.96 		350.08 		625.1 		-1.06 		
0.98 		350.08 		625.1 		-1.06 		
1.0 		350.08 		625.1 		-1.06 		
1.02 		356.34 		626.52 		-1.11 		
1.04 		316.81 		548.03 		0.92 		
1.06 		316.81 		548.03 		0.92 		
1.08 		316.81 		548.03 		0.92 		
1.1 		422.29 		550.83 		3.01 		
1.12 		319.66 		525.66 		0.72 		
1.14 		319.66 		525.66 		0.72 		
1.16 		319.66 		525.66 		0.72 		
1.18 		321.08 		513.07 		0.81 		
1.2 		330.12 		537.64 		-1.51 		
1.22 		330.12 		537.64 		-1.51 		
1.24 		322.52 		490.67 		0.91 		
1.26 		322.52 		490.67 		0.91 		
1.28 		322.52 		490.67 		0.91 		
1.3 		322.52 		490.67 		0.91 		
1.32 		333.0 		497.06 		-1.47 		
1.34 		325.37 		457.04 		-0.12 		
1.36 		326.79 		445.83 		0.86 		
1.38 		326.79 		445.83 		0.86 		
1.4 		326.79 		445.83 		0.86 		
1.42 		326.79 		445.83 		0.86 		
1.44 		326.79 		445.83 		0.86 		
1.46 		338.68 		450.84 		-1.51 		
1.48 		338.69 		441.02 		-1.46 		
1.5 		331.02 		402.32 		0.85 		
1.52 		331.02 		402.32 		0.85 		
1.54 		331.02 		402.32 		0.85 		
1.56 		331.02 		402.32 		0.85 		
1.58 		331.02 		402.32 		0.85 		
1.6 		335.24 		362.96 		0.91 		
1.62 		335.24 		362.96 		0.91 		
1.64 		335.24 		362.96 		0.91 		
1.66 		338.05 		343.97 		0.57 		
1.68 		347.15 		366.6 		-1.46 		
1.7 		339.45 		327.78 		0.88 		
1.72 		342.25 		315.11 		0.66 		
1.74 		393.4 		302.12 		1.27 		
1.76 		393.4 		302.12 		1.27 		
1.78 		352.76 		325.79 		-1.46 		
1.8 		354.16 		317.34 		-1.44 		
1.82 		355.56 		306.77 		-1.46 		
1.84 		355.56 		306.77 		-1.46 		
1.86 		349.23 		265.73 		0.91 		
1.88 		457.19 		255.31 		2.92 		
1.91 		358.36 		279.26 		-1.42 		
1.95 		361.16 		266.56 		-1.41 		
1.97 		354.81 		227.57 		0.87 		
1.99 		354.81 		227.57 		0.87 		
2.0 		354.81 		227.57 		0.87 		
2.03 		368.14 		225.58 		-1.43 		
2.04 		368.14 		225.58 		-1.43 		
2.06 		363.18 		185.09 		0.48 		
2.08 		364.57 		176.58 		0.8 		
2.1 		365.96 		168.78 		0.51 		
2.12 		365.96 		168.78 		0.51 		
2.14 		372.3 		187.32 		-1.39 		
2.16 		372.3 		187.32 		-1.39 		
2.18 		371.51 		133.46 		0.57 		
2.2 		371.51 		133.46 		0.57 		
2.22 		371.51 		133.46 		0.57 		
2.24 		419.86 		52.86 		3.04 		
2.27 		401.13 		99.75 		-1.37 		
2.29 		402.51 		96.99 		-1.42 		
2.31 		405.3 		87.43 		-1.42 		
2.33 		408.08 		77.75 		-1.43 		
2.35 		408.08 		77.75 		-1.43 		
2.37 		408.09 		68.09 		-1.42 		
2.39 		409.48 		59.8 		-1.41 		
2.41 		413.64 		47.36 		-1.42 		
2.43 		413.64 		39.08 		-1.39 		
2.45 		413.64 		39.08 		-1.39 		
2.47 		416.42 		28.03 		-1.41 		
2.49 		417.8 		16.3 		-1.4 		
2.51 		414.35 		-19.54 		0.91 		
2.53 		420.57 		0.42 		-1.39 		
2.55 		420.57 		0.42 		-1.39 		
2.57 		420.57 		0.42 		-1.39 		
2.59 		424.73 		-21.66 		-1.37 		
2.61 		427.49 		-31.32 		-1.37 		
2.63 		427.49 		-31.32 		-1.37 		
2.65 		430.25 		-42.35 		-1.42 		
2.67 		430.25 		-50.62 		-1.37 		
2.69 		433.01 		-61.66 		-1.37 		
2.71 		429.52 		-99.53 		1.5 		
2.73 		429.52 		-99.53 		1.5 		
2.75 		435.76 		-80.96 		-1.33 		
2.77 		433.65 		-120.22 		1.51 		
2.79 		433.65 		-120.22 		1.51 		
2.8 		433.65 		-120.22 		1.51 		
2.83 		444.04 		-111.3 		-1.37 		
2.85 		440.53 		-150.54 		1.52 		
2.87 		448.16 		-131.97 		-1.35 		
2.89 		449.53 		-141.62 		-1.34 		
2.91 		449.53 		-141.62 		-1.34 		
2.93 		453.67 		-151.27 		-0.54 		
2.95 		455.04 		-162.29 		-1.38 		
2.97 		457.79 		-171.94 		-1.37 		
2.99 		455.63 		-212.57 		0.85 		
3.01 		455.63 		-212.57 		0.85 		
3.03 		461.9 		-191.24 		-1.36 		
3.05 		464.64 		-203.64 		-1.4 		
3.07 		462.49 		-242.9 		1.53 		
3.09 		462.49 		-242.9 		1.53 		
3.11 		465.23 		-253.23 		0.94 		
3.13 		459.84 		-170.58 		-0.82 		
3.15 		470.71 		-275.98 		1.55 		
3.17 		470.69 		-282.87 		1.54 		
3.19 		470.69 		-282.87 		1.54 		
3.21 		479.72 		-265.66 		-1.38 		
3.23 		479.72 		-265.66 		-1.38 		
3.25 		480.28 		-317.35 		1.56 		
3.27 		483.01 		-328.38 		1.56 		
3.29 		483.01 		-328.38 		1.56 		
3.31 		484.37 		-336.66 		1.55 		
3.33 		487.11 		-347.69 		1.55 		
3.35 		489.84 		-357.35 		1.58 		
3.37 		489.84 		-357.35 		1.58 		
3.39 		496.13 		-335.98 		-1.34 		
3.41 		495.31 		-378.05 		1.57 		
3.43 		498.04 		-390.47 		1.57 		
3.45 		500.78 		-398.75 		1.57 		
3.47 		500.78 		-398.75 		1.57 		
3.49 		503.5 		-411.18 		1.58 		
3.51 		504.86 		-419.47 		1.58 		
3.53 		507.59 		-429.83 		1.58 		
3.55 		510.32 		-441.57 		1.58 		
3.57 		510.32 		-441.57 		1.58 		
3.59 		514.42 		-454.01 		1.59 		
3.61 		517.16 		-463.68 		1.58 		
3.63 		519.89 		-473.36 		1.58 		
3.65 		519.89 		-473.36 		1.58 		
3.67 		522.62 		-483.04 		1.6 		
3.69 		525.35 		-494.11 		1.59 		
3.71 		529.46 		-506.56 		1.61 		
3.73 		534.39 		-483.03 		-1.31 		
3.75 		534.39 		-483.03 		-1.31 		
3.77 		532.16 		-523.17 		1.59 		
3.79 		534.89 		-532.86 		1.59 		
3.81 		534.89 		-532.86 		1.59 		
3.84 		541.74 		-552.25 		1.58 		
3.85 		541.74 		-552.25 		1.58 		
3.87 		548.06 		-532.15 		-1.33 		
3.89 		547.19 		-575.82 		1.58 		
3.91 		551.31 		-584.14 		1.57 		
3.93 		552.66 		-593.85 		1.57 		
3.95 		552.66 		-593.85 		1.57 		
3.97 		552.66 		-593.85 		1.57 		
3.99 		552.66 		-593.85 		1.57 		
4.01 		560.86 		-621.61 		1.57 		
4.03 		560.86 		-621.61 		1.57 		
4.05 		560.83 		-627.17 		1.55 		
4.07 		563.57 		-635.5 		1.55 		
4.09 		563.54 		-641.06 		1.54 		
4.11 		566.29 		-648.01 		1.55 		
4.13 		566.29 		-648.01 		1.55 		
4.15 		566.26 		-653.58 		1.55 		
4.17 		566.24 		-657.75 		1.54 		
4.19 		566.23 		-660.53 		1.54 		
4.21 		566.21 		-664.71 		1.53 		
4.23 		566.21 		-664.71 		1.53 		
4.25 		566.2 		-667.49 		1.52 		
4.27 		566.18 		-670.97 		1.52 		
4.29 		566.85 		-675.84 		1.53 		
4.31 		566.15 		-677.24 		1.51 		
4.33 		566.15 		-677.24 		1.51 		
4.35 		566.14 		-678.63 		1.5 		
4.37 		567.51 		-682.8 		1.51 		
4.39 		566.13 		-681.41 		1.51 		
4.41 		566.13 		-681.41 		1.51 		
4.43 		566.13 		-681.41 		1.52 		
4.45 		567.5 		-684.2 		1.5 		
4.47 		567.49 		-686.98 		1.51 		
4.49 		567.49 		-686.98 		1.51 		
4.51 		567.49 		-686.98 		1.51 		
4.53 		567.49 		-686.98 		1.51 		
4.55 		567.49 		-686.98 		1.51 		
4.57 		567.49 		-686.98 		1.51 		
4.59 		573.89 		-652.86 		-1.43 		
4.61 		573.89 		-652.86 		-1.43 		
4.63 		566.11 		-685.6 		1.49 		
4.65 		572.5 		-654.25 		-1.4 		
4.67 		567.5 		-685.59 		1.51 		
4.69 		567.5 		-685.59 		1.51 		
4.71 		567.49 		-686.98 		1.5 		
4.73 		567.5 		-685.59 		1.5 		
4.75 		572.5 		-652.86 		-1.4 		
4.77 		612.63 		-689.01 		1.75 		
4.79 		612.63 		-689.01 		1.75 		
4.81 		566.12 		-684.2 		1.5 		
4.83 		572.5 		-654.25 		-1.39 		
4.85 		567.49 		-686.98 		1.51 		
4.87 		567.49 		-686.98 		1.51 		
4.89 		572.5 		-654.25 		-1.39 		
4.91 		567.49 		-686.98 		1.51 		
4.93 		567.5 		-685.59 		1.52 		
4.95 		567.5 		-685.59 		1.52 		
4.97 		567.5 		-685.59 		1.52 		
4.99 		567.5 		-685.59 		1.52 		
5.01 		567.5 		-685.59 		1.51 		
5.03 		572.52 		-650.08 		-1.41 		
5.05 		567.49 		-686.98 		1.51 		
5.07 		567.49 		-686.98 		1.51 		
5.09 		572.5 		-652.86 		-1.4 		
5.11 		566.12 		-682.81 		1.5 		
5.13 		567.49 		-686.98 		1.52 		
5.15 		573.89 		-654.25 		-1.42 		
5.17 		573.89 		-654.25 		-1.42 		
5.19 		567.5 		-685.59 		1.51 		
5.21 		572.5 		-654.25 		-1.4 		
5.23 		567.49 		-686.98 		1.51 		
5.25 		567.49 		-686.98 		1.51 		
5.27 		572.5 		-654.25 		-1.4 		
5.29 		567.49 		-686.98 		1.5 		
5.31 		566.12 		-684.2 		1.5 		
5.33 		567.5 		-685.59 		1.51 		
5.35 		567.5 		-685.59 		1.51 		
5.37 		566.11 		-685.6 		0.89 		
5.39 		573.89 		-654.25 		-1.46 		
5.41 		573.89 		-654.25 		-1.46 		
5.43 		573.89 		-654.25 		-1.46 		
5.45 		572.5 		-654.25 		-1.39 		
5.47 		573.89 		-654.25 		-1.42 		
5.49 		566.12 		-684.2 		1.5 		
5.51 		567.49 		-686.98 		1.5 		
5.53 		567.49 		-686.98 		1.5 		
5.55 		573.89 		-654.25 		-1.42 		
5.57 		567.5 		-685.59 		1.51 		
5.59 		566.12 		-684.2 		1.5 		
5.61 		567.5 		-685.59 		1.52 		
5.63 		567.5 		-685.59 		1.52 		
5.65 		566.11 		-685.6 		1.49 		
5.67 		572.5 		-653.56 		-1.39 		
5.69 		567.5 		-685.59 		1.51 		
5.71 		567.5 		-685.59 		1.52 		
5.73 		567.5 		-685.59 		1.52 		
5.75 		567.5 		-685.59 		1.51 		
5.77 		567.49 		-686.98 		1.5 		
5.79 		566.12 		-684.2 		1.49 		
5.81 		566.12 		-684.2 		1.49 		
5.83 		566.12 		-684.2 		1.52 		
5.85 		567.5 		-685.59 		1.51 		
5.87 		573.88 		-655.64 		-1.42 		
5.89 		567.49 		-686.98 		1.5 		
5.91 		567.49 		-686.98 		1.5 		
5.93 		567.49 		-688.38 		1.51 		
5.96 		571.12 		-652.86 		-1.37 		
5.98 		571.12 		-652.86 		-1.37 		
5.99 		571.12 		-652.86 		-1.37 		
6.01 		572.5 		-654.25 		-1.39 		
6.03 		567.5 		-685.59 		1.51 		
6.06 		573.89 		-654.25 		-1.42 		
6.08 		567.5 		-685.59 		1.51 		
6.1 		572.5 		-654.95 		-1.39 		
6.12 		572.5 		-654.95 		-1.39 		
6.14 		567.5 		-685.59 		1.51 		
6.16 		567.49 		-686.98 		1.52 		
6.18 		567.49 		-688.38 		1.51 		
6.2 		566.11 		-685.6 		1.5 		
6.22 		566.11 		-685.6 		1.5 		
6.24 		572.5 		-654.25 		-1.39 		
6.25 		572.5 		-654.25 		-1.39 		
6.27 		572.5 		-654.25 		-1.39 		
6.3 		572.5 		-652.86 		-1.4 		
6.32 		567.5 		-685.59 		1.5 		
6.34 		567.5 		-684.89 		1.51 		
6.36 		567.5 		-685.59 		1.52 		
6.38 		572.5 		-654.25 		-1.4 		
6.4 		572.5 		-654.25 		-1.4 		
6.42 		567.5 		-684.89 		1.51 		
6.44 		567.49 		-686.98 		1.51 		
6.46 		572.5 		-654.25 		-1.4 		
6.48 		572.5 		-654.25 		-1.4 		
6.5 		572.5 		-654.25 		-1.4 		
6.52 		572.5 		-654.25 		-1.4 		
6.54 		573.89 		-654.25 		-1.42 		
6.56 		571.81 		-652.86 		-1.39 		
6.58 		571.81 		-652.86 		-1.39 		
6.6 		567.49 		-686.98 		1.5 		
6.62 		572.5 		-652.86 		-1.4 		
6.64 		572.5 		-654.25 		-1.39 		
6.66 		567.5 		-685.59 		1.51 		
6.68 		567.5 		-685.59 		1.51 		
6.7 		567.49 		-686.98 		1.51 		
6.72 		567.49 		-686.98 		1.51 		
6.74 		567.49 		-686.98 		1.51 		
6.77 		567.5 		-685.59 		1.52 		
6.78 		567.5 		-685.59 		1.52 		
6.8 		567.5 		-685.59 		1.52 		
6.82 		567.5 		-685.59 		1.52 		
6.84 		566.12 		-684.2 		1.52 		
6.86 		566.12 		-684.2 		1.52 		
6.88 		567.5 		-685.59 		1.52 		
6.9 		572.5 		-654.25 		-1.4 		
6.92 		567.5 		-685.59 		1.5 		
6.94 		566.11 		-685.6 		1.51 		
6.96 		566.11 		-685.6 		1.51 		
6.98 		567.5 		-685.59 		1.51 		
7.0 		567.5 		-685.59 		1.52 		
7.02 		573.89 		-654.25 		-1.42 		
7.04 		567.5 		-685.59 		1.51 		
7.06 		567.5 		-685.59 		1.51 		
7.08 		567.5 		-685.59 		1.51 		
7.1 		567.49 		-686.98 		1.52 		
7.12 		572.5 		-654.25 		-1.4 		
7.14 		566.12 		-684.2 		1.51 		
7.16 		566.12 		-684.2 		1.51 		
7.18 		567.49 		-686.98 		1.51 		
7.2 		573.88 		-656.34 		-1.42 		
7.22 		573.88 		-656.34 		-1.42 		
7.24 		573.88 		-656.34 		-1.42 		
7.26 		573.88 		-656.34 		-1.42 		
7.28 		566.11 		-685.6 		1.5 		
7.3 		566.11 		-685.6 		1.5 		
7.32 		566.11 		-685.6 		1.51 		
7.34 		566.11 		-685.6 		1.51 		
7.36 		573.88 		-656.34 		-1.41 		
7.38 		567.5 		-685.59 		1.51 		
7.4 		567.5 		-685.59 		1.51 		
7.42 		567.5 		-685.59 		1.51 		
7.44 		572.5 		-652.86 		-1.4 		
7.46 		567.49 		-686.98 		1.51 		
7.48 		573.89 		-654.25 		-1.42 		
7.5 		573.89 		-654.25 		-1.42 		
7.52 		573.89 		-654.25 		-1.42 		
7.54 		610.55 		-687.62 		1.28 		
7.56 		610.55 		-687.62 		1.28 		
7.58 		610.55 		-687.62 		1.28 		
7.6 		567.49 		-686.98 		1.5 		
7.62 		567.49 		-686.98 		1.5 		
7.64 		572.5 		-654.25 		-1.39 		
7.66 		573.89 		-652.86 		-1.46 		
7.68 		566.12 		-684.2 		1.49 		
7.7 		566.12 		-684.2 		1.49 		
7.72 		566.12 		-684.2 		1.49 		
7.74 		566.12 		-684.2 		1.49 		
7.76 		572.5 		-654.25 		-1.4 		
7.78 		567.49 		-686.98 		1.5 		
7.8 		573.89 		-654.25 		-1.42 		
7.82 		573.89 		-654.25 		-1.42 		
7.84 		573.89 		-654.25 		-1.42 		
7.86 		573.89 		-654.25 		-1.42 		
7.88 		567.5 		-685.59 		0.91 		
7.9 		567.5 		-685.59 		0.91 		
7.92 		573.88 		-656.34 		-1.41 		
7.94 		566.12 		-684.2 		1.51 		
7.96 		572.5 		-654.25 		-1.4 		
7.98 		571.12 		-652.86 		-1.37 		
8.0 		571.12 		-652.86 		-1.37 		
8.02 		567.5 		-685.59 		1.51 		
8.04 		572.5 		-654.25 		-1.39 		
8.06 		567.5 		-685.59 		1.5 		
8.08 		567.5 		-685.59 		1.5 		
8.1 		572.5 		-654.25 		-1.4 		
8.12 		567.49 		-686.98 		1.51 		
8.14 		573.89 		-654.25 		-1.42 		
8.16 		571.12 		-652.86 		-1.38 		
8.18 		571.12 		-652.86 		-1.38 		
8.2 		566.12 		-684.2 		1.5 		
8.22 		567.5 		-685.59 		1.51 		
8.24 		567.5 		-685.59 		1.51 		
8.26 		567.5 		-685.59 		1.51 		
8.28 		566.11 		-685.6 		1.49 		
8.3 		566.11 		-685.6 		1.5 		
8.32 		567.49 		-686.98 		1.52 		
8.34 		572.5 		-654.25 		-1.4 		
8.36 		572.5 		-654.25 		-1.4 		
8.38 		573.89 		-654.25 		-1.42 		
8.4 		567.5 		-685.59 		1.52 		
8.42 		573.89 		-652.86 		-1.43 		
8.44 		566.12 		-684.2 		1.49 		
8.46 		566.12 		-684.2 		1.49 		
8.48 		572.5 		-654.25 		-1.39 		
8.5 		573.88 		-654.95 		-1.42 		
8.52 		571.12 		-652.86 		-1.37 		
8.55 		567.5 		-685.59 		1.51 		
8.56 		567.5 		-685.59 		1.51 		
8.58 		566.11 		-685.6 		1.52 		
8.6 		572.5 		-654.25 		-1.39 		
8.62 		567.5 		-685.59 		1.51 		
8.64 		573.89 		-652.86 		-1.42 		
8.66 		573.89 		-652.86 		-1.42 		
8.68 		567.49 		-686.98 		1.51 		
8.7 		567.49 		-686.98 		1.51 		
8.72 		567.49 		-686.98 		1.51 		
8.74 		567.5 		-685.59 		1.49 		
8.76 		567.49 		-686.98 		1.51 		
8.78 		572.5 		-654.25 		-1.39 		
8.8 		567.5 		-685.59 		1.51 		
8.83 		567.49 		-686.98 		0.97 		
8.84 		567.49 		-686.98 		0.97 		
8.86 		567.5 		-686.29 		1.52 		
8.88 		572.5 		-654.25 		-1.39 		
8.9 		572.5 		-654.25 		-1.39 		
8.92 		572.5 		-654.25 		-1.39 		
8.94 		566.11 		-685.6 		1.51 		
8.97 		566.11 		-685.6 		1.51 		
8.98 		566.11 		-685.6 		1.51 		
9.0 		566.11 		-685.6 		1.51 		
9.02 		566.11 		-685.6 		1.51 		
9.04 		566.12 		-682.81 		1.51 		
9.07 		572.5 		-654.25 		-1.39 		
9.08 		572.5 		-654.25 		-1.39 		
9.1 		572.5 		-654.25 		-1.39 		
9.13 		567.49 		-686.98 		1.51 		
