time 		pos x 		pos y 		angle 		
0.0 		-512.66 		737.28 		2.22 		
0.02 		-512.66 		737.28 		2.22 		
0.04 		-512.67 		738.67 		2.23 		
0.06 		-512.67 		738.67 		2.23 		
0.08 		-512.66 		737.28 		2.25 		
0.1 		-512.66 		737.28 		2.22 		
0.12 		-512.66 		737.28 		2.22 		
0.14 		-512.66 		737.28 		2.22 		
0.16 		-512.66 		737.28 		2.19 		
0.18 		-512.66 		737.28 		2.18 		
0.2 		-512.66 		737.28 		2.22 		
0.22 		-512.66 		737.28 		2.22 		
0.24 		-512.66 		737.28 		2.22 		
0.26 		-512.66 		737.28 		2.22 		
0.28 		-512.64 		735.89 		2.2 		
0.3 		-512.66 		737.28 		2.22 		
0.32 		-512.66 		737.28 		2.19 		
0.34 		-512.66 		737.28 		2.19 		
0.36 		-512.66 		737.28 		2.18 		
0.38 		-512.66 		737.28 		2.2 		
0.4 		-512.66 		737.28 		2.22 		
0.42 		-512.66 		737.28 		2.22 		
0.44 		-512.66 		737.28 		2.22 		
0.46 		-512.66 		737.28 		2.22 		
0.48 		-512.66 		737.28 		2.22 		
0.5 		-512.66 		737.28 		2.22 		
0.52 		-512.66 		737.28 		2.22 		
0.54 		-512.66 		737.28 		2.18 		
0.56 		-512.66 		737.28 		2.22 		
0.58 		-512.66 		737.28 		2.18 		
0.6 		-512.66 		737.28 		2.19 		
0.62 		-512.66 		737.28 		2.19 		
0.64 		-512.66 		737.28 		2.22 		
0.66 		-512.66 		737.28 		2.22 		
0.68 		-512.66 		737.28 		2.22 		
0.7 		-512.66 		737.28 		2.22 		
0.72 		-512.66 		737.28 		2.22 		
0.74 		-512.66 		737.28 		2.16 		
0.76 		-512.66 		737.28 		2.22 		
0.78 		-512.66 		737.28 		2.22 		
0.8 		-512.66 		737.28 		2.22 		
0.82 		-512.66 		737.28 		2.22 		
0.84 		-512.66 		737.28 		2.22 		
0.86 		-512.66 		737.28 		2.22 		
0.88 		-512.66 		737.28 		2.22 		
0.9 		-512.66 		737.28 		2.22 		
0.92 		-512.66 		737.28 		2.22 		
0.94 		-512.66 		737.28 		2.22 		
0.96 		-512.66 		737.28 		2.22 		
0.98 		-512.66 		737.28 		2.22 		
1.0 		-512.66 		737.28 		2.22 		
1.02 		-512.66 		737.28 		2.22 		
1.04 		-512.66 		737.28 		2.19 		
1.06 		-512.66 		737.28 		2.18 		
1.08 		-512.66 		737.28 		2.18 		
1.1 		-512.66 		737.28 		2.22 		
1.12 		-512.66 		737.28 		2.22 		
1.14 		-511.96 		737.28 		2.23 		
1.16 		-512.66 		737.28 		2.22 		
1.18 		-512.66 		737.28 		2.22 		
1.2 		-512.66 		737.28 		2.25 		
1.22 		-512.66 		737.28 		2.22 		
1.24 		-512.67 		738.67 		2.2 		
1.26 		-512.66 		737.28 		2.22 		
1.28 		-512.66 		737.28 		2.22 		
1.3 		-512.66 		737.28 		2.22 		
1.32 		-512.66 		737.28 		2.25 		
1.34 		-512.66 		737.28 		2.19 		
1.36 		-512.66 		737.28 		2.19 		
1.38 		-512.66 		737.28 		2.18 		
1.4 		-512.66 		737.28 		2.18 		
1.42 		-512.66 		737.28 		2.18 		
1.44 		-512.66 		737.28 		2.19 		
1.46 		-512.66 		737.28 		2.19 		
1.48 		-512.66 		737.28 		2.22 		
1.5 		-512.66 		737.28 		2.22 		
1.52 		-512.66 		737.28 		2.22 		
1.54 		-512.66 		737.28 		2.22 		
1.56 		-512.66 		737.28 		2.22 		
1.58 		-512.67 		738.67 		2.19 		
1.6 		-512.66 		737.28 		2.22 		
1.62 		-512.66 		737.28 		2.19 		
1.65 		-512.66 		737.28 		2.22 		
1.66 		-512.66 		737.28 		2.22 		
1.68 		-512.66 		737.28 		2.22 		
1.7 		-512.66 		737.28 		2.22 		
1.72 		-512.66 		737.28 		2.22 		
1.74 		-512.66 		737.28 		2.22 		
1.76 		-512.66 		737.28 		2.22 		
1.78 		-512.66 		737.28 		2.18 		
1.8 		-512.66 		737.28 		2.22 		
1.82 		-512.66 		737.28 		2.18 		
1.84 		-512.66 		737.28 		2.18 		
1.86 		-512.66 		737.28 		2.2 		
1.88 		-512.66 		737.28 		2.19 		
1.9 		-512.66 		737.28 		2.22 		
1.92 		-512.66 		737.28 		2.18 		
