     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
    0.000	   36.666	  875.190	   -1.553	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
   22.399	   36.666	  875.190	   -1.553	   22.399	    0.000	    0.000	    0.000	   -0.000	   -0.000
  150.591	   26.251	  846.516	    0.450	  128.192	  -10.415	  -28.674	    2.003	  -30.507	 -237.980
  152.912	   26.251	  846.516	    0.450	    2.321	    0.000	    0.000	    0.000	   -0.000	   -0.000
  174.042	  139.631	  849.824	    2.969	   21.130	  113.381	    3.308	    2.518	  113.429	 5368.125
  194.274	  139.631	  849.824	    2.969	   20.232	    0.000	    0.000	    0.000	   -0.000	   -0.000
  213.814	   36.666	  875.190	   -1.552	   19.540	 -102.966	   25.366	   -4.521	 -106.044	-5427.013
  233.743	   36.666	  875.190	   -1.553	   19.929	    0.000	    0.000	   -0.001	   -0.000	   -0.000
  253.980	   37.371	  875.193	   -1.565	   20.237	    0.705	    0.003	   -0.012	    0.705	   34.847
  274.862	   36.657	  876.587	   -1.553	   20.882	   -0.714	    1.394	    0.012	   -1.566	  -75.007
  293.778	   36.657	  876.587	   -1.553	   18.916	    0.000	    0.000	    0.000	   -0.000	   -0.000
  313.957	   36.657	  876.587	   -1.553	   20.179	    0.000	    0.000	   -0.001	   -0.000	   -0.000
  333.872	   36.657	  876.587	   -1.553	   19.915	    0.000	    0.000	    0.000	   -0.000	   -0.000
  353.904	   36.643	  878.683	   -1.893	   20.032	   -0.014	    2.096	   -0.340	   -2.096	 -104.611
  374.317	   36.643	  878.683	   -1.893	   20.413	    0.000	    0.000	    0.000	   -0.000	   -0.000
  393.918	   36.657	  876.587	   -1.553	   19.601	    0.014	   -2.096	    0.340	    2.096	  106.911
  414.207	   57.360	  829.225	    1.001	   20.289	   20.703	  -47.362	    2.554	   51.690	 2547.684
  437.512	  141.898	  826.823	    2.783	   23.305	   84.538	   -2.402	    1.782	   84.572	 3628.921
  457.967	   36.666	  875.190	   -0.750	   20.455	 -105.232	   48.368	   -3.534	 -115.815	-5661.925
  476.272	   36.666	  875.190	   -0.750	   18.305	    0.000	    0.000	    0.000	   -0.000	   -0.000
  494.123	   36.666	  875.190	   -1.529	   17.851	    0.000	    0.000	   -0.779	   -0.000	   -0.000
  515.792	   36.666	  875.190	   -1.553	   21.669	    0.000	    0.000	   -0.024	   -0.000	   -0.000
  535.942	   36.666	  875.190	   -1.553	   20.150	    0.000	    0.000	    0.000	   -0.000	   -0.000
  555.828	   37.362	  876.590	   -0.716	   19.886	    0.696	    1.400	    0.837	    1.563	   78.623
  575.023	   37.362	  876.590	   -0.716	   19.195	    0.000	    0.000	    0.000	   -0.000	   -0.000
  594.744	   20.006	  823.429	    0.494	   19.721	  -17.356	  -53.161	    1.210	  -55.922	-2835.674
  613.362	   20.006	  823.429	    0.494	   18.618	    0.000	    0.000	    0.000	   -0.000	   -0.000
  633.322	   20.006	  823.429	    0.494	   19.960	    0.000	    0.000	    0.000	   -0.000	   -0.000
  657.788	   39.470	  878.694	   -2.017	   24.466	   19.464	   55.265	   -2.511	   58.592	 2394.845
  674.003	   39.470	  878.694	   -2.017	   16.215	    0.000	    0.000	    0.000	   -0.000	   -0.000
  693.985	   36.666	  875.190	   -1.553	   19.982	   -2.804	   -3.504	    0.464	   -4.488	 -224.595
  716.374	   36.657	  876.587	   -0.800	   22.389	   -0.009	    1.397	    0.753	   -1.397	  -62.397
  737.084	   36.904	  829.776	   -0.304	   20.710	    0.247	  -46.811	    0.496	   46.812	 2260.341
  756.149	   36.904	  829.776	   -0.304	   19.065	    0.000	    0.000	    0.000	   -0.000	   -0.000
  775.526	   36.666	  875.190	   -1.529	   19.377	   -0.238	   45.414	   -1.226	  -45.415	-2343.734
  797.289	   26.267	  843.722	    0.691	   21.763	  -10.399	  -31.468	    2.220	  -33.142	-1522.858
    0.000	    0.000	    0.000	    0.000	  797.289	  -10.399	  -31.468	    2.244	  -36.934	-2075.498
