time 		pos x 		pos y 		angle 		
0.0 		-601.23 		-540.79 		-2.72 		
0.02 		-601.25 		-540.08 		-2.71 		
0.04 		-601.26 		-539.37 		-2.71 		
0.06 		-601.26 		-539.37 		-2.71 		
0.08 		-601.96 		-539.38 		-2.72 		
0.1 		-601.96 		-539.38 		-2.69 		
0.12 		-601.25 		-540.08 		-2.71 		
0.14 		-601.25 		-540.08 		-2.71 		
0.16 		-601.99 		-537.96 		-2.67 		
0.18 		-601.96 		-539.38 		-2.72 		
0.2 		-601.96 		-539.38 		-2.7 		
0.22 		-601.96 		-539.38 		-2.72 		
0.24 		-601.96 		-539.38 		-2.72 		
0.26 		-601.96 		-539.38 		-2.72 		
0.28 		-601.96 		-539.38 		-2.72 		
0.3 		-601.23 		-540.79 		-2.6 		
0.32 		-601.25 		-540.08 		-2.12 		
0.34 		-601.25 		-540.08 		-2.12 		
0.36 		-603.36 		-540.11 		-2.72 		
0.38 		-601.96 		-539.38 		-2.72 		
0.4 		-601.96 		-539.38 		-2.7 		
0.42 		-601.96 		-539.38 		-2.7 		
0.44 		-601.98 		-538.67 		-2.7 		
0.46 		-601.96 		-539.38 		-2.7 		
0.48 		-601.26 		-539.37 		-2.72 		
0.5 		-603.38 		-538.69 		-2.7 		
0.52 		-603.38 		-538.69 		-2.7 		
0.54 		-601.96 		-539.38 		-2.7 		
0.56 		-601.95 		-540.09 		-2.24 		
0.58 		-601.23 		-540.79 		-2.72 		
0.6 		-601.24 		-540.08 		-2.73 		
0.62 		-601.24 		-540.08 		-2.73 		
0.64 		-601.95 		-540.09 		-2.71 		
0.66 		-601.96 		-539.38 		-2.72 		
0.68 		-601.96 		-539.38 		-2.72 		
0.7 		-601.96 		-539.38 		-2.72 		
0.72 		-601.25 		-540.08 		-2.73 		
0.74 		-601.25 		-540.08 		-2.73 		
0.76 		-601.27 		-538.66 		-2.69 		
0.78 		-601.22 		-541.5 		-2.73 		
0.8 		-601.22 		-541.5 		-2.73 		
0.82 		-601.95 		-540.09 		-2.73 		
0.84 		-601.26 		-539.37 		-2.72 		
0.86 		-603.36 		-540.11 		-2.72 		
0.88 		-601.26 		-539.37 		-2.7 		
0.9 		-601.26 		-539.37 		-2.7 		
0.92 		-601.95 		-540.09 		-2.71 		
0.94 		-601.95 		-540.09 		-2.71 		
0.96 		-601.95 		-540.09 		-2.71 		
0.99 		-601.96 		-539.38 		-2.72 		
1.01 		-601.96 		-539.38 		-2.72 		
1.02 		-601.25 		-540.08 		-2.58 		
1.04 		-601.96 		-539.38 		-2.72 		
1.07 		-601.25 		-540.08 		-2.71 		
1.09 		-601.25 		-540.08 		-2.71 		
1.1 		-601.25 		-540.08 		-2.71 		
1.12 		-601.25 		-540.08 		-2.71 		
1.14 		-601.25 		-540.08 		-2.71 		
1.16 		-601.23 		-540.79 		-2.74 		
1.18 		-601.23 		-540.79 		-2.74 		
1.2 		-601.23 		-540.79 		-2.72 		
1.22 		-601.23 		-540.79 		-2.72 		
1.24 		-601.23 		-540.79 		-2.72 		
1.26 		-601.96 		-539.38 		-2.7 		
1.28 		-601.96 		-539.38 		-2.7 		
1.3 		-602.02 		-536.54 		-2.67 		
1.32 		-603.36 		-540.11 		-2.72 		
1.35 		-601.96 		-539.38 		-2.72 		
1.36 		-603.34 		-540.82 		-2.72 		
1.38 		-603.34 		-540.82 		-2.72 		
1.4 		-603.37 		-539.4 		-2.71 		
1.42 		-601.25 		-540.08 		-2.73 		
1.44 		-603.34 		-540.82 		-2.73 		
1.46 		-603.34 		-540.82 		-2.73 		
1.48 		-601.95 		-540.09 		-2.73 		
1.5 		-601.25 		-540.08 		-2.73 		
1.53 		-601.25 		-540.08 		-2.71 		
1.55 		-601.25 		-540.08 		-2.72 		
1.56 		-601.25 		-540.08 		-2.72 		
1.58 		-601.96 		-539.38 		-2.57 		
1.6 		-601.96 		-539.38 		-2.7 		
1.63 		-601.96 		-539.38 		-2.7 		
1.65 		-602.0 		-537.25 		-2.84 		
1.67 		-601.95 		-540.09 		-2.73 		
1.68 		-601.25 		-540.08 		-2.73 		
1.71 		-601.95 		-540.09 		-2.72 		
1.73 		-601.96 		-539.38 		-2.72 		
1.75 		-602.65 		-540.1 		-2.7 		
1.77 		-602.65 		-540.1 		-2.7 		
1.79 		-603.36 		-540.11 		-2.72 		
1.81 		-601.95 		-540.09 		-2.71 		
1.83 		-601.95 		-540.09 		-2.71 		
1.85 		-601.95 		-540.09 		-2.71 		
1.87 		-601.95 		-540.09 		-2.71 		
1.89 		-601.23 		-540.79 		-2.72 		
1.91 		-603.38 		-538.69 		-2.7 		
1.93 		-601.99 		-537.96 		-2.67 		
1.95 		-601.99 		-537.96 		-2.67 		
1.97 		-601.96 		-539.38 		-2.72 		
1.99 		-601.25 		-540.08 		-2.71 		
2.01 		-603.38 		-538.69 		-2.68 		
2.03 		-601.23 		-540.79 		-2.72 		
2.05 		-601.23 		-540.79 		-2.72 		
2.07 		-601.99 		-537.96 		-2.69 		
2.09 		-603.36 		-540.11 		-2.72 		
2.11 		-601.95 		-540.09 		-2.73 		
2.13 		-602.64 		-540.81 		-2.73 		
2.15 		-602.64 		-540.81 		-2.73 		
2.17 		-603.36 		-540.11 		-2.72 		
2.19 		-601.26 		-539.37 		-2.72 		
2.21 		-602.64 		-540.81 		-2.71 		
2.23 		-602.64 		-540.81 		-2.71 		
2.25 		-601.25 		-540.08 		-2.73 		
2.27 		-601.95 		-540.09 		-2.71 		
2.29 		-603.37 		-539.4 		-2.71 		
2.31 		-601.96 		-539.38 		-2.72 		
2.33 		-601.96 		-539.38 		-2.72 		
2.35 		-602.62 		-541.52 		-2.72 		
2.37 		-601.25 		-540.08 		-2.71 		
2.39 		-601.23 		-540.79 		-2.74 		
2.41 		-601.26 		-539.37 		-2.58 		
2.43 		-601.26 		-539.37 		-2.58 		
2.45 		-603.36 		-540.11 		-2.72 		
2.47 		-602.62 		-541.52 		-2.74 		
2.49 		-603.38 		-538.69 		-2.7 		
2.51 		-603.38 		-538.69 		-2.7 		
2.53 		-603.38 		-538.69 		-2.7 		
2.55 		-603.38 		-538.69 		-2.7 		
2.57 		-603.38 		-538.69 		-2.7 		
2.59 		-601.25 		-540.08 		-2.73 		
2.61 		-601.25 		-540.08 		-2.73 		
2.63 		-603.38 		-538.69 		-2.68 		
2.65 		-601.96 		-539.38 		-2.72 		
2.67 		-601.23 		-540.79 		-2.72 		
2.69 		-601.23 		-540.79 		-2.72 		
2.71 		-601.23 		-540.79 		-2.72 		
2.73 		-601.23 		-540.79 		-2.72 		
2.75 		-601.25 		-540.08 		-2.73 		
2.77 		-601.23 		-540.79 		-2.72 		
2.79 		-601.96 		-539.38 		-2.72 		
2.81 		-601.96 		-539.38 		-2.72 		
2.83 		-602.0 		-537.25 		-2.67 		
2.85 		-601.25 		-540.08 		-2.73 		
2.87 		-603.38 		-538.69 		-2.7 		
2.89 		-603.38 		-538.69 		-2.7 		
2.91 		-601.26 		-539.37 		-2.7 		
2.93 		-601.25 		-540.08 		-2.73 		
2.95 		-601.95 		-540.09 		-2.71 		
2.97 		-601.25 		-540.08 		-2.73 		
2.99 		-601.25 		-540.08 		-2.73 		
3.01 		-602.61 		-542.23 		-2.74 		
3.03 		-601.96 		-539.38 		-2.72 		
3.05 		-601.96 		-539.38 		-2.72 		
3.07 		-601.96 		-539.38 		-2.72 		
3.09 		-601.96 		-539.38 		-2.72 		
3.11 		-601.25 		-540.08 		-2.73 		
3.13 		-601.95 		-540.09 		-2.71 		
3.15 		-601.99 		-537.96 		-2.69 		
3.17 		-601.99 		-537.96 		-2.69 		
3.19 		-603.37 		-539.4 		-2.71 		
3.22 		-603.34 		-540.82 		-2.73 		
3.23 		-602.64 		-540.81 		-2.71 		
3.25 		-601.25 		-540.08 		-2.73 		
3.27 		-601.25 		-540.08 		-2.73 		
3.29 		-601.96 		-539.38 		-2.72 		
3.31 		-603.34 		-540.82 		-2.73 		
3.34 		-601.23 		-540.79 		-2.72 		
3.36 		-601.25 		-540.08 		-2.71 		
3.37 		-601.25 		-540.08 		-2.71 		
3.39 		-601.25 		-540.08 		-2.71 		
3.41 		-601.25 		-540.08 		-2.71 		
3.44 		-601.25 		-540.08 		-2.73 		
3.46 		-601.23 		-540.79 		-2.72 		
3.47 		-601.23 		-540.79 		-2.72 		
3.49 		-601.96 		-539.38 		-2.7 		
3.51 		-603.38 		-538.69 		-2.68 		
3.54 		-601.96 		-539.38 		-2.72 		
3.56 		-603.36 		-540.11 		-2.72 		
3.58 		-603.36 		-540.11 		-2.72 		
3.6 		-603.36 		-540.11 		-2.72 		
3.61 		-603.36 		-540.11 		-2.72 		
3.64 		-601.25 		-540.08 		-2.73 		
3.66 		-601.25 		-540.08 		-2.73 		
3.68 		-601.99 		-537.96 		-2.67 		
3.7 		-601.26 		-539.37 		-2.7 		
3.72 		-603.38 		-538.69 		-2.7 		
3.74 		-601.23 		-540.79 		-2.72 		
3.76 		-601.23 		-540.79 		-2.72 		
3.78 		-601.25 		-540.08 		-2.63 		
3.8 		-601.96 		-539.38 		-2.7 		
3.82 		-601.22 		-541.5 		-2.6 		
3.84 		-601.96 		-539.38 		-2.72 		
3.86 		-601.96 		-539.38 		-2.72 		
3.88 		-601.25 		-540.08 		-2.71 		
3.9 		-601.96 		-539.38 		-2.72 		
3.92 		-601.23 		-540.79 		-2.72 		
3.94 		-601.23 		-540.79 		-2.72 		
3.96 		-601.25 		-540.08 		-2.71 		
3.98 		-601.95 		-540.09 		-2.71 		
4.0 		-601.26 		-539.37 		-2.72 		
4.02 		-601.26 		-539.37 		-2.72 		
4.04 		-601.26 		-539.37 		-2.72 		
4.06 		-601.26 		-539.37 		-2.72 		
4.08 		-603.36 		-540.11 		-2.72 		
4.1 		-601.25 		-540.08 		-2.73 		
4.12 		-601.96 		-539.38 		-2.7 		
4.14 		-601.96 		-539.38 		-2.7 		
4.16 		-601.96 		-539.38 		-2.72 		
4.18 		-601.25 		-540.08 		-2.71 		
4.2 		-601.26 		-539.37 		-2.7 		
4.22 		-601.25 		-540.08 		-2.73 		
4.24 		-601.25 		-540.08 		-2.73 		
4.26 		-603.4 		-537.98 		-2.67 		
4.28 		-602.69 		-537.97 		-2.69 		
4.3 		-601.25 		-540.08 		-2.71 		
4.32 		-601.25 		-540.08 		-2.71 		
4.34 		-602.62 		-541.52 		-2.74 		
4.36 		-601.98 		-538.67 		-2.7 		
4.38 		-601.26 		-539.37 		-2.31 		
4.4 		-602.61 		-542.23 		-2.74 		
4.42 		-602.61 		-542.23 		-2.74 		
4.44 		-601.25 		-540.08 		-2.71 		
