     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
    0.000	 -974.800	  527.888	    0.040	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
   10.500	 -974.800	  527.888	    0.040	   10.500	    0.000	    0.000	    0.000	   -0.000	   -0.000
   30.600	 -976.200	  529.261	    0.020	   20.100	   -1.400	    1.373	   -0.020	   -1.961	  -97.566
   51.000	 -974.800	  530.653	   -0.000	   20.400	    1.400	    1.392	   -0.020	    1.974	   96.770
   72.200	 -974.800	  527.888	    0.040	   21.200	    0.000	   -2.765	    0.040	   -2.765	 -130.425
   91.300	 -974.800	  527.888	    0.040	   19.100	    0.000	    0.000	    0.000	   -0.000	   -0.000
  113.100	 -974.800	  529.270	    0.020	   21.800	    0.000	    1.382	   -0.020	   -1.382	  -63.412
  133.100	 -974.800	  530.653	   -0.000	   20.000	    0.000	    1.383	   -0.020	   -1.383	  -69.131
  153.300	 -976.200	  530.644	   -0.000	   20.200	   -1.400	   -0.009	    0.000	   -1.400	  -69.310
  173.700	 -976.200	  529.261	   -0.030	   20.400	    0.000	   -1.383	   -0.030	   -1.383	  -67.776
  191.100	 -976.200	  529.261	   -0.030	   17.400	    0.000	    0.000	    0.000	   -0.000	   -0.000
  212.200	 -974.800	  527.888	    0.040	   21.100	    1.400	   -1.373	    0.070	    1.961	   92.942
  232.700	 -974.800	  527.888	   -0.000	   20.500	    0.000	    0.000	   -0.040	   -0.000	   -0.000
  252.500	 -976.200	  529.261	    0.020	   19.800	   -1.400	    1.373	    0.020	   -1.961	  -99.044
  273.800	 -974.800	  527.888	    0.040	   21.300	    1.400	   -1.373	    0.020	    1.961	   92.069
  292.600	 -974.800	  527.888	    0.040	   18.800	    0.000	    0.000	    0.000	   -0.000	   -0.000
  312.300	 -974.800	  527.888	    0.040	   19.700	    0.000	    0.000	    0.000	   -0.000	   -0.000
  335.400	 -976.200	  529.261	    0.020	   23.100	   -1.400	    1.373	   -0.020	   -1.961	  -84.895
  356.200	 -974.800	  527.888	    0.040	   20.800	    1.400	   -1.373	    0.020	    1.961	   94.283
  372.300	 -974.800	  527.888	    0.040	   16.100	    0.000	    0.000	    0.000	   -0.000	   -0.000
  392.500	 -974.800	  529.270	    0.020	   20.200	    0.000	    1.382	   -0.020	   -1.382	  -68.435
  412.300	 -974.800	  529.270	    0.020	   19.800	    0.000	    0.000	    0.000	   -0.000	   -0.012
  433.600	 -976.200	  529.261	    0.020	   21.300	   -1.400	   -0.009	    0.000	   -1.400	  -65.730
  453.900	 -974.800	  529.270	    0.020	   20.300	    1.400	    0.009	    0.000	    1.400	   68.968
  472.100	 -974.800	  529.270	    0.020	   18.200	    0.000	    0.000	    0.000	   -0.000	   -0.000
  492.100	 -974.800	  529.270	    0.020	   20.000	    0.000	   -0.000	    0.000	   -0.000	   -0.012
  512.400	 -974.800	  529.270	    0.020	   20.300	    0.000	    0.000	    0.000	   -0.000	   -0.012
  534.000	 -974.800	  527.888	    0.040	   21.600	    0.000	   -1.383	    0.020	   -1.383	  -64.011
  554.100	 -974.800	  527.888	    0.040	   20.100	    0.000	    0.000	    0.000	   -0.000	   -0.000
  572.400	 -974.800	  527.888	    0.040	   18.300	    0.000	    0.000	    0.000	   -0.000	   -0.000
  592.400	 -974.800	  529.270	    0.020	   20.000	    0.000	    1.383	   -0.020	   -1.383	  -69.131
  612.500	 -974.800	  527.888	    0.040	   20.100	    0.000	   -1.383	    0.020	   -1.383	  -68.788
  633.800	 -974.800	  529.270	   -0.030	   21.300	    0.000	    1.383	   -0.070	   -1.383	  -64.912
  652.200	 -974.800	  529.270	   -0.030	   18.400	    0.000	    0.000	    0.000	   -0.000	   -0.000
  672.300	 -976.200	  530.644	   -0.000	   20.100	   -1.400	    1.373	    0.030	   -1.961	  -97.566
  693.700	 -974.800	  527.888	    0.040	   21.400	    1.400	   -2.756	    0.040	    3.091	  144.443
  713.600	 -974.800	  529.270	    0.020	   19.900	    0.000	    1.382	   -0.020	   -1.382	  -69.467
  733.900	 -974.800	  527.888	    0.040	   20.300	    0.000	   -1.382	    0.020	   -1.382	  -68.098
  752.500	 -974.800	  527.888	    0.040	   18.600	    0.000	    0.000	    0.000	   -0.000	   -0.000
  772.300	 -974.800	  529.270	    0.020	   19.800	    0.000	    1.382	   -0.020	   -1.382	  -69.817
  793.200	 -974.800	  529.270	    0.020	   20.900	    0.000	    0.000	    0.000	   -0.000	   -0.000
  813.500	 -974.800	  527.888	    0.040	   20.300	    0.000	   -1.382	    0.020	   -1.382	  -68.098
  833.600	 -976.200	  529.261	    0.020	   20.100	   -1.400	    1.373	   -0.020	   -1.961	  -97.566
  852.400	 -976.200	  529.261	    0.020	   18.800	    0.000	    0.000	    0.000	   -0.000	   -0.000
  872.700	 -974.800	  527.888	    0.040	   20.300	    1.400	   -1.373	    0.020	    1.961	   96.605
  893.000	 -974.800	  527.888	    0.040	   20.300	    0.000	    0.000	    0.000	   -0.000	   -0.000
  914.400	 -976.200	  527.879	    0.040	   21.400	   -1.400	   -0.009	    0.000	   -1.400	  -65.423
  933.300	 -976.200	  527.879	    0.040	   18.900	    0.000	    0.000	    0.000	   -0.000	   -0.000
  952.600	 -943.900	  517.025	    2.180	   19.300	   32.300	  -10.854	    2.140	   34.075	 1765.538
  975.000	 -974.800	  527.888	    0.040	   22.400	  -30.900	   10.863	   -2.140	  -32.754	-1462.224
  994.600	 -976.200	  529.261	    0.020	   19.600	   -1.400	    1.373	   -0.020	   -1.961	 -100.055
 1014.200	 -976.200	  530.644	   -0.000	   19.600	    0.000	    1.383	   -0.020	   -1.383	  -70.542
 1033.100	 -976.200	  530.644	   -0.000	   18.900	    0.000	    0.000	    0.000	   -0.000	   -0.000
 1053.200	 -974.800	  529.270	    0.020	   20.100	    1.400	   -1.373	    0.020	    1.961	   97.566
 1073.800	 -974.800	  527.888	    0.040	   20.600	    0.000	   -1.383	    0.020	   -1.383	  -67.118
 1095.500	 -974.800	  529.270	    0.020	   21.700	    0.000	    1.383	   -0.020	   -1.383	  -63.716
 1115.200	 -976.200	  529.261	    0.020	   19.700	   -1.400	   -0.009	    0.000	   -1.400	  -71.069
 1134.100	 -976.200	  529.261	    0.020	   18.900	    0.000	    0.000	    0.000	   -0.000	   -0.000
 1153.700	 -974.800	  529.270	    0.020	   19.600	    1.400	    0.009	    0.000	    1.400	   71.432
 1174.000	 -976.200	  529.261	    0.020	   20.300	   -1.400	   -0.009	    0.000	   -1.400	  -68.968
 1193.800	 -974.800	  529.270	    0.020	   19.800	    1.400	    0.009	    0.000	    1.400	   70.710
 1215.100	 -974.800	  529.270	    0.020	   21.300	    0.000	    0.000	    0.000	   -0.000	   -0.000
 1234.000	 -976.200	  529.261	    0.020	   18.900	   -1.400	   -0.009	    0.000	   -1.400	  -74.077
 1253.900	 -974.800	  527.888	    0.040	   19.900	    1.400	   -1.373	    0.020	    1.961	   98.547
 1275.600	 -976.200	  529.261	    0.020	   21.700	   -1.400	    1.373	   -0.020	   -1.961	  -90.372
 1296.200	 -976.200	  529.261	    0.020	   20.600	    0.000	    0.000	    0.000	   -0.000	   -0.000
 1313.900	 -976.200	  529.261	    0.020	   17.700	    0.000	    0.000	    0.000	   -0.000	   -0.000
 1336.200	 -974.800	  529.270	    0.020	   22.300	    1.400	    0.009	    0.000	    1.400	   62.783
 1353.700	 -974.800	  529.270	    0.020	   17.500	    0.000	    0.000	    0.000	   -0.000	   -0.014
 1374.000	 -974.800	  529.270	    0.020	   20.300	    0.000	    0.000	    0.000	   -0.000	   -0.000
 1395.800	 -976.200	  527.879	    0.040	   21.800	   -1.400	   -1.392	    0.020	   -1.974	  -90.558
 1413.800	 -976.200	  527.879	    0.040	   18.000	    0.000	    0.000	    0.000	   -0.000	   -0.000
 1435.300	 -974.800	  529.270	    0.020	   21.500	    1.400	    1.392	   -0.020	    1.974	   91.821
 1455.000	 -976.200	  529.261	    0.020	   19.700	   -1.400	   -0.009	    0.000	   -1.400	  -71.069
 1475.800	 -974.800	  529.270	    0.020	   20.800	    1.400	    0.009	    0.000	    1.400	   67.310
 1494.600	 -974.800	  529.270	    0.020	   18.800	    0.000	    0.000	    0.000	   -0.000	   -0.000
