time 		pos x 		pos y 		angle 		
0.0 		465.17 		866.76 		2.49 		
0.02 		462.36 		869.53 		2.48 		
0.04 		462.36 		869.53 		2.48 		
0.06 		462.36 		869.53 		2.48 		
0.09 		385.16 		949.15 		-1.62 		
0.1 		385.16 		949.15 		-1.62 		
0.12 		370.72 		923.34 		0.29 		
0.14 		384.46 		949.14 		-1.61 		
0.16 		418.41 		968.09 		-1.12 		
0.18 		418.41 		968.09 		-1.12 		
0.2 		384.46 		949.14 		-1.61 		
0.22 		385.16 		949.15 		-1.62 		
0.24 		385.16 		949.15 		-1.62 		
0.26 		385.16 		949.15 		-1.62 		
0.28 		385.16 		949.15 		-1.62 		
0.3 		385.15 		950.54 		-1.62 		
0.32 		385.15 		950.54 		-1.62 		
0.34 		385.14 		951.24 		-1.62 		
0.36 		385.15 		949.84 		-1.67 		
0.38 		385.15 		949.84 		-1.67 		
0.4 		385.15 		949.84 		-1.67 		
0.42 		385.15 		949.84 		-1.67 		
0.44 		370.73 		921.95 		0.67 		
0.46 		370.73 		921.95 		0.67 		
0.48 		370.73 		921.95 		0.67 		
0.5 		372.16 		917.78 		0.75 		
0.52 		383.75 		950.53 		-1.6 		
0.54 		385.16 		949.15 		-1.62 		
0.56 		385.16 		949.15 		-1.62 		
0.58 		385.16 		949.15 		-1.62 		
0.6 		416.9 		982.0 		-1.1 		
0.62 		416.9 		982.0 		-1.1 		
0.64 		416.9 		982.0 		-1.1 		
0.66 		384.46 		949.14 		-0.92 		
0.68 		384.46 		949.14 		-0.92 		
0.7 		383.73 		953.32 		-1.6 		
0.72 		383.73 		953.32 		-1.6 		
0.74 		383.73 		953.32 		-1.6 		
0.76 		383.73 		953.32 		-1.6 		
0.78 		385.16 		949.15 		-1.62 		
0.8 		385.16 		949.15 		-1.62 		
0.82 		385.16 		949.15 		-1.62 		
0.84 		384.46 		949.84 		-0.72 		
0.86 		384.46 		949.84 		-0.72 		
0.88 		384.46 		949.84 		-0.72 		
0.9 		384.46 		949.84 		-0.72 		
0.92 		384.46 		949.14 		-1.61 		
0.94 		384.46 		949.14 		-1.61 		
0.96 		385.16 		949.15 		-1.62 		
0.98 		385.16 		949.15 		-1.62 		
1.0 		385.16 		949.15 		-1.62 		
1.02 		384.46 		949.14 		-1.61 		
1.04 		384.46 		949.14 		-1.61 		
1.06 		384.46 		949.14 		-1.61 		
1.08 		383.73 		953.32 		-1.6 		
1.1 		418.36 		973.66 		-1.26 		
1.12 		418.36 		973.66 		-1.26 		
1.14 		383.76 		949.14 		-0.73 		
1.16 		385.16 		949.15 		-1.62 		
1.18 		384.46 		949.14 		-1.61 		
1.2 		384.46 		949.14 		-1.61 		
1.22 		384.46 		949.14 		-1.61 		
1.24 		384.46 		949.14 		-1.61 		
1.26 		370.76 		919.16 		0.69 		
1.28 		385.12 		954.02 		-1.93 		
1.3 		370.73 		921.95 		0.67 		
1.32 		370.73 		921.95 		0.67 		
1.34 		384.46 		949.14 		-1.61 		
1.36 		418.34 		976.44 		-1.18 		
1.38 		415.53 		979.91 		-1.15 		
1.41 		383.73 		953.32 		-1.6 		
1.42 		383.73 		953.32 		-1.6 		
1.44 		384.45 		950.54 		-1.61 		
1.46 		415.54 		978.51 		-1.15 		
1.48 		372.15 		919.17 		0.72 		
1.5 		372.15 		919.17 		0.72 		
1.52 		372.62 		949.09 		-0.78 		
1.54 		384.46 		949.14 		-1.61 		
1.56 		384.46 		949.14 		-1.61 		
1.58 		384.46 		949.14 		-1.61 		
1.6 		384.46 		949.14 		-1.61 		
1.62 		384.46 		949.14 		-1.61 		
1.64 		385.16 		949.15 		-1.62 		
1.66 		385.16 		949.15 		-1.62 		
1.68 		385.16 		949.15 		-1.62 		
1.7 		385.16 		949.15 		-1.62 		
1.72 		384.46 		949.14 		-1.61 		
1.74 		384.46 		949.14 		-1.61 		
1.76 		384.46 		949.14 		-1.61 		
1.78 		384.46 		949.14 		-1.61 		
1.8 		385.16 		949.15 		-1.62 		
1.82 		372.16 		917.78 		0.64 		
1.84 		383.03 		953.31 		-1.63 		
1.87 		468.4 		900.16 		2.74 		
1.88 		468.4 		900.16 		2.74 		
1.9 		384.46 		949.14 		-1.61 		
1.92 		384.46 		949.14 		-1.61 		
1.94 		384.46 		949.14 		-1.61 		
1.96 		383.73 		953.32 		-1.64 		
1.98 		384.46 		949.14 		-1.61 		
2.0 		384.46 		949.14 		-1.61 		
2.03 		384.46 		949.14 		-1.61 		
2.04 		384.46 		949.14 		-1.61 		
2.06 		384.46 		949.14 		-1.61 		
2.08 		384.46 		949.14 		-1.61 		
2.1 		384.46 		949.14 		-1.61 		
2.12 		384.46 		949.14 		-1.61 		
2.14 		384.46 		949.14 		-1.61 		
2.16 		384.46 		949.14 		-1.61 		
2.18 		384.46 		949.14 		-1.61 		
2.2 		383.03 		953.31 		-1.58 		
2.22 		383.76 		949.14 		-1.6 		
2.24 		383.76 		949.14 		-1.6 		
2.26 		384.47 		947.75 		-1.61 		
2.28 		384.47 		947.75 		-1.61 		
2.3 		384.47 		947.75 		-1.61 		
2.33 		383.76 		949.14 		-1.6 		
2.34 		383.76 		949.14 		-1.6 		
2.36 		383.76 		949.14 		-1.6 		
2.38 		384.46 		949.14 		-1.61 		
2.4 		384.46 		949.14 		-1.61 		
2.42 		384.46 		949.14 		-1.61 		
