     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
    0.000	    0.000	  529.270	    0.017	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
   20.039	   20.030	  527.888	   -0.005	   20.039	   20.030	   -1.383	   -0.022	   20.078	 1001.937
   40.376	   40.370	  527.888	    0.039	   20.337	   20.340	    0.000	    0.044	   20.340	 1000.142
   60.325	   60.320	  527.888	    0.039	   19.949	   19.950	    0.000	    0.000	   19.950	 1000.052
   82.660	   82.650	  527.888	   -0.005	   22.335	   22.330	    0.000	   -0.044	   22.330	  999.774
  100.374	  100.370	  527.888	   -0.005	   17.714	   17.720	    0.000	    0.000	   17.720	 1000.338
  123.655	  123.650	  527.888	   -0.005	   23.281	   23.280	    0.000	    0.000	   23.280	  999.963
  142.349	  142.340	  527.888	    0.039	   18.694	   18.690	    0.000	    0.044	   18.690	  999.777
  164.538	  164.530	  527.888	    0.039	   22.189	   22.190	    0.000	    0.000	   22.190	 1000.049
  182.809	  182.800	  529.270	    0.017	   18.271	   18.270	    1.383	   -0.022	   18.322	 1002.807
  202.141	  202.140	  529.270	    0.017	   19.332	   19.340	    0.000	    0.000	   19.340	 1000.417
  222.059	  222.050	  527.888	    0.039	   19.918	   19.910	   -1.383	    0.022	   19.958	 1001.995
  241.973	  241.970	  527.888	    0.039	   19.914	   19.920	    0.000	    0.000	   19.920	 1000.306
  262.410	  262.400	  527.888	   -0.005	   20.437	   20.430	    0.000	   -0.044	   20.430	  999.658
  283.512	  283.510	  527.888	    0.039	   21.102	   21.110	    0.000	    0.044	   21.110	 1000.382
  302.023	  302.020	  527.888	    0.039	   18.511	   18.510	    0.000	    0.000	   18.510	  999.942
  322.319	  322.310	  527.879	   -0.004	   20.296	   20.290	   -0.009	   -0.044	   20.290	  999.711
  343.397	  343.390	  529.270	   -0.027	   21.078	   21.080	    1.392	   -0.022	   21.126	 1002.267
  363.522	  363.520	  527.888	    0.039	   20.125	   20.130	   -1.383	    0.066	   20.177	 1002.608
  385.311	  385.310	  527.888	    0.039	   21.789	   21.790	    0.000	    0.000	   21.790	 1000.043
  402.883	  402.880	  527.888	   -0.005	   17.572	   17.570	    0.000	   -0.044	   17.570	  999.891
  422.806	  422.800	  527.879	    0.039	   19.923	   19.920	   -0.009	    0.043	   19.920	  999.850
  442.727	  442.720	  527.888	    0.039	   19.921	   19.920	    0.009	    0.001	   19.920	  999.948
