     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.07	   690.68	  -524.43	     1.53	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.08	   690.68	  -524.43	     1.53	     0.01	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.10	   692.06	  -524.43	     1.60	     0.02	     1.38	     0.00	     0.07	     1.38	    68.71
     0.12	   692.06	  -523.04	     1.60	     0.02	     0.00	     1.38	    -0.00	     1.38	    62.57
     0.14	   692.06	  -524.43	     1.56	     0.02	    -0.00	    -1.38	    -0.05	    -1.38	   -68.80
     0.16	   692.06	  -524.43	     1.56	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.18	   690.68	  -524.43	     1.58	     0.02	    -1.38	    -0.00	     0.02	    -1.38	   -68.81
     0.20	   692.06	  -524.43	     1.60	     0.02	     1.38	     0.00	     0.02	     1.38	    66.67
     0.22	   692.06	  -524.43	     1.56	     0.02	     0.00	     0.00	    -0.05	    -0.00	    -0.00
     0.24	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.05	    -0.00	    -0.00
     0.26	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.28	   692.06	  -524.43	     1.56	     0.02	     0.00	     0.00	    -0.04	    -0.00	    -0.00
     0.31	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.04	    -0.00	    -0.00
     0.32	   690.68	  -524.43	     1.58	     0.02	    -1.38	    -0.00	    -0.02	    -1.38	   -77.34
     0.34	   690.68	  -524.43	     1.58	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.36	   692.06	  -524.43	     1.56	     0.02	     1.38	     0.00	    -0.02	     1.38	    70.07
     0.38	   692.06	  -524.43	     1.56	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.40	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.04	    -0.00	    -0.00
     0.42	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.44	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.46	   690.68	  -524.43	     1.58	     0.02	    -1.38	    -0.00	    -0.02	    -1.38	   -67.47
     0.48	   692.06	  -524.43	     1.60	     0.02	     1.38	     0.00	     0.02	     1.38	    66.29
     0.50	   690.68	  -524.43	     1.53	     0.02	    -1.38	    -0.00	    -0.07	    -1.38	   -67.44
     0.52	   690.68	  -524.43	     1.58	     0.02	     0.00	     0.00	     0.05	    -0.00	    -0.00
     0.54	   690.68	  -524.43	     1.58	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.56	   692.06	  -524.43	     1.60	     0.02	     1.38	     0.00	     0.02	     1.38	    68.72
     0.58	   690.68	  -524.43	     1.58	     0.02	    -1.38	    -0.00	    -0.02	    -1.38	   -68.51
     0.60	   692.06	  -524.43	     1.56	     0.02	     1.38	     0.00	    -0.02	     1.38	    64.66
     0.62	   692.06	  -524.43	     1.56	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.64	   692.06	  -524.43	     1.56	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.66	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.05	    -0.00	    -0.00
     0.68	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	    -0.00	    -0.00	    -0.00
     0.70	   690.68	  -524.43	     1.58	     0.02	    -1.38	    -0.00	    -0.02	    -1.38	   -68.01
     0.72	   690.68	  -524.43	     1.58	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.74	   690.68	  -523.04	     1.53	     0.02	     0.00	     1.38	    -0.05	     1.38	    66.93
     0.76	   690.68	  -524.43	     1.53	     0.02	    -0.00	    -1.38	     0.00	    -1.38	   -65.50
     0.79	   690.68	  -524.43	     1.58	     0.02	     0.00	     0.00	     0.05	    -0.00	    -0.00
     0.80	   690.68	  -523.04	     1.58	     0.02	     0.00	     1.38	     0.00	     1.38	    72.01
