     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1344.61	  -709.76	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    20.07	 -1339.04	  -709.68	     0.03	    20.07	     5.57	     0.08	     0.00	     5.57	   277.58	     0.03
    40.71	 -1339.04	  -709.68	     0.03	    20.65	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    60.28	 -1339.04	  -709.68	     0.03	    19.56	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    85.86	 -1320.81	  -718.60	     0.17	    25.59	    18.23	    -8.92	     0.14	    20.30	   793.33	     5.53
   100.34	 -1320.81	  -718.60	     0.17	    14.48	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   121.09	 -1320.81	  -718.60	     0.17	    20.75	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   141.25	 -1300.05	  -709.81	     0.04	    20.15	    20.75	     8.78	    -0.13	    22.54	  1118.36	    -6.49
   161.27	 -1300.05	  -709.81	     0.04	    20.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   179.81	 -1300.05	  -709.81	     0.04	    18.54	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   199.75	 -1300.05	  -709.81	     0.04	    19.94	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   220.22	 -1267.36	  -708.63	     0.03	    20.47	    32.69	     1.18	    -0.01	    32.71	  1598.01	    -0.56
   241.93	 -1267.36	  -708.63	     0.03	    21.71	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   261.66	 -1267.36	  -708.63	     0.03	    19.74	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   279.80	 -1267.36	  -708.63	     0.03	    18.13	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   300.15	 -1267.36	  -708.63	     0.03	    20.35	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   320.60	 -1267.36	  -708.63	     0.03	    20.45	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   340.60	 -1267.36	  -708.63	     0.03	    20.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   361.37	 -1267.36	  -708.63	     0.03	    20.77	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   381.11	 -1156.61	  -718.36	     2.40	    19.74	   110.75	    -9.73	     2.37	   111.18	 -5632.59	   120.10
   402.56	 -1176.19	  -711.56	     0.09	    21.45	   -19.58	     6.79	    -2.30	    20.72	  -966.28	  -107.30
   423.41	 -1162.31	  -709.96	     0.07	    20.85	    13.88	     1.61	    -0.02	    13.98	   670.27	    -1.10
   443.52	 -1162.31	  -709.96	     0.07	    20.11	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   461.61	 -1162.31	  -709.96	     0.07	    18.09	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   481.98	 -1134.52	  -708.15	     0.07	    20.37	    27.79	     1.80	     0.00	    27.85	  1367.31	     0.13
   502.65	 -1134.52	  -708.15	     0.07	    20.67	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   522.13	 -1134.52	  -708.15	     0.07	    19.48	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   544.02	 -1104.56	  -711.27	     0.09	    21.89	    29.96	    -3.12	     0.01	    30.12	  1376.21	     0.50
   561.53	 -1104.56	  -711.27	     0.09	    17.51	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   581.72	 -1104.56	  -711.27	     0.09	    20.19	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   602.12	 -1078.22	  -705.25	     0.01	    20.40	    26.33	     6.02	    -0.07	    27.01	  1324.04	    -3.51
   621.74	 -1078.22	  -705.25	     0.01	    19.62	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   641.49	 -1078.22	  -705.25	     0.01	    19.75	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   661.41	 -1078.22	  -705.25	     0.01	    19.92	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   681.46	 -1078.22	  -705.25	     0.01	    20.04	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   701.56	 -1078.22	  -705.25	     0.01	    20.10	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   724.49	 -1006.55	  -704.98	     0.00	    22.93	    71.67	     0.27	    -0.01	    71.67	  3125.20	    -0.52
   741.54	 -1006.55	  -704.98	     0.00	    17.05	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   761.51	 -1006.55	  -704.98	     0.00	    19.97	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   781.47	 -1006.55	  -704.98	     0.00	    19.96	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   801.52	 -1006.55	  -704.98	     0.00	    20.05	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   821.84	 -1006.55	  -704.98	     0.00	    20.32	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   841.52	 -1006.55	  -704.98	     0.00	    19.68	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   862.33	 -1006.55	  -704.98	     0.00	    20.81	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   881.49	 -1006.55	  -704.98	     0.00	    19.15	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   902.11	 -1006.55	  -704.98	     0.00	    20.62	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   932.22	  -890.18	  -704.86	     0.00	    30.11	   116.37	     0.12	    -0.00	   116.37	  3865.03	    -0.01
   941.47	  -890.18	  -704.86	     0.00	     9.25	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   961.55	  -890.18	  -704.86	     0.00	    20.08	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
   981.59	  -890.18	  -704.86	     0.00	    20.04	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1001.50	  -890.18	  -704.86	     0.00	    19.92	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
  1023.01	  -832.25	  -704.12	    -0.02	    21.51	    57.93	     0.75	    -0.02	    57.93	  2693.62	    -1.05
  1041.97	  -832.25	  -704.12	    -0.02	    18.96	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
