     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	    -0.02	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    19.93	 -1346.49	  -540.40	    -0.04	    19.93	     0.69	     0.01	    -0.02	     0.69	    34.62	    -1.00
    39.87	 -1311.88	  -530.02	    -2.07	    19.94	    34.61	    10.38	    -2.03	    36.13	 -1812.09	  -101.81
    77.83	 -1341.60	  -541.73	    -0.02	    37.96	   -29.72	   -11.71	     2.05	    31.94	  -841.51	    54.00
    98.05	 -1337.43	  -540.97	    -0.01	    20.22	     4.17	     0.76	     0.01	     4.24	   209.63	     0.49
   160.28	 -1323.49	  -542.88	    -0.02	    62.23	    13.94	    -1.91	    -0.01	    14.07	   226.10	    -0.16
   199.45	 -1317.93	  -542.80	    -0.05	    39.17	     5.56	     0.08	    -0.03	     5.56	   141.96	    -0.77
   257.86	 -1305.39	  -544.03	    -0.04	    58.41	    12.54	    -1.23	     0.01	    12.60	   215.72	     0.17
   277.89	 -1299.82	  -544.66	    -0.09	    20.03	     5.57	    -0.63	    -0.05	     5.61	   279.86	    -2.50
   298.49	 -1290.08	  -545.22	    -0.07	    20.60	     9.74	    -0.56	     0.02	     9.76	   473.60	     0.97
   319.67	 -1283.82	  -545.13	    -0.11	    21.18	     6.26	     0.09	    -0.04	     6.26	   295.59	    -1.89
   339.73	 -1274.77	  -546.41	    -0.09	    20.06	     9.05	    -1.28	     0.02	     9.14	   455.64	     1.00
   378.83	 -1269.18	  -547.74	    -0.11	    39.10	     5.59	    -1.33	    -0.02	     5.75	   146.96	    -0.51
   400.10	 -1260.84	  -547.62	    -0.13	    21.27	     8.34	     0.12	    -0.02	     8.34	   392.14	    -0.94
   420.08	 -1251.09	  -548.89	    -0.13	    19.98	     9.75	    -1.27	     0.00	     9.83	   492.11	     0.00
   498.60	 -1226.01	  -552.75	    -0.15	    78.52	    25.08	    -3.86	    -0.02	    25.38	   323.17	    -0.25
   518.83	 -1216.26	  -554.02	    -0.14	    20.23	     9.75	    -1.27	     0.01	     9.83	   486.03	     0.49
   557.94	 -1206.51	  -555.29	    -0.16	    39.11	     9.75	    -1.27	    -0.02	     9.83	   251.40	    -0.51
   619.73	 -1175.15	  -561.18	    -0.20	    61.79	    31.36	    -5.89	    -0.04	    31.91	   516.40	    -0.65
   678.29	 -1157.72	  -564.46	    -0.21	    58.56	    17.43	    -3.28	    -0.01	    17.74	   302.87	    -0.17
   698.90	 -1147.95	  -567.14	    -0.19	    20.61	     9.77	    -2.68	     0.02	    10.13	   491.55	     0.97
   719.79	 -1138.18	  -569.82	    -0.18	    20.89	     9.77	    -2.68	     0.01	    10.13	   484.96	     0.48
   778.21	 -1118.64	  -574.47	    -0.23	    58.42	    19.54	    -4.65	    -0.05	    20.09	   343.81	    -0.86
   919.16	 -1065.58	  -588.53	    -0.23	   140.95	    53.06	   -14.06	     0.00	    54.89	   389.44	     0.00
   959.20	 -1046.02	  -593.89	    -0.23	    40.04	    19.56	    -5.36	     0.00	    20.28	   506.52	     0.00
   980.63	 -1034.85	  -596.56	    -0.24	    21.43	    11.17	    -2.67	    -0.01	    11.48	   535.92	    -0.47
  1039.04	 -1013.20	  -601.90	    -0.26	    58.41	    21.65	    -5.34	    -0.02	    22.30	   381.76	    -0.34
  1060.63	 -1004.80	  -604.60	    -0.28	    21.59	     8.40	    -2.70	    -0.02	     8.82	   408.67	    -0.93
  1080.87	  -995.71	  -607.30	    -0.27	    20.24	     9.09	    -2.70	     0.01	     9.48	   468.50	     0.49
  1102.49	  -987.31	  -610.01	    -0.27	    21.62	     8.40	    -2.71	     0.00	     8.83	   408.25	     0.00
  1140.94	  -978.91	  -612.71	    -0.23	    38.45	     8.40	    -2.70	     0.04	     8.82	   229.47	     1.04
  1220.89	  -956.52	  -619.46	    -0.26	    79.95	    22.39	    -6.75	    -0.03	    23.39	   292.50	    -0.38
  1300.87	  -939.72	  -624.18	    -0.27	    79.98	    16.80	    -4.72	    -0.01	    17.45	   218.19	    -0.13
  1322.46	  -934.11	  -626.22	    -0.23	    21.59	     5.61	    -2.04	     0.04	     5.97	   276.49	     1.85
  1382.55	  -920.13	  -628.85	    -0.27	    60.09	    13.98	    -2.63	    -0.04	    14.23	   236.73	    -0.67
  1421.39	  -915.92	  -630.92	    -0.23	    38.84	     4.21	    -2.07	     0.04	     4.69	   120.79	     1.03
  1441.42	  -911.72	  -631.56	    -0.26	    20.03	     4.20	    -0.64	    -0.03	     4.25	   212.11	    -1.50
  1526.90	  -904.03	  -632.87	    -0.25	    85.48	     7.69	    -1.31	     0.01	     7.80	    91.26	     0.12
  1545.82	  -901.92	  -634.26	    -0.27	    18.92	     2.11	    -1.39	    -0.02	     2.53	   133.55	    -1.06
  1623.61	  -897.71	  -635.61	    -0.25	    77.79	     4.21	    -1.35	     0.02	     4.42	    56.83	     0.26
  1663.91	  -894.92	  -635.58	    -0.25	    40.30	     2.79	     0.03	     0.00	     2.79	    69.23	     0.00
