     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1347.18	  -540.41	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    21.04	 -1345.79	  -540.39	     0.00	    21.04	     1.39	     0.02	    -0.03	     1.39	    66.07	    -1.43
    81.38	 -1344.40	  -540.37	    -0.02	    60.34	     1.39	     0.02	    -0.02	     1.39	    23.04	    -0.33
   119.41	 -1340.23	  -540.30	    -0.02	    38.03	     4.17	     0.07	     0.00	     4.17	   109.67	     0.00
   139.28	 -1337.45	  -540.26	    -0.02	    19.87	     2.78	     0.04	     0.00	     2.78	   139.92	     0.00
   160.01	 -1334.62	  -543.04	    -0.02	    20.73	     2.83	    -2.78	     0.00	     3.97	   191.37	     0.00
   180.09	 -1331.84	  -543.00	    -0.02	    20.08	     2.78	     0.04	     0.00	     2.78	   138.46	     0.00
   201.41	 -1327.67	  -542.94	    -0.02	    21.32	     4.17	     0.06	     0.00	     4.17	   195.61	     0.00
   260.59	 -1320.71	  -542.84	    -0.06	    59.18	     6.96	     0.10	    -0.04	     6.96	   117.62	    -0.68
   280.77	 -1315.15	  -542.76	    -0.07	    20.18	     5.56	     0.08	    -0.01	     5.56	   275.55	    -0.50
   319.33	 -1310.96	  -544.11	    -0.09	    38.56	     4.19	    -1.35	    -0.02	     4.40	   114.16	    -0.52
   340.31	 -1305.39	  -544.03	    -0.10	    20.98	     5.57	     0.08	    -0.01	     5.57	   265.52	    -0.48
   380.97	 -1295.62	  -546.71	    -0.11	    40.66	     9.77	    -2.68	    -0.01	    10.13	   249.16	    -0.25
   460.88	 -1285.89	  -546.57	    -0.16	    79.91	     9.73	     0.14	    -0.05	     9.73	   121.77	    -0.63
   481.96	 -1276.11	  -549.25	    -0.18	    21.08	     9.78	    -2.68	    -0.02	    10.14	   481.05	    -0.95
   519.42	 -1269.16	  -549.15	    -0.21	    37.46	     6.95	     0.10	    -0.03	     6.95	   185.55	    -0.80
   541.54	 -1263.57	  -551.18	    -0.19	    22.12	     5.59	    -2.03	     0.02	     5.95	   268.86	     0.90
   599.40	 -1252.40	  -553.84	    -0.24	    57.86	    11.17	    -2.66	    -0.05	    11.48	   198.45	    -0.86
   685.06	 -1232.84	  -559.90	    -0.24	    85.66	    19.56	    -6.06	     0.00	    20.48	   239.05	     0.00
   721.42	 -1227.26	  -561.23	    -0.25	    36.36	     5.58	    -1.33	    -0.01	     5.74	   157.76	    -0.28
   741.48	 -1214.69	  -565.28	    -0.32	    20.06	    12.57	    -4.05	    -0.07	    13.21	   658.34	    -3.49
   761.44	 -1209.08	  -568.02	    -0.32	    19.96	     5.61	    -2.74	     0.00	     6.24	   312.79	     0.00
   873.83	 -1189.53	  -574.09	    -0.35	   112.39	    19.55	    -6.07	    -0.03	    20.47	   182.14	    -0.27
  1020.82	 -1146.81	  -593.93	    -0.51	   146.99	    42.72	   -19.84	    -0.16	    47.10	   320.45	    -1.09
  1041.07	 -1141.92	  -595.27	    -0.48	    20.25	     4.89	    -1.34	     0.03	     5.07	   250.38	     1.48
  1081.24	 -1134.90	  -599.40	    -0.49	    40.17	     7.02	    -4.13	    -0.01	     8.14	   202.76	    -0.25
  1101.38	 -1128.60	  -602.13	    -0.57	    20.14	     6.30	    -2.73	    -0.08	     6.87	   340.92	    -3.97
  1121.40	 -1122.97	  -606.29	    -0.49	    20.02	     5.63	    -4.16	     0.08	     7.00	   349.66	     4.00
  1159.65	 -1118.76	  -609.05	    -0.58	    38.25	     4.21	    -2.76	    -0.09	     5.03	   131.61	    -2.35
  1180.49	 -1110.35	  -613.16	    -0.62	    20.84	     8.41	    -4.11	    -0.04	     9.36	   449.16	    -1.92
  1200.73	 -1104.05	  -615.90	    -0.54	    20.24	     6.30	    -2.74	     0.08	     6.87	   339.43	     3.95
  1221.09	 -1101.21	  -619.39	    -0.53	    20.36	     2.84	    -3.49	     0.01	     4.50	   221.00	     0.49
  1260.15	 -1092.10	  -623.49	    -0.59	    39.06	     9.11	    -4.10	    -0.06	     9.99	   255.76	    -1.54
  1280.72	 -1087.87	  -626.96	    -0.56	    20.57	     4.23	    -3.47	     0.03	     5.47	   265.98	     1.46
  1300.44	 -1081.55	  -631.11	    -0.63	    19.72	     6.32	    -4.15	    -0.07	     7.56	   383.41	    -3.55
  1321.85	 -1073.83	  -635.24	    -0.61	    21.41	     7.72	    -4.13	     0.02	     8.76	   408.94	     0.93
  1361.42	 -1068.20	  -639.40	    -0.62	    39.57	     5.63	    -4.16	    -0.01	     7.00	   176.91	    -0.25
  1381.66	 -1062.59	  -642.14	    -0.66	    20.24	     5.61	    -2.74	    -0.04	     6.24	   308.47	    -1.98
  1401.60	 -1056.94	  -647.01	    -0.66	    19.94	     5.65	    -4.87	     0.00	     7.46	   374.08	     0.00
  1421.84	 -1052.01	  -650.47	    -0.60	    20.24	     4.93	    -3.46	     0.06	     6.02	   297.58	     2.96
  1460.86	 -1045.68	  -654.62	    -0.62	    39.02	     6.33	    -4.15	    -0.02	     7.57	   193.98	    -0.51
  1501.98	 -1035.11	  -662.95	    -0.63	    41.12	    10.57	    -8.33	    -0.01	    13.46	   327.28	    -0.24
  1540.45	 -1028.77	  -667.10	    -0.67	    38.47	     6.34	    -4.15	    -0.04	     7.58	   196.97	    -1.04
  1561.62	 -1021.74	  -671.25	    -0.70	    21.17	     7.03	    -4.15	    -0.03	     8.16	   385.62	    -1.42
  1581.47	 -1016.78	  -676.84	    -0.65	    19.85	     4.96	    -5.59	     0.05	     7.47	   376.49	     2.52
  1602.06	 -1011.83	  -681.01	    -0.67	    20.59	     4.95	    -4.17	    -0.02	     6.47	   314.34	    -0.97
  1662.94	  -999.15	  -690.03	    -0.72	    60.88	    12.68	    -9.02	    -0.05	    15.56	   255.60	    -0.82
  1703.51	  -987.16	  -699.06	    -0.71	    40.57	    11.99	    -9.03	     0.01	    15.01	   369.98	     0.25
  1742.24	  -983.60	  -703.26	    -0.70	    38.73	     3.56	    -4.20	     0.01	     5.51	   142.16	     0.26
  1762.25	  -977.26	  -707.42	    -0.71	    20.01	     6.34	    -4.16	    -0.01	     7.58	   378.96	    -0.50
  1782.28	  -970.90	  -712.99	    -0.73	    20.03	     6.36	    -5.57	    -0.02	     8.45	   422.08	    -1.00
  1820.43	  -964.55	  -717.16	    -0.79	    38.15	     6.35	    -4.17	    -0.06	     7.60	   199.13	    -1.57
  1841.44	  -961.67	  -722.78	    -0.71	    21.01	     2.88	    -5.62	     0.08	     6.31	   300.57	     3.81
  1862.14	  -955.30	  -728.36	    -0.71	    20.70	     6.37	    -5.58	     0.00	     8.47	   409.10	     0.00
  1882.07	  -948.24	  -733.23	    -0.75	    19.93	     7.06	    -4.87	    -0.04	     8.58	   430.34	    -2.01
  1920.94	  -944.00	  -736.71	    -0.75	    38.87	     4.24	    -3.48	     0.00	     5.49	   141.12	     0.00
  1940.87	  -938.32	  -742.31	    -0.73	    19.93	     5.68	    -5.60	     0.02	     7.98	   400.22	     1.00
  1961.91	  -932.67	  -746.48	    -0.76	    21.04	     5.65	    -4.17	    -0.03	     7.02	   333.76	    -1.43
