     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
     0.00	 -1074.78	  -458.16	     0.28	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    20.37	 -1723.18	  -544.36	     0.00	    20.37	  -648.40	   -86.20	    -0.28	   654.10	-32111.18	   -13.75
    40.94	 -1724.57	  -545.80	     0.03	    20.57	    -1.39	    -1.44	     0.03	     2.00	   -97.30	     1.46
    59.85	 -1721.07	  -544.33	     0.00	    18.91	     3.50	     1.47	    -0.03	     3.80	   200.75	    -1.59
    80.24	 -1724.59	  -544.38	     0.00	    20.39	    -3.52	    -0.05	     0.00	     3.52	  -172.65	     0.00
   141.97	 -1723.18	  -544.36	     0.00	    61.73	     1.41	     0.02	     0.00	     1.41	    22.84	     0.00
   160.06	 -1724.59	  -544.38	     0.00	    18.09	    -1.41	    -0.02	     0.00	     1.41	   -77.95	     0.00
   200.83	 -1694.53	  -533.35	    -2.09	    40.77	    30.06	    11.03	    -2.09	    32.02	  -785.38	   -51.26
   221.89	 -1724.59	  -544.38	     0.00	    21.06	   -30.06	   -11.03	     2.09	    32.02	 -1520.41	    99.24
   240.13	 -1739.30	  -548.83	     0.08	    18.24	   -14.71	    -4.45	     0.08	    15.37	  -842.56	     4.39
   260.16	 -1723.18	  -544.36	     0.00	    20.03	    16.12	     4.47	    -0.08	    16.73	   835.16	    -3.99
   280.12	 -1724.59	  -544.38	     0.03	    19.96	    -1.41	    -0.02	     0.03	     1.41	   -70.65	     1.50
   322.04	 -1723.18	  -544.36	     0.03	    41.92	     1.41	     0.02	     0.00	     1.41	    33.64	     0.00
   340.16	 -1723.16	  -545.78	     0.03	    18.12	     0.02	    -1.42	     0.00	     1.42	   -78.37	     0.00
   401.63	 -1723.18	  -544.36	     0.00	    61.47	    -0.02	     1.42	    -0.03	     1.42	   -23.10	    -0.49
   441.65	 -1724.59	  -544.38	     0.15	    40.02	    -1.41	    -0.02	     0.15	     1.41	   -35.24	     3.75
   482.05	 -1723.18	  -544.36	     0.14	    40.40	     1.41	     0.02	    -0.01	     1.41	    34.90	    -0.25
   521.65	 -1740.68	  -550.97	     0.09	    39.60	   -17.50	    -6.61	    -0.05	    18.71	  -472.39	    -1.26
   541.64	 -1723.18	  -544.36	     0.00	    19.99	    17.50	     6.61	    -0.09	    18.71	   935.80	    -4.50
   561.62	 -1724.59	  -544.38	     0.00	    19.98	    -1.41	    -0.02	     0.00	     1.41	   -70.58	     0.00
   682.05	 -1724.57	  -545.80	     0.18	   120.43	     0.02	    -1.42	     0.18	     1.42	   -11.79	     1.49
   703.52	 -1724.59	  -544.38	     0.00	    21.47	    -0.02	     1.42	    -0.18	     1.42	   -66.15	    -8.38
   721.64	 -1723.18	  -544.36	     0.00	    18.12	     1.41	     0.02	     0.00	     1.41	    77.82	     0.00
   841.97	 -1694.53	  -533.35	    -2.33	   120.33	    28.65	    11.01	    -2.33	    30.69	  -255.07	   -19.36
   883.84	 -1723.16	  -545.78	     0.19	    41.87	   -28.63	   -12.43	     2.52	    31.21	  -745.45	    60.19
   962.34	 -1723.18	  -544.36	     0.00	    78.50	    -0.02	     1.42	    -0.19	     1.42	   -18.09	    -2.42
  1023.13	 -1723.18	  -544.36	     0.03	    60.79	     0.00	     0.00	     0.03	     0.00	     0.00	     0.49
  1064.92	 -1724.59	  -544.38	     0.00	    41.79	    -1.41	    -0.02	    -0.03	     1.41	   -33.74	    -0.72
  1084.95	 -1723.18	  -544.36	     0.00	    20.03	     1.41	     0.02	     0.00	     1.41	    70.40	     0.00
  1123.26	 -1723.16	  -545.78	     0.13	    38.31	     0.02	    -1.42	     0.13	     1.42	   -37.07	     3.39
  1143.21	 -1737.87	  -550.22	     0.08	    19.95	   -14.71	    -4.44	    -0.05	    15.37	  -770.20	    -2.51
  1163.17	 -1724.57	  -545.80	     0.03	    19.96	    13.30	     4.42	    -0.05	    14.02	   702.17	    -2.51
  1203.25	 -1723.18	  -544.36	     0.00	    40.08	     1.39	     1.44	    -0.03	     2.00	    49.94	    -0.75
  1223.19	 -1724.59	  -544.38	     0.00	    19.94	    -1.41	    -0.02	     0.00	     1.41	   -70.72	     0.00
  1243.28	 -1723.14	  -547.19	     0.05	    20.09	     1.45	    -2.81	     0.05	     3.16	   157.39	     2.49
  1283.19	 -1724.57	  -545.80	     0.05	    39.91	    -1.43	     1.39	     0.00	     1.99	   -49.97	     0.00
  1323.38	 -1724.59	  -544.38	     0.00	    40.19	    -0.02	     1.42	    -0.05	     1.42	   -35.34	    -1.24
  1343.52	 -1723.18	  -544.36	     0.00	    20.14	     1.41	     0.02	     0.00	     1.41	    70.02	     0.00
  1363.93	 -1724.57	  -545.80	     0.03	    20.41	    -1.39	    -1.44	     0.03	     2.00	   -98.06	     1.47
  1383.23	 -1723.18	  -544.36	     0.00	    19.30	     1.39	     1.44	    -0.03	     2.00	   103.70	    -1.55
  1423.27	 -1723.18	  -544.36	     0.03	    40.04	     0.00	     0.00	     0.03	     0.00	     0.00	     0.75
  1463.31	 -1724.59	  -544.38	     0.16	    40.04	    -1.41	    -0.02	     0.13	     1.41	   -35.22	     3.25
  1483.39	 -1739.28	  -550.24	     0.08	    20.08	   -14.69	    -5.86	    -0.08	    15.82	  -787.63	    -3.98
  1523.91	 -1723.18	  -544.36	     0.00	    40.52	    16.10	     5.88	    -0.08	    17.14	   423.00	    -1.97
  1544.05	 -1723.18	  -544.36	     0.05	    20.14	     0.00	     0.00	     0.05	     0.00	     0.00	     2.48
  1604.42	 -1721.77	  -544.34	     0.05	    60.37	     1.41	     0.02	     0.00	     1.41	    23.36	     0.00
  1624.42	 -1721.75	  -545.76	     0.05	    20.00	     0.02	    -1.42	     0.00	     1.42	   -71.01	     0.00
  1665.37	 -1718.96	  -544.30	     0.05	    40.95	     2.79	     1.46	     0.00	     3.15	    76.90	     0.00
  1685.25	 -1717.53	  -545.70	     0.15	    19.88	     1.43	    -1.40	     0.10	     2.00	   100.67	     5.03
