     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.04	  -558.48	  -704.33	     0.03	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.06	  -558.48	  -704.33	     0.03	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.08	  -558.48	  -704.33	     0.03	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.11	  -557.05	  -705.02	     0.05	     0.03	     1.43	    -0.70	     0.01	     1.59	    48.81
     0.12	  -557.05	  -705.02	     0.05	     0.01	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.14	  -557.05	  -705.02	     0.05	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.16	  -557.05	  -705.02	     0.05	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.18	  -557.05	  -705.02	     0.05	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.20	  -557.05	  -705.02	     0.05	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.22	  -558.45	  -705.75	     0.06	     0.02	    -1.40	    -0.73	     0.01	    -1.58	   -73.26
     0.24	  -558.45	  -705.75	     0.06	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.26	  -558.34	  -710.73	     0.16	     0.02	     0.10	    -4.98	     0.11	     4.98	   229.54
     0.28	  -558.34	  -710.73	     0.16	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.30	  -558.34	  -710.73	     0.16	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.32	  -558.49	  -703.62	     0.02	     0.02	    -0.15	     7.11	    -0.14	    -7.11	  -321.26
     0.34	  -558.49	  -703.62	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.36	  -558.49	  -703.62	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.38	  -558.49	  -703.62	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.40	  -558.49	  -703.62	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.42	  -558.49	  -703.62	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.44	  -558.27	  -714.29	     0.22	     0.02	     0.22	   -10.67	     0.20	    10.67	   476.93
     0.46	  -559.23	  -702.20	     0.00	     0.02	    -0.96	    12.08	    -0.22	   -12.12	  -600.96
     0.48	  -558.45	  -705.75	     0.08	     0.02	     0.78	    -3.55	     0.08	     3.63	   178.53
     0.50	  -558.45	  -705.75	     0.08	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.52	  -558.45	  -705.75	     0.08	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.54	  -558.36	  -710.02	     0.13	     0.02	     0.09	    -4.27	     0.05	     4.27	   197.25
     0.56	  -559.87	  -705.06	     0.04	     0.02	    -1.52	     4.96	    -0.08	    -5.19	  -257.12
     0.58	  -559.87	  -705.06	     0.04	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.60	  -559.87	  -705.06	     0.04	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.62	  -559.87	  -705.06	     0.04	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.64	  -559.87	  -705.06	     0.04	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.66	  -559.87	  -705.06	     0.04	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.68	  -559.87	  -705.06	     0.04	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.70	  -559.20	  -703.62	     0.02	     0.02	     0.68	     1.43	    -0.02	     1.58	    77.70
     0.72	  -559.90	  -703.63	     0.02	     0.02	    -0.71	    -0.01	     0.00	    -0.71	   -33.90
     0.74	  -558.42	  -707.17	     0.10	     0.02	     1.49	    -3.54	     0.08	     3.84	   185.83
     0.76	  -558.33	  -711.44	     0.18	     0.02	     0.09	    -4.27	     0.08	     4.27	   215.49
     0.78	  -558.33	  -711.44	     0.18	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.80	  -559.23	  -702.20	     0.02	     0.02	    -0.90	     9.24	    -0.16	    -9.28	  -465.57
     0.82	  -559.23	  -702.20	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.84	  -559.23	  -702.20	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.87	  -558.45	  -705.75	     0.08	     0.03	     0.78	    -3.55	     0.06	     3.63	   121.56
     0.00	     0.00	     0.00	     0.00	     0.83	     0.03	    -1.42	     0.05	     2.48	   -20.42
