     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
    0.000	-1746.051	  309.262	    0.004	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
    5.369	-1746.051	  309.262	    0.004	    5.369	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
   25.344	-1746.051	  309.262	    0.004	   19.975	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
   49.190	-1747.442	  309.239	    0.004	   23.846	   -1.392	   -0.022	   -0.000	   -1.392	  -58.375	   -0.009
   65.207	-1747.442	  309.239	    0.004	   16.017	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
   85.367	-1747.442	  309.239	    0.004	   20.160	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  106.934	-1747.457	  310.633	   -0.018	   21.567	   -0.015	    1.394	   -0.022	   -1.394	  -64.626	   -1.011
  125.834	-1747.457	  310.633	   -0.018	   18.900	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  145.869	-1747.457	  310.633	   -0.018	   20.035	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  165.948	-1747.457	  310.633	   -0.018	   20.079	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  186.047	-1747.457	  310.633	   -0.018	   20.099	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  206.063	-1747.457	  310.633	   -0.018	   20.016	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  228.679	-1747.457	  310.633	   -0.018	   22.616	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  245.848	-1747.457	  310.633	   -0.018	   17.169	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  265.898	-1747.457	  310.633	   -0.018	   20.050	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  286.129	-1747.457	  310.633	   -0.018	   20.231	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  306.262	-1747.457	  310.633	   -0.018	   20.133	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  326.220	-1747.457	  310.633	   -0.018	   19.958	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  345.846	-1747.457	  310.633	   -0.018	   19.626	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  366.219	-1747.457	  310.633	   -0.018	   20.373	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  388.714	-1746.067	  310.654	   -0.019	   22.495	    1.391	    0.021	   -0.001	    1.391	   61.827	   -0.034
  407.414	-1746.067	  310.654	   -0.019	   18.700	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  426.041	-1746.067	  310.654	   -0.019	   18.627	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  445.954	-1746.067	  310.654	   -0.019	   19.913	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  466.734	-1746.067	  310.654	   -0.019	   20.780	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  486.175	-1746.067	  310.654	   -0.019	   19.441	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  508.661	-1746.051	  309.262	    0.004	   22.486	    0.016	   -1.392	    0.023	    1.392	   61.924	    1.013
  525.942	-1746.051	  309.262	    0.004	   17.281	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  547.118	-1746.051	  309.262	    0.004	   21.176	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  566.581	-1746.051	  309.262	    0.004	   19.463	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  588.850	-1747.457	  310.633	   -0.020	   22.269	   -1.407	    1.371	   -0.024	   -1.965	  -88.217	   -1.058
  608.636	-1747.457	  310.633	   -0.020	   19.786	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  625.856	-1747.457	  310.633	   -0.020	   17.220	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  646.389	-1747.457	  310.633	   -0.020	   20.533	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  666.517	-1747.457	  310.633	   -0.020	   20.128	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  686.590	-1747.457	  310.633	   -0.020	   20.073	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  707.734	-1747.457	  310.633	   -0.020	   21.144	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
