     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.00	 -1724.08	   536.23	     0.02	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.02	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.04	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.06	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.08	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.10	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.12	 -1723.41	   537.63	    -0.45	     0.02	     0.67	     1.40	    -0.47	     1.55	    70.78
     0.14	 -1724.08	   536.23	     0.02	     0.02	    -0.67	    -1.40	     0.47	    -1.55	   -76.87
     0.16	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.18	 -1724.10	   537.62	    -0.00	     0.02	    -0.02	     1.39	    -0.02	    -1.39	   -63.32
     0.20	 -1724.08	   536.23	     0.02	     0.02	     0.02	    -1.39	     0.02	     1.39	    68.48
     0.23	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.24	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.26	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.28	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.30	 -1724.10	   537.62	    -0.00	     0.02	    -0.02	     1.39	    -0.02	    -1.39	   -60.69
     0.32	 -1724.08	   536.23	     0.02	     0.02	     0.02	    -1.39	     0.02	     1.39	    68.01
     0.34	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.36	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.38	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.40	 -1724.10	   537.62	    -0.00	     0.02	    -0.02	     1.39	    -0.02	    -1.39	   -68.24
     0.43	 -1724.08	   536.23	     0.02	     0.02	     0.02	    -1.39	     0.02	     1.39	    64.86
     0.44	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.46	 -1724.10	   537.62	    -0.00	     0.02	    -0.02	     1.39	    -0.02	    -1.39	   -69.67
     0.48	 -1724.10	   537.62	    -0.00	     0.02	     0.00	     0.00	    -0.00	     0.00	     0.07
     0.50	 -1724.10	   537.62	    -0.00	     0.02	    -0.00	    -0.00	     0.00	    -0.00	    -0.06
     0.53	 -1722.69	   536.25	     0.02	     0.02	     1.41	    -1.37	     0.02	     1.97	    91.50
     0.54	 -1722.69	   536.25	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.57	 -1724.08	   536.23	     0.02	     0.02	    -1.39	    -0.02	    -0.00	    -1.39	   -60.47
     0.59	 -1724.08	   536.23	    -0.02	     0.02	     0.00	     0.00	    -0.05	    -0.00	    -0.00
     0.61	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.05	    -0.00	    -0.00
     0.62	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.64	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.66	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.69	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.71	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.72	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.74	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.77	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.78	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.80	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.82	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.85	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.87	 -1724.10	   537.62	    -0.00	     0.02	    -0.02	     1.39	    -0.02	    -1.39	   -68.84
     0.89	 -1724.08	   536.23	     0.02	     0.02	     0.02	    -1.39	     0.02	     1.39	    66.95
     0.91	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.93	 -1724.10	   537.62	    -0.00	     0.02	    -0.02	     1.39	    -0.02	    -1.39	   -69.08
     0.95	 -1724.10	   537.62	    -0.00	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.97	 -1724.08	   536.23	     0.02	     0.02	     0.02	    -1.39	     0.02	     1.39	    68.81
     0.99	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.01	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.03	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.04	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.07	 -1724.08	   536.23	     0.02	     0.03	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.08	 -1724.08	   536.23	     0.02	     0.01	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.10	 -1724.08	   536.23	     0.02	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.13	 -1724.10	   537.62	    -0.00	     0.02	    -0.02	     1.39	    -0.02	    -1.39	   -65.10
     1.15	 -1724.08	   536.23	     0.02	     0.02	     0.02	    -1.39	     0.02	     1.39	    67.23
     1.17	 -1724.08	   536.23	    -0.02	     0.02	     0.00	     0.00	    -0.05	    -0.00	    -0.00
