     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.11	   690.68	  -524.43	     1.53	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.12	   690.68	  -524.43	     1.53	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.14	   690.68	  -523.04	     1.53	     0.02	     0.00	     1.38	    -0.00	     1.38	    73.03
     0.16	   692.06	  -524.43	     1.60	     0.02	     1.38	    -1.38	     0.07	     1.95	    96.31
     0.18	   690.68	  -523.04	     1.58	     0.02	    -1.38	     1.38	    -0.02	    -1.95	   -96.56
     0.20	   692.06	  -524.43	     1.60	     0.02	     1.38	    -1.38	     0.02	     1.95	    95.07
     0.22	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.24	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	    -0.00	    -0.00	    -0.00
     0.26	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.28	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.30	   690.68	  -523.04	     1.58	     0.02	    -1.38	     1.38	    -0.02	    -1.95	   -97.83
     0.32	   690.68	  -523.04	     1.58	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.34	   692.06	  -524.43	     1.60	     0.02	     1.38	    -1.38	     0.02	     1.95	    97.60
     0.36	   690.68	  -523.04	     1.58	     0.02	    -1.38	     1.38	    -0.02	    -1.95	   -88.87
     0.38	   692.06	  -524.43	     1.60	     0.02	     1.38	    -1.38	     0.02	     1.95	   101.56
     0.40	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	    -0.00	    -0.00	    -0.00
     0.42	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.44	   690.68	  -523.04	     1.58	     0.02	    -1.38	     1.38	    -0.02	    -1.95	   -94.89
     0.46	   690.68	  -523.04	     1.53	     0.02	     0.00	     0.00	    -0.05	    -0.00	    -0.00
     0.48	   690.68	  -523.04	     1.53	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.51	   692.06	  -524.43	     1.56	     0.02	     1.38	    -1.38	     0.02	     1.95	    92.06
     0.52	   692.06	  -524.43	     1.56	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.55	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.05	    -0.00	    -0.00
     0.57	   692.06	  -524.43	     1.60	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.59	   690.68	  -523.04	     1.58	     0.02	    -1.38	     1.38	    -0.02	    -1.95	  -103.84
     0.60	   690.68	  -523.04	     1.58	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.62	   690.68	  -523.04	     1.58	     0.02	     0.00	     0.00	    -0.00	    -0.00	    -0.00
     0.65	   690.68	  -524.43	     1.58	     0.02	    -0.00	    -1.38	    -0.00	    -1.38	   -61.94
     0.67	   690.68	  -523.04	     1.58	     0.02	     0.00	     1.38	     0.00	     1.38	    69.95
     0.69	   690.68	  -523.04	     1.58	     0.02	     0.00	     0.00	    -0.00	    -0.00	    -0.00
     0.70	   690.68	  -523.04	     1.58	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.72	   690.68	  -523.04	     1.53	     0.02	     0.00	     0.00	    -0.05	    -0.00	    -0.00
     0.74	   690.68	  -524.43	     1.58	     0.02	    -0.00	    -1.38	     0.05	    -1.38	   -67.06
     0.77	   690.68	  -523.04	     1.58	     0.02	     0.00	     1.38	    -0.00	     1.38	    62.84
     0.79	   690.68	  -523.04	     1.58	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.80	   690.68	  -523.04	     1.58	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.82	   690.68	  -523.04	     1.58	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.85	   690.68	  -524.43	     1.53	     0.02	    -0.00	    -1.38	    -0.05	    -1.38	   -68.47
     0.86	   690.68	  -523.04	     1.53	     0.02	     0.00	     1.38	    -0.00	     1.38	    71.05
     0.88	   690.68	  -523.04	     1.53	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.90	   690.68	  -523.04	     1.53	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.92	   690.68	  -523.04	     1.53	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.94	   692.06	  -524.43	     1.60	     0.02	     1.38	    -1.38	     0.07	     1.95	    98.38
