     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
    4.332	 -681.424	  503.182	   -0.029	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
   23.344	 -681.424	  503.182	   -0.029	   19.012	    0.000	    0.000	    0.000	   -0.000	   -0.000
   41.819	 -681.424	  503.182	   -0.029	   18.475	    0.000	    0.000	    0.000	   -0.000	   -0.000
   61.833	 -681.424	  503.182	   -0.029	   20.014	    0.000	    0.000	    0.000	   -0.000	   -0.000
   81.873	 -681.424	  503.182	   -0.029	   20.040	    0.000	    0.000	    0.000	   -0.000	   -0.000
  103.058	 -681.424	  503.182	   -0.030	   21.185	    0.000	    0.000	   -0.001	   -0.000	   -0.000
  125.723	 -681.424	  503.182	   -0.030	   22.665	    0.000	    0.000	    0.000	   -0.000	   -0.000
  142.153	 -681.424	  503.182	   -0.030	   16.430	    0.000	    0.000	    0.000	   -0.000	   -0.000
  162.472	 -681.424	  503.182	   -0.029	   20.319	    0.000	    0.000	    0.001	   -0.000	   -0.000
  184.479	 -681.424	  503.182	   -0.029	   22.007	    0.000	    0.000	    0.000	   -0.000	   -0.000
  204.991	 -682.797	  503.176	   -0.030	   20.512	   -1.374	   -0.006	   -0.001	   -1.374	   -0.067
  224.101	 -681.424	  503.182	   -0.030	   19.110	    1.374	    0.006	   -0.001	    1.374	    0.072
  242.781	 -681.424	  503.182	   -0.030	   18.680	    0.000	    0.000	    0.000	   -0.000	   -0.000
  263.933	 -681.424	  503.182	   -0.030	   21.152	    0.000	    0.000	    0.000	   -0.000	   -0.000
  284.953	 -681.443	  504.568	   -0.053	   21.020	   -0.019	    1.386	   -0.023	   -1.386	   -0.066
  304.704	 -681.443	  504.568	   -0.053	   19.751	    0.000	    0.000	    0.000	   -0.000	   -0.000
  326.023	 -681.424	  503.182	   -0.030	   21.319	    0.019	   -1.386	    0.023	    1.386	    0.065
  342.406	 -682.798	  503.176	   -0.030	   16.383	   -1.374	   -0.006	    0.001	   -1.374	   -0.084
  363.663	 -681.424	  503.182	   -0.029	   21.257	    1.374	    0.006	    0.001	    1.374	    0.065
  385.307	 -681.424	  503.182	   -0.029	   21.644	    0.000	    0.000	    0.000	   -0.000	   -0.000
  406.076	 -681.424	  503.182	   -0.029	   20.769	    0.000	    0.000	    0.000	   -0.000	   -0.000
  422.723	 -681.424	  503.182	   -0.030	   16.647	    0.000	    0.000	   -0.001	   -0.000	   -0.000
  443.060	 -682.798	  503.177	   -0.030	   20.337	   -1.374	   -0.005	    0.001	   -1.374	   -0.068
  463.441	 -681.424	  503.182	   -0.029	   20.381	    1.374	    0.005	    0.001	    1.374	    0.067
  483.744	 -682.817	  504.562	   -0.052	   20.303	   -1.393	    1.381	   -0.023	   -1.961	   -0.097
  505.844	 -681.443	  504.568	   -0.053	   22.100	    1.374	    0.005	   -0.001	    1.374	    0.062
  523.885	 -681.443	  504.568	   -0.053	   18.041	    0.000	    0.000	    0.000	   -0.000	   -0.000
  544.096	 -681.424	  503.182	   -0.029	   20.211	    0.019	   -1.386	    0.024	    1.386	    0.069
  564.079	 -682.798	  503.176	   -0.030	   19.983	   -1.374	   -0.006	   -0.001	   -1.374	   -0.069
  584.900	 -681.424	  503.182	   -0.030	   20.821	    1.374	    0.006	   -0.001	    1.374	    0.066
