     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.00	  -433.72	   628.53	    -0.87	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     0.02	  -435.13	   630.61	    -0.88	     0.02	    -1.41	     2.08	    -0.00	    -2.52	  -122.77
     0.04	  -435.13	   630.61	    -0.88	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.06	  -433.72	   628.53	    -0.87	     0.02	     1.41	    -2.08	     0.00	     2.52	   123.87
     0.08	  -435.13	   629.92	    -0.87	     0.02	    -1.41	     1.38	     0.00	    -1.97	   -95.15
     0.10	  -435.13	   629.92	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.12	  -435.12	   629.22	    -0.86	     0.02	     0.01	    -0.70	     0.01	     0.70	    31.80
     0.14	  -435.12	   629.22	    -0.86	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.16	  -433.72	   628.53	    -0.87	     0.02	     1.40	    -0.69	    -0.01	     1.56	    76.20
     0.18	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.20	  -433.73	   629.23	    -0.88	     0.02	    -0.01	     0.70	    -0.01	    -0.70	   -34.04
     0.22	  -433.73	   629.23	    -0.88	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.24	  -435.12	   629.22	    -0.86	     0.02	    -1.39	    -0.01	     0.02	    -1.39	   -65.36
     0.26	  -435.13	   629.92	    -0.87	     0.02	    -0.01	     0.70	    -0.01	    -0.70	   -34.53
     0.28	  -433.72	   628.53	    -0.87	     0.02	     1.41	    -1.38	    -0.00	     1.97	    97.37
     0.30	  -433.73	   629.23	    -0.93	     0.02	    -0.01	     0.70	    -0.06	    -0.70	   -34.90
     0.32	  -433.73	   629.23	    -0.93	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.34	  -433.72	   628.53	    -0.87	     0.02	     0.01	    -0.70	     0.06	     0.70	    34.19
     0.36	  -435.13	   630.61	    -0.88	     0.02	    -1.41	     2.08	    -0.00	    -2.52	  -124.10
     0.39	  -435.13	   629.92	    -0.86	     0.02	     0.01	    -0.70	     0.01	     0.70	    33.64
     0.41	  -433.72	   628.53	    -0.87	     0.02	     1.41	    -1.38	    -0.01	     1.97	    98.96
     0.42	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.44	  -433.73	   629.23	    -0.87	     0.02	    -0.01	     0.70	    -0.00	    -0.70	   -34.52
     0.46	  -433.72	   628.53	    -0.87	     0.02	     0.01	    -0.70	     0.00	     0.70	    34.95
     0.49	  -433.73	   629.23	    -0.88	     0.02	    -0.01	     0.70	    -0.01	    -0.70	   -33.12
     0.50	  -433.73	   629.23	    -0.88	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.52	  -433.72	   628.53	    -0.87	     0.02	     0.01	    -0.70	     0.01	     0.70	    34.24
     0.54	  -433.73	   629.23	    -0.88	     0.02	    -0.01	     0.70	    -0.01	    -0.70	   -35.22
     0.56	  -433.72	   628.53	    -0.87	     0.02	     0.01	    -0.70	     0.01	     0.70	    34.42
     0.58	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.60	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.62	  -435.13	   629.92	    -0.87	     0.02	    -1.41	     1.38	     0.00	    -1.97	   -98.02
     0.64	  -433.71	   627.84	    -0.86	     0.02	     1.41	    -2.08	     0.00	     2.52	   123.57
     0.67	  -435.13	   629.92	    -0.87	     0.02	    -1.41	     2.08	    -0.00	    -2.52	  -118.86
     0.69	  -433.72	   628.53	    -0.87	     0.02	     1.41	    -1.38	    -0.00	     1.97	    96.38
     0.70	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.73	  -433.72	   628.53	    -0.86	     0.02	     0.00	     0.00	     0.01	    -0.00	    -0.00
     0.75	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	    -0.01	    -0.00	    -0.00
     0.77	  -433.73	   629.23	    -0.93	     0.02	    -0.01	     0.70	    -0.06	    -0.70	   -34.94
     0.78	  -433.73	   629.23	    -0.93	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.80	  -435.13	   629.92	    -0.87	     0.02	    -1.40	     0.69	     0.06	    -1.56	   -78.12
     0.82	  -433.73	   629.23	    -0.88	     0.02	     1.40	    -0.69	    -0.01	     1.56	    77.43
     0.85	  -433.73	   629.23	    -0.88	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.87	  -433.72	   628.53	    -0.87	     0.02	     0.01	    -0.70	     0.01	     0.70	    32.49
     0.88	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.90	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.92	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.95	  -433.72	   628.53	    -0.86	     0.02	     0.00	     0.00	     0.01	    -0.00	    -0.00
     0.97	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	    -0.01	    -0.00	    -0.00
     0.98	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.01	  -433.73	   629.23	    -0.88	     0.02	    -0.01	     0.70	    -0.01	    -0.70	   -33.94
     1.02	  -433.72	   628.53	    -0.86	     0.02	     0.01	    -0.70	     0.01	     0.70	    35.67
     1.05	  -435.13	   630.61	    -0.88	     0.02	    -1.41	     2.08	    -0.01	    -2.52	  -119.66
     1.06	  -435.13	   630.61	    -0.88	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.08	  -433.72	   628.53	    -0.87	     0.02	     1.41	    -2.08	     0.00	     2.52	   125.30
     1.10	  -433.72	   628.53	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.13	  -433.73	   629.23	    -0.88	     0.02	    -0.01	     0.70	    -0.01	    -0.70	   -32.26
     1.15	  -435.13	   629.92	    -0.87	     0.02	    -1.40	     0.69	     0.01	    -1.56	   -75.30
     1.17	  -435.13	   629.92	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.19	  -433.73	   629.23	    -0.88	     0.02	     1.40	    -0.69	    -0.01	     1.56	    75.93
     1.21	  -433.72	   628.53	    -0.87	     0.02	     0.01	    -0.70	     0.01	     0.70	    34.87
     1.23	  -433.73	   629.23	    -0.87	     0.02	    -0.01	     0.70	    -0.00	    -0.70	   -34.52
     1.25	  -435.13	   629.92	    -0.87	     0.02	    -1.40	     0.69	     0.00	    -1.56	   -75.10
     1.27	  -435.13	   629.92	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.29	  -435.13	   629.92	    -0.87	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.31	  -433.72	   628.53	    -0.87	     0.02	     1.41	    -1.38	    -0.00	     1.97	    91.40
     1.33	  -433.73	   629.23	    -0.88	     0.02	    -0.01	     0.70	    -0.01	    -0.70	   -37.52
     1.35	  -433.73	   629.23	    -0.88	     0.02	     0.00	     0.00	     0.00	    -0.00	    -0.00
     1.37	  -433.73	   629.23	    -0.86	     0.02	     0.00	     0.00	     0.02	    -0.00	    -0.00
     1.39	  -433.73	   629.23	    -0.88	     0.02	     0.00	     0.00	    -0.02	    -0.00	    -0.00
