     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
     2.89	  -681.44	   504.57	    -0.05	     0.00	     0.00	     0.00	     0.00	     0.00	     0.00
    22.92	  -681.44	   504.57	    -0.05	    20.03	     0.00	     0.00	     0.00	    -0.00	    -0.00
    41.97	  -681.44	   504.57	    -0.05	    19.05	     0.00	     0.00	     0.00	    -0.00	    -0.00
    62.44	  -681.42	   503.18	    -0.03	    20.48	     0.02	    -1.39	     0.02	     1.39	    67.69
    83.30	  -681.44	   504.57	    -0.05	    20.86	    -0.02	     1.39	    -0.02	    -1.39	   -66.45
   102.18	  -681.44	   504.57	    -0.05	    18.88	     0.00	     0.00	     0.00	    -0.00	    -0.00
   123.13	  -681.44	   504.57	    -0.05	    20.95	     0.00	     0.00	     0.00	    -0.00	    -0.00
   144.29	  -681.44	   504.57	    -0.05	    21.16	     0.00	     0.00	     0.00	    -0.00	    -0.00
   164.12	  -682.82	   504.56	    -0.05	    19.83	    -1.37	    -0.01	    -0.00	    -1.37	   -69.29
   185.16	  -681.44	   504.57	    -0.05	    21.05	     1.37	     0.01	     0.00	     1.37	    65.28
   201.77	  -681.44	   504.57	    -0.05	    16.61	     0.00	     0.00	     0.00	    -0.00	    -0.00
   222.28	  -681.44	   504.57	    -0.05	    20.51	     0.00	     0.00	     0.00	    -0.00	    -0.00
   245.19	  -681.42	   503.18	    -0.03	    22.91	     0.02	    -1.39	     0.02	     1.39	    60.51
   264.76	  -681.44	   504.57	    -0.05	    19.58	    -0.02	     1.39	    -0.02	    -1.39	   -70.81
   282.12	  -681.44	   504.57	    -0.05	    17.35	     0.00	     0.00	     0.00	    -0.00	    -0.00
   303.58	  -681.42	   503.18	    -0.03	    21.46	     0.02	    -1.39	     0.02	     1.39	    64.60
   323.90	  -681.44	   504.57	    -0.05	    20.33	    -0.02	     1.39	    -0.02	    -1.39	   -68.19
   344.15	  -681.42	   503.18	    -0.03	    20.24	     0.02	    -1.39	     0.02	     1.39	    68.47
   364.47	  -681.44	   504.57	    -0.05	    20.33	    -0.02	     1.39	    -0.02	    -1.39	   -68.19
   382.20	  -681.44	   504.57	    -0.05	    17.73	     0.00	     0.00	     0.00	    -0.00	    -0.00
   402.77	  -681.44	   504.57	    -0.05	    20.57	     0.00	     0.00	     0.00	    -0.00	    -0.00
   423.60	  -681.44	   504.57	    -0.05	    20.83	     0.00	     0.00	     0.00	    -0.00	    -0.00
   443.78	  -681.44	   504.57	    -0.05	    20.18	     0.00	     0.00	     0.00	    -0.00	    -0.00
   464.00	  -681.44	   504.57	    -0.05	    20.22	     0.00	     0.00	     0.00	    -0.00	    -0.00
   482.31	  -681.44	   504.57	    -0.05	    18.31	     0.00	     0.00	     0.00	    -0.00	    -0.00
   504.08	  -681.44	   504.57	    -0.05	    21.77	     0.00	     0.00	     0.00	    -0.00	    -0.00
   524.32	  -681.44	   504.57	    -0.05	    20.23	     0.00	     0.00	     0.00	    -0.00	    -0.00
   545.12	  -681.44	   504.57	    -0.05	    20.80	     0.00	     0.00	     0.00	    -0.00	    -0.00
   562.73	  -681.44	   504.57	    -0.05	    17.61	     0.00	     0.00	     0.00	    -0.00	    -0.00
   582.84	  -681.44	   504.57	    -0.05	    20.11	     0.00	     0.00	     0.00	    -0.00	    -0.00
   602.51	  -681.44	   504.57	    -0.05	    19.66	     0.00	     0.00	     0.00	    -0.00	    -0.00
   622.58	  -681.42	   503.18	    -0.03	    20.07	     0.02	    -1.39	     0.02	     1.39	    69.05
   644.50	  -681.44	   504.57	    -0.05	    21.92	    -0.02	     1.39	    -0.02	    -1.39	   -63.24
   662.56	  -681.44	   504.57	    -0.05	    18.06	     0.00	     0.00	     0.00	    -0.00	    -0.00
   682.81	  -681.44	   504.57	    -0.05	    20.25	     0.00	     0.00	    -0.00	    -0.00	    -0.00
   704.49	  -681.44	   504.57	    -0.05	    21.68	     0.00	     0.00	     0.00	    -0.00	    -0.00
   724.52	  -681.44	   504.57	    -0.05	    20.03	     0.00	     0.00	     0.00	    -0.00	    -0.00
   742.93	  -681.44	   504.57	    -0.05	    18.41	     0.00	     0.00	     0.00	    -0.00	    -0.00
   762.52	  -681.44	   504.57	    -0.05	    19.59	     0.00	     0.00	     0.00	    -0.00	    -0.00
   782.69	  -681.44	   504.57	    -0.05	    20.17	     0.00	     0.00	     0.00	    -0.00	    -0.00
   803.01	  -681.44	   504.57	    -0.05	    20.32	     0.00	     0.00	     0.00	    -0.00	    -0.00
   824.29	  -681.44	   504.57	    -0.05	    21.28	     0.00	     0.00	     0.00	    -0.00	    -0.00
   842.63	  -681.44	   504.57	    -0.05	    18.34	     0.00	     0.00	     0.00	    -0.00	    -0.00
   863.01	  -681.44	   504.57	    -0.05	    20.38	     0.00	     0.00	     0.00	    -0.00	    -0.00
   884.13	  -681.44	   504.57	    -0.05	    21.13	     0.00	     0.00	     0.00	    -0.00	    -0.00
   904.09	  -681.44	   504.57	    -0.05	    19.95	     0.00	     0.00	     0.00	    -0.00	    -0.00
     0.00	     0.00	     0.00	     0.00	   901.20	     0.00	     0.00	     0.00	     0.00	   -10.57
