     time	    pos x	    pos y	    angle	 difftime	 diffposx	 diffposy	 diffangl	 difflong	 relspeed	
    0.000	    0.000	  527.888	   -0.005	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
   20.097	   20.090	  527.888	   -0.005	   20.097	   20.090	    0.000	    0.000	   20.090	  999.651
   39.934	   39.930	  527.888	    0.039	   19.837	   19.840	    0.000	    0.044	   19.840	 1000.156
   58.560	   58.560	  527.888	    0.039	   18.626	   18.630	    0.000	    0.000	   18.630	 1000.203
   78.651	   78.650	  529.270	    0.017	   20.091	   20.090	    1.382	   -0.022	   20.138	 1002.324
   98.864	   98.860	  529.261	   -0.026	   20.213	   20.210	   -0.009	   -0.043	   20.210	  999.845
  120.076	  120.070	  529.261	   -0.026	   21.212	   21.210	    0.000	    0.000	   21.210	  999.912
  137.216	  137.210	  529.261	   -0.026	   17.140	   17.140	    0.000	    0.000	   17.140	  999.991
  158.188	  158.180	  529.261	   -0.026	   20.972	   20.970	    0.000	    0.000	   20.970	  999.903
  181.504	  181.500	  527.888	   -0.005	   23.316	   23.320	   -1.373	    0.021	   23.360	 1001.909
  201.665	  201.660	  527.888	   -0.005	   20.161	   20.160	    0.000	    0.000	   20.160	  999.955
  221.318	  221.310	  527.879	   -0.004	   19.653	   19.650	   -0.009	    0.000	   19.650	  999.843
  238.754	  238.750	  527.879	   -0.004	   17.436	   17.440	    0.000	    0.000	   17.440	 1000.228
  259.419	  259.410	  529.270	   -0.025	   20.665	   20.660	    1.392	   -0.021	   20.707	 1002.029
  280.274	  280.270	  527.888	   -0.005	   20.855	   20.860	   -1.383	    0.021	   20.906	 1002.436
  300.301	  300.300	  527.888	   -0.005	   20.027	   20.030	    0.000	    0.000	   20.030	 1000.142
  318.455	  318.450	  527.888	   -0.005	   18.154	   18.150	    0.000	    0.000	   18.150	  999.785
  339.742	  339.740	  527.879	    0.039	   21.287	   21.290	   -0.009	    0.043	   21.290	 1000.142
  357.909	  357.900	  527.879	    0.039	   18.167	   18.160	    0.000	    0.000	   18.160	  999.614
  378.794	  378.790	  527.879	    0.039	   20.885	   20.890	    0.000	    0.000	   20.890	 1000.241
  400.365	  400.360	  527.888	   -0.005	   21.571	   21.570	    0.009	   -0.043	   21.570	  999.945
  421.323	  421.320	  529.266	    0.017	   20.958	   20.960	    1.378	    0.022	   21.005	 1002.257
  439.676	  439.670	  529.266	    0.017	   18.353	   18.350	    0.000	    0.000	   18.350	  999.839
  459.966	  459.960	  527.888	   -0.005	   20.290	   20.290	   -1.378	   -0.022	   20.337	 1002.306
  481.312	  481.310	  527.888	    0.039	   21.346	   21.350	    0.000	    0.044	   21.350	 1000.183
  501.462	  501.460	  527.888	   -0.005	   20.150	   20.150	    0.000	   -0.044	   20.150	 1000.003
  519.736	  519.730	  527.888	   -0.005	   18.274	   18.270	    0.000	    0.000	   18.270	  999.775
  539.532	  539.530	  529.270	    0.017	   19.796	   19.800	    1.383	    0.022	   19.848	 1002.645
  560.602	  560.600	  527.888	   -0.005	   21.070	   21.070	   -1.383	   -0.022	   21.115	 1002.148
  582.240	  582.240	  527.888	   -0.005	   21.638	   21.640	    0.000	    0.000	   21.640	 1000.087
  600.803	  600.800	  527.888	   -0.005	   18.563	   18.560	    0.000	    0.000	   18.560	  999.836
  620.125	  620.120	  527.888	   -0.005	   19.322	   19.320	    0.000	    0.000	   19.320	  999.902
  640.461	  640.460	  527.888	   -0.005	   20.336	   20.340	    0.000	    0.000	   20.340	 1000.201
  660.897	  660.890	  527.888	   -0.005	   20.436	   20.430	    0.000	    0.000	   20.430	  999.704
  681.411	  681.410	  527.888	   -0.005	   20.514	   20.520	    0.000	    0.000	   20.520	 1000.289
  703.545	  703.540	  527.888	   -0.004	   22.134	   22.130	    0.000	    0.000	   22.130	  999.818
  719.714	  719.710	  527.888	   -0.004	   16.169	   16.170	    0.000	    0.000	   16.170	 1000.076
  739.731	  739.730	  527.879	   -0.004	   20.017	   20.020	   -0.009	   -0.000	   20.020	 1000.140
  760.737	  760.730	  527.888	   -0.005	   21.006	   21.000	    0.009	   -0.000	   21.000	  999.721
  780.792	  780.790	  527.888	    0.039	   20.055	   20.060	    0.000	    0.044	   20.060	 1000.247
  799.875	  799.870	  527.888	    0.039	   19.083	   19.080	    0.000	    0.000	   19.080	  999.840
  818.233	  818.230	  527.888	    0.039	   18.358	   18.360	    0.000	    0.000	   18.360	 1000.110
  840.003	  840.000	  527.879	   -0.004	   21.770	   21.770	   -0.009	   -0.044	   21.770	 1000.000
  861.242	  861.240	  527.888	   -0.005	   21.239	   21.240	    0.009	   -0.000	   21.240	 1000.046
  882.689	  882.680	  527.888	    0.039	   21.447	   21.440	    0.000	    0.044	   21.440	  999.676
    0.000	    0.000	    0.000	    0.000	  882.689	  882.680	    0.000	    0.044	  883.046	44017.105
