time 		pos x 		pos y 		angle 		
0.0 		1202.62 		809.05 		2.68 		
0.02 		1202.62 		809.05 		2.68 		
0.04 		1202.62 		809.05 		2.68 		
0.06 		1202.62 		809.05 		2.64 		
0.08 		1202.62 		809.05 		2.64 		
0.1 		1202.62 		809.05 		2.64 		
0.12 		1202.62 		809.05 		2.59 		
0.14 		1202.62 		809.05 		2.59 		
0.16 		1202.62 		809.05 		2.59 		
0.18 		1202.62 		809.05 		2.59 		
0.2 		1129.5 		916.85 		-1.11 		
0.22 		1129.5 		916.85 		-1.11 		
0.23 		1129.5 		916.85 		-1.11 		
0.26 		1202.62 		809.05 		2.54 		
0.28 		1202.62 		809.05 		2.63 		
0.3 		1202.62 		809.05 		2.54 		
0.32 		1202.62 		809.05 		2.54 		
0.34 		1202.62 		809.05 		2.54 		
0.36 		1202.62 		809.05 		2.54 		
0.38 		1202.62 		809.05 		2.64 		
0.4 		1202.62 		809.05 		2.64 		
0.42 		1202.62 		809.05 		2.64 		
0.44 		1202.6 		810.45 		2.65 		
0.46 		1202.62 		809.05 		2.65 		
0.48 		1202.62 		809.05 		2.68 		
0.5 		1202.62 		809.05 		2.68 		
0.52 		1202.62 		809.05 		2.68 		
0.54 		1202.62 		809.05 		2.4 		
0.56 		1074.84 		836.88 		-0.03 		
0.58 		1202.62 		809.05 		2.64 		
0.6 		1202.62 		809.05 		2.64 		
0.62 		1202.62 		809.05 		2.64 		
0.64 		1155.76 		796.22 		2.4 		
0.66 		1155.76 		796.22 		2.4 		
0.68 		1155.76 		796.22 		2.4 		
0.7 		1202.62 		809.05 		2.76 		
0.72 		1202.62 		809.05 		2.76 		
0.74 		1177.13 		833.35 		-2.55 		
0.76 		1202.62 		809.05 		2.63 		
0.78 		1202.62 		809.05 		2.67 		
0.8 		1202.62 		809.05 		2.66 		
0.82 		1202.62 		809.05 		2.66 		
0.84 		1202.62 		809.05 		2.64 		
0.86 		1202.62 		809.05 		2.65 		
0.88 		1202.62 		809.05 		2.63 		
0.9 		1202.62 		809.05 		2.63 		
0.92 		1202.62 		809.05 		2.64 		
0.94 		1195.18 		856.52 		2.9 		
0.96 		1202.62 		809.05 		2.59 		
0.98 		1202.62 		809.05 		2.63 		
1.0 		1202.62 		809.05 		2.63 		
1.02 		1202.62 		809.05 		2.76 		
1.04 		1201.2 		810.44 		2.77 		
1.06 		1202.62 		809.05 		2.46 		
1.08 		1202.62 		809.05 		2.59 		
1.1 		1202.62 		809.05 		2.59 		
1.12 		1202.62 		809.05 		2.59 		
1.14 		1201.2 		810.44 		2.64 		
1.16 		1202.62 		809.05 		2.6 		
1.18 		1202.62 		809.05 		2.6 		
1.2 		1202.62 		809.05 		2.55 		
1.22 		1195.17 		857.92 		2.92 		
1.24 		1123.22 		915.41 		-1.07 		
