     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
    0.000	-1746.036	  307.868	    0.027	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
   19.890	-1747.442	  309.239	    0.004	   19.890	   -1.407	    1.371	   -0.024	   -1.965	  -98.769	   -1.186
   41.055	-1747.442	  309.239	    0.004	   21.165	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
   58.846	-1747.442	  309.239	    0.004	   17.791	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
   79.209	-1747.442	  309.239	    0.004	   20.363	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
   99.325	-1747.442	  309.239	    0.004	   20.116	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  123.319	-1747.442	  309.239	    0.004	   23.994	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  143.605	-1747.442	  309.239	    0.004	   20.286	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  163.299	-1747.442	  309.239	    0.004	   19.694	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  183.212	-1747.442	  309.239	    0.004	   19.913	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  203.214	-1747.442	  309.239	    0.004	   20.002	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  223.191	-1747.442	  309.239	    0.004	   19.977	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  243.837	-1747.442	  309.239	    0.004	   20.646	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  263.314	-1747.442	  309.239	    0.004	   19.477	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  283.312	-1747.442	  309.239	    0.004	   19.998	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  304.584	-1746.036	  307.868	    0.027	   21.272	    1.407	   -1.371	    0.024	    1.965	   92.351	    1.109
  323.660	-1746.036	  307.868	    0.027	   19.076	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  346.486	-1746.051	  309.262	    0.003	   22.826	   -0.015	    1.394	   -0.024	   -1.394	  -61.061	   -1.047
  363.215	-1746.051	  309.262	    0.003	   16.729	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  383.320	-1746.051	  309.262	    0.003	   20.105	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  403.616	-1746.051	  309.262	    0.003	   20.296	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  424.068	-1746.051	  309.262	    0.003	   20.452	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  446.283	-1747.457	  310.633	   -0.018	   22.215	   -1.407	    1.371	   -0.021	   -1.965	  -88.432	   -0.968
  463.465	-1747.457	  310.633	   -0.018	   17.182	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  483.541	-1747.457	  310.633	   -0.018	   20.076	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  504.787	-1743.979	  310.687	   -0.448	   21.246	    3.478	    0.054	   -0.430	    3.478	  163.711	  -20.227
  525.033	-1747.442	  309.239	    0.004	   20.246	   -3.463	   -1.448	    0.452	   -3.753	 -185.385	   22.302
  546.722	-1747.442	  309.239	    0.004	   21.689	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  565.227	-1746.036	  307.868	    0.027	   18.505	    1.407	   -1.371	    0.024	    1.965	  106.161	    1.275
  585.360	-1747.450	  309.936	   -0.008	   20.133	   -1.414	    2.068	   -0.035	   -2.505	 -124.442	   -1.751
  606.429	-1747.442	  309.239	    0.004	   21.069	    0.007	   -0.697	    0.012	    0.697	   33.076	    0.554
    0.000	    0.000	    0.000	    0.000	  606.429	   -1.407	    1.371	   -0.024	   -3.477	 -162.790	    0.062
