     Time	    Pos x	    Pos y	    Angle	Diff Time	Diff Posx	Diff Posy	Diff Angl	Diff Long	Rel Speed	Rel AnSpd	
    0.000	  324.361	-1242.667	   -0.001	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000	    0.000
   19.025	  327.358	-1235.167	   -0.043	   19.025	    2.998	    7.499	   -0.042	    8.076	  424.496	   -2.209
   36.053	  327.358	-1235.167	   -0.043	   17.028	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
   56.480	  327.358	-1235.167	   -0.043	   20.427	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
   81.484	  327.358	-1235.167	   -0.041	   25.004	    0.000	    0.000	    0.002	   -0.000	   -0.000	    0.076
   97.951	  327.358	-1235.167	   -0.041	   16.467	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  117.739	  326.498	-1242.668	    0.010	   19.788	   -0.860	   -7.500	    0.050	   -7.549	 -381.508	    2.548
  139.740	  325.939	-1235.180	   -0.040	   22.001	   -0.559	    7.488	   -0.050	   -7.509	 -341.292	   -2.275
  159.640	  325.939	-1235.180	   -0.040	   19.900	    0.000	    0.000	   -0.000	   -0.000	   -0.000	   -0.000
  177.507	  325.939	-1235.180	   -0.040	   17.867	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  197.793	  323.098	-1235.191	   -0.040	   20.286	   -2.841	   -0.012	    0.001	   -2.841	 -140.025	    0.033
  217.765	  324.381	-1242.667	   -0.001	   19.972	    1.282	   -7.475	    0.039	    7.584	  379.750	    1.958
  238.958	  324.361	-1242.667	   -0.001	   21.193	   -0.020	    0.000	    0.000	   -0.020	   -0.940	    0.000
  259.092	  327.358	-1235.167	   -0.042	   20.134	    2.998	    7.499	   -0.041	    8.076	  401.111	   -2.039
  278.127	  327.358	-1235.167	   -0.042	   19.035	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  298.257	  324.518	-1235.179	   -0.040	   20.130	   -2.840	   -0.011	    0.001	   -2.840	 -141.104	    0.065
  318.633	  324.519	-1235.192	   -0.030	   20.376	    0.001	   -0.013	    0.010	    0.013	    0.649	    0.504
  338.730	  324.519	-1235.192	   -0.040	   20.097	    0.000	    0.000	   -0.010	   -0.000	   -0.000	   -0.493
  359.482	  327.358	-1235.167	   -0.041	   20.752	    2.839	    0.025	   -0.001	    2.839	  136.826	   -0.036
  377.830	  327.358	-1235.167	   -0.041	   18.348	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  400.130	  332.326	-1235.125	   -0.042	   22.300	    4.967	    0.042	   -0.001	    4.967	  222.756	   -0.060
  420.098	  327.358	-1235.167	   -0.030	   19.968	   -4.967	   -0.042	    0.012	   -4.967	 -248.771	    0.585
  440.355	  325.939	-1235.180	   -0.040	   20.257	   -1.420	   -0.012	   -0.010	   -1.420	  -70.082	   -0.492
  457.893	  325.939	-1235.180	   -0.040	   17.538	    0.000	    0.000	    0.000	   -0.000	   -0.000	    0.000
  478.175	  324.518	-1235.179	   -0.030	   20.282	   -1.421	    0.001	    0.010	   -1.421	  -70.052	    0.516
  497.878	  327.262	-1240.981	   -0.010	   19.703	    2.744	   -5.802	    0.020	    6.418	  325.723	    1.024
  519.490	  324.519	-1235.192	   -0.040	   21.612	   -2.743	    5.788	   -0.030	   -6.405	 -296.374	   -1.388
