time 		pos x 		pos y 		angle 		
0.0 		-970.83 		537.59 		0.02 		
0.0 		-970.83 		537.59 		0.02 		
0.03 		-970.83 		537.59 		0.02 		
0.05 		-970.81 		536.21 		0.04 		
0.07 		-970.83 		537.59 		0.02 		
0.09 		-970.81 		536.21 		0.04 		
0.11 		-970.81 		536.21 		0.04 		
0.13 		-970.83 		537.59 		0.02 		
0.15 		-970.81 		536.21 		0.04 		
0.17 		-970.81 		536.21 		0.04 		
0.19 		-970.81 		536.21 		0.04 		
0.21 		-970.81 		536.21 		0.04 		
0.23 		-970.81 		536.21 		0.04 		
0.25 		-970.81 		536.21 		0.04 		
0.27 		-970.81 		536.21 		0.04 		
0.29 		-970.81 		536.21 		0.04 		
0.31 		-970.81 		536.21 		0.04 		
0.33 		-970.81 		536.21 		0.04 		
0.35 		-970.81 		536.21 		0.04 		
0.37 		-970.81 		536.21 		0.04 		
0.39 		-970.81 		536.21 		0.04 		
0.41 		-970.81 		536.21 		0.04 		
0.43 		-970.81 		536.21 		0.04 		
0.45 		-970.81 		536.21 		0.04 		
0.47 		-970.81 		536.21 		0.04 		
0.49 		-970.83 		537.59 		0.02 		
0.51 		-970.81 		536.21 		0.04 		
0.53 		-970.81 		536.21 		0.04 		
0.55 		-970.83 		537.59 		0.02 		
0.57 		-970.83 		537.59 		0.02 		
0.59 		-970.81 		536.21 		0.04 		
0.61 		-970.81 		536.21 		0.04 		
0.63 		-970.81 		536.21 		0.04 		
0.65 		-970.83 		537.59 		0.02 		
0.67 		-970.83 		537.59 		0.02 		
0.69 		-970.81 		536.21 		0.04 		
0.71 		-970.81 		536.21 		0.04 		
0.73 		-970.83 		537.59 		0.02 		
0.75 		-970.81 		536.21 		0.04 		
0.77 		-970.81 		536.21 		0.04 		
0.79 		-970.81 		536.21 		0.04 		
0.81 		-970.81 		536.21 		0.04 		
0.83 		-970.83 		537.59 		0.02 		
0.85 		-970.83 		537.59 		0.02 		
0.87 		-970.81 		536.21 		0.04 		
0.89 		-970.83 		537.59 		0.02 		
0.91 		-970.83 		537.59 		0.02 		
0.93 		-970.83 		537.59 		0.02 		
0.95 		-970.83 		537.59 		0.02 		
0.97 		-970.83 		537.59 		0.02 		
0.99 		-970.82 		536.9 		0.03 		
1.01 		-970.83 		537.59 		0.02 		
1.03 		-970.81 		536.21 		0.04 		
1.05 		-970.81 		536.21 		0.04 		
1.07 		-970.81 		536.21 		0.04 		
1.09 		-970.81 		536.21 		0.04 		
1.11 		-970.83 		537.59 		0.02 		
1.13 		-970.83 		537.59 		0.02 		
1.15 		-970.81 		536.21 		0.04 		
1.17 		-970.81 		536.21 		0.04 		
1.19 		-970.81 		536.21 		0.04 		
1.21 		-970.85 		538.98 		-0.0 		
1.23 		-970.85 		538.98 		-0.0 		
1.25 		-970.83 		537.59 		0.02 		
1.27 		-970.83 		537.59 		0.02 		
1.29 		-970.83 		537.59 		0.02 		
1.32 		-970.81 		536.21 		0.04 		
1.33 		-970.81 		536.21 		0.04 		
1.35 		-970.83 		537.59 		0.02 		
1.37 		-970.83 		537.59 		0.02 		
1.39 		-970.81 		536.21 		0.04 		
1.41 		-970.83 		537.59 		0.02 		
1.43 		-970.83 		537.59 		0.02 		
1.45 		-970.81 		536.21 		0.04 		
1.48 		-970.81 		536.21 		0.04 		
1.5 		-970.81 		536.21 		0.04 		
1.52 		-970.83 		537.59 		0.02 		
1.54 		-970.83 		537.59 		0.02 		
1.56 		-970.81 		536.21 		0.04 		
1.58 		-970.81 		536.21 		0.04 		
1.6 		-970.81 		536.21 		0.04 		
1.62 		-970.81 		536.21 		0.04 		
1.63 		-970.81 		536.21 		0.04 		
1.65 		-970.81 		536.21 		0.04 		
1.67 		-970.81 		536.21 		0.04 		
1.7 		-970.81 		536.21 		0.04 		
1.72 		-970.81 		536.21 		0.04 		
1.74 		-970.81 		536.21 		0.04 		
1.76 		-969.37 		530.69 		0.12 		
1.78 		-968.08 		536.23 		0.04 		
1.8 		-968.08 		536.23 		0.04 		
1.82 		-968.08 		536.23 		0.04 		
1.84 		-969.37 		530.69 		0.12 		
1.86 		-969.37 		530.69 		0.12 		
1.88 		-969.37 		530.69 		0.12 		
1.9 		-969.37 		530.69 		0.12 		
1.92 		-969.34 		528.62 		0.15 		
1.94 		-969.44 		535.53 		0.05 		
1.96 		-969.46 		536.91 		0.03 		
1.98 		-969.46 		536.91 		0.03 		
2.0 		-969.46 		536.91 		0.03 		
2.02 		-969.39 		532.07 		0.1 		
2.04 		-969.32 		527.23 		0.17 		
2.06 		-969.43 		534.84 		0.06 		
2.08 		-969.34 		528.62 		0.15 		
2.1 		-969.34 		528.62 		0.15 		
2.12 		-969.34 		528.62 		0.15 		
2.14 		-969.34 		528.62 		0.15 		
2.16 		-969.36 		530.0 		0.13 		
2.18 		-969.43 		534.84 		0.06 		
2.2 		-969.43 		534.84 		0.06 		
2.22 		-969.35 		529.31 		0.14 		
2.24 		-968.08 		536.23 		0.04 		
2.26 		-968.08 		536.23 		0.04 		
2.28 		-968.08 		536.23 		0.04 		
2.3 		-969.4 		532.76 		0.09 		
2.32 		-969.4 		532.76 		0.09 		
2.34 		-969.4 		532.76 		0.09 		
2.36 		-969.4 		532.76 		0.09 		
2.38 		-969.4 		532.76 		0.09 		
2.4 		-969.4 		532.76 		0.09 		
2.42 		-968.08 		536.23 		0.04 		
2.44 		-968.08 		536.23 		0.04 		
2.46 		-968.08 		536.23 		0.04 		
2.48 		-969.44 		535.53 		0.05 		
2.5 		-969.44 		535.53 		0.05 		
2.52 		-969.44 		535.53 		0.05 		
2.54 		-969.44 		535.53 		0.05 		
2.56 		-969.44 		535.53 		0.05 		
2.58 		-969.4 		532.76 		0.09 		
2.6 		-969.34 		528.62 		0.15 		
2.62 		-969.4 		532.76 		0.09 		
2.64 		-969.35 		529.31 		0.14 		
2.66 		-969.35 		529.31 		0.14 		
2.68 		-969.35 		529.31 		0.14 		
2.7 		-969.45 		536.22 		0.04 		
2.72 		-969.45 		536.22 		0.04 		
2.74 		-969.45 		536.22 		0.04 		
2.76 		-969.46 		536.91 		0.03 		
2.78 		-969.46 		536.91 		0.03 		
2.8 		-969.46 		536.91 		0.03 		
2.82 		-969.38 		531.38 		0.11 		
2.84 		-969.38 		531.38 		0.11 		
2.86 		-968.08 		536.23 		0.04 		
2.88 		-968.08 		536.23 		0.04 		
2.9 		-968.08 		536.23 		0.04 		
2.92 		-969.36 		530.0 		0.13 		
2.94 		-969.36 		530.0 		0.13 		
2.96 		-969.36 		530.0 		0.13 		
2.98 		-969.46 		536.91 		0.03 		
3.0 		-969.41 		533.45 		0.08 		
3.02 		-968.1 		537.61 		0.02 		
3.04 		-968.1 		537.61 		0.02 		
3.06 		-968.1 		537.61 		0.02 		
3.08 		-968.1 		537.61 		0.02 		
3.1 		-969.36 		530.0 		0.13 		
3.12 		-968.08 		536.23 		0.04 		
3.14 		-968.08 		536.23 		0.04 		
3.16 		-969.36 		530.0 		0.13 		
3.18 		-969.44 		535.53 		0.05 		
3.2 		-969.4 		532.76 		0.09 		
3.22 		-969.4 		532.76 		0.09 		
3.24 		-969.4 		532.76 		0.09 		
3.26 		-969.46 		536.91 		0.03 		
3.28 		-969.46 		536.91 		0.03 		
3.3 		-969.46 		536.91 		0.03 		
3.32 		-969.39 		532.07 		0.1 		
3.34 		-969.36 		530.0 		0.13 		
3.36 		-969.34 		528.62 		0.15 		
3.38 		-969.34 		528.62 		0.15 		
3.4 		-969.34 		528.62 		0.15 		
3.42 		-969.44 		535.53 		0.05 		
3.44 		-969.44 		535.53 		0.05 		
3.46 		-969.44 		535.53 		0.05 		
3.48 		-969.46 		536.91 		0.03 		
3.5 		-969.46 		536.91 		0.03 		
3.52 		-969.46 		536.91 		0.03 		
3.54 		-968.08 		536.23 		0.04 		
3.56 		-968.08 		536.23 		0.04 		
3.58 		-968.08 		536.23 		0.04 		
3.6 		-968.08 		536.23 		0.04 		
3.62 		-968.08 		536.23 		0.04 		
3.64 		-968.08 		536.23 		0.04 		
3.66 		-969.4 		532.76 		0.09 		
3.68 		-969.37 		530.69 		0.12 		
3.7 		-969.37 		530.69 		0.12 		
3.72 		-969.32 		527.23 		0.17 		
3.74 		-969.4 		532.76 		0.09 		
3.76 		-969.42 		534.14 		0.07 		
3.78 		-969.42 		534.14 		0.07 		
3.8 		-969.42 		534.14 		0.07 		
3.82 		-969.42 		534.14 		0.07 		
3.84 		-969.42 		534.14 		0.07 		
3.86 		-969.42 		534.14 		0.07 		
3.88 		-969.4 		532.76 		0.09 		
3.9 		-969.38 		531.38 		0.11 		
3.92 		-969.34 		528.62 		0.15 		
3.94 		-969.38 		531.38 		0.11 		
3.96 		-969.46 		536.91 		0.03 		
3.98 		-969.46 		536.91 		0.03 		
4.0 		-969.46 		536.91 		0.03 		
4.02 		-969.46 		536.91 		0.03 		
4.04 		-969.47 		537.6 		0.02 		
4.06 		-969.47 		537.6 		0.02 		
4.08 		-969.47 		537.6 		0.02 		
4.1 		-968.08 		536.23 		0.04 		
4.12 		-968.08 		536.23 		0.04 		
4.14 		-968.08 		536.23 		0.04 		
4.16 		-969.36 		530.0 		0.13 		
4.18 		-969.36 		530.0 		0.13 		
4.2 		-969.44 		535.53 		0.05 		
4.22 		-969.33 		527.92 		0.16 		
4.24 		-969.41 		533.45 		0.08 		
4.26 		-969.41 		533.45 		0.08 		
4.28 		-969.36 		530.0 		0.13 		
4.3 		-969.33 		527.92 		0.16 		
4.32 		-969.41 		533.45 		0.08 		
4.34 		-969.37 		530.69 		0.12 		
4.36 		-969.37 		530.69 		0.12 		
4.38 		-969.43 		534.84 		0.06 		
4.4 		-969.43 		534.84 		0.06 		
4.42 		-969.43 		534.84 		0.06 		
4.45 		-968.1 		537.61 		0.02 		
4.46 		-968.1 		537.61 		0.02 		
4.48 		-968.1 		537.61 		0.02 		
4.51 		-969.4 		532.76 		0.09 		
4.53 		-969.38 		531.38 		0.11 		
4.54 		-969.38 		531.38 		0.11 		
4.56 		-968.08 		536.23 		0.04 		
4.58 		-969.43 		534.84 		0.06 		
4.61 		-969.44 		535.53 		0.05 		
4.63 		-969.44 		535.53 		0.05 		
4.64 		-969.44 		535.53 		0.05 		
4.66 		-969.44 		535.53 		0.05 		
4.68 		-969.44 		535.53 		0.05 		
4.7 		-969.44 		535.53 		0.05 		
4.72 		-969.44 		535.53 		0.05 		
4.74 		-969.45 		536.22 		0.04 		
4.76 		-969.36 		530.0 		0.13 		
4.78 		-969.33 		527.92 		0.16 		
4.8 		-969.33 		527.92 		0.16 		
4.82 		-969.33 		527.92 		0.16 		
4.84 		-969.33 		527.92 		0.16 		
4.86 		-969.33 		527.92 		0.16 		
4.88 		-969.33 		527.92 		0.16 		
4.91 		-969.36 		530.0 		0.13 		
4.93 		-969.36 		530.0 		0.13 		
4.95 		-969.47 		537.6 		0.02 		
4.97 		-969.47 		537.6 		0.02 		
4.98 		-969.47 		537.6 		0.02 		
5.01 		-969.47 		537.6 		0.02 		
5.02 		-969.47 		537.6 		0.02 		
5.04 		-969.47 		537.6 		0.02 		
